,country_from,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,country_to,total
288,Belgium,1416.0,1438.8,1461.6,1484.4,1507.2,1530.0,1599.8,1669.6,1739.4,1809.2,1879.0,1955.4,2031.8,2108.2,2184.6,2261.0,2386.8,2512.6,2638.4,2764.2,2890.0,2922.6,2955.2,2987.8,3020.4,3053.0,3114.0,3175.0,3236.0,3297.0,3358.0,Switzerland,16387.0
289,Bosnia and Herzegovina,3978.0,4342.2,4706.4,5070.6,5434.8,5799.0,6306.0,6813.0,7320.0,7827.0,8334.0,8178.6,8023.2,7867.8,7712.4,7557.0,8004.0,8451.0,8898.0,9345.0,9792.0,10006.2,10220.4,10434.6,10648.8,10863.0,10877.0,10891.0,10905.0,10919.0,10933.0,Switzerland,57256.0
290,Brazil,0.0,88.8,177.6,266.4,355.2,444.0,558.6,673.2,787.8,902.4,1017.0,1118.0,1219.0,1320.0,1421.0,1522.0,1676.2,1830.4,1984.6,2138.8,2293.0,2320.0,2347.0,2374.0,2401.0,2428.0,2470.8,2513.6,2556.4,2599.2,2642.0,Switzerland,10346.0
291,Bulgaria,0.0,49.0,98.0,147.0,196.0,245.0,307.8,370.6,433.4,496.2,559.0,580.8,602.6,624.4,646.2,668.0,714.0,760.0,806.0,852.0,898.0,908.2,918.4,928.6,938.8,949.0,967.8,986.6,1005.4,1024.2,1043.0,Switzerland,4362.0
292,Cambodia,146.0,164.8,183.6,202.4,221.2,240.0,265.0,290.0,315.0,340.0,365.0,373.6,382.2,390.8,399.4,408.0,419.6,431.2,442.8,454.4,466.0,473.0,480.0,487.0,494.0,501.0,502.6,504.2,505.8,507.4,509.0,Switzerland,2635.0
293,Canada,678.0,689.2,700.4,711.6,722.8,734.0,768.2,802.4,836.6,870.8,905.0,981.0,1057.0,1133.0,1209.0,1285.0,1412.8,1540.6,1668.4,1796.2,1924.0,1945.4,1966.8,1988.2,2009.6,2031.0,2073.2,2115.4,2157.6,2199.8,2242.0,Switzerland,9799.0
294,Chile,531.0,583.6,636.2,688.8,741.4,794.0,870.6,947.2,1023.8,1100.4,1177.0,1181.8,1186.6,1191.4,1196.2,1201.0,1219.0,1237.0,1255.0,1273.0,1291.0,1308.2,1325.4,1342.6,1359.8,1377.0,1390.8,1404.6,1418.4,1432.2,1446.0,Switzerland,7817.0
295,China,510.0,557.8,605.6,653.4,701.2,749.0,817.6,886.2,954.8,1023.4,1092.0,1170.4,1248.8,1327.2,1405.6,1484.0,1606.0,1728.0,1850.0,1972.0,2094.0,2120.4,2146.8,2173.2,2199.6,2226.0,2256.0,2286.0,2316.0,2346.0,2376.0,Switzerland,10531.0
296,Colombia,0.0,41.8,83.6,125.39999999999999,167.2,209.0,263.4,317.8,372.2,426.6,481.0,532.0,583.0,634.0,685.0,736.0,813.2,890.4,967.6,1044.8,1122.0,1135.2,1148.4,1161.6,1174.8,1188.0,1209.2,1230.4,1251.6,1272.8,1294.0,Switzerland,5030.0
297,"Congo, Dem. Rep. of the",0.0,67.0,134.0,201.0,268.0,335.0,420.0,505.0,590.0,675.0,760.0,760.0,760.0,760.0,760.0,760.0,765.4,770.8,776.2,781.6,787.0,797.8,808.6,819.4,830.2,841.0,847.0,853.0,859.0,865.0,871.0,Switzerland,4354.0
298,Croatia,4383.0,4743.6,5104.2,5464.8,5825.4,6186.0,6664.0,7142.0,7620.0,8098.0,8576.0,8967.4,9358.8,9750.2,10141.6,10533.0,10813.8,11094.6,11375.4,11656.2,11937.0,12104.0,12271.0,12438.0,12605.0,12772.0,12782.2,12792.4,12802.6,12812.8,12823.0,Switzerland,67210.0
299,Czech Republic,6148.0,5715.4,5282.8,4850.2,4417.6,3985.0,3615.8,3246.6,2877.4,2508.2,2139.0,2121.4,2103.8,2086.2,2068.6,2051.0,2026.0,2001.0,1976.0,1951.0,1926.0,1946.6,1967.2,1987.8,2008.4,2029.0,2072.4,2115.8,2159.2,2202.6,2246.0,Switzerland,20524.0
300,Denmark,402.0,406.8,411.6,416.4,421.2,426.0,443.2,460.4,477.6,494.8,512.0,535.6,559.2,582.8,606.4,630.0,669.8,709.6,749.4,789.2,829.0,838.4,847.8,857.2,866.6,876.0,893.8,911.6,929.4,947.2,965.0,Switzerland,4640.0
301,Egypt,0.0,87.2,174.4,261.6,348.8,436.0,548.0,660.0,772.0,884.0,996.0,997.2,998.4,999.6,1000.8,1002.0,1009.0,1016.0,1023.0,1030.0,1037.0,1049.8,1062.6,1075.4,1088.2,1101.0,1117.4,1133.8,1150.2,1166.6,1183.0,Switzerland,5755.0
302,Ethiopia,0.0,28.2,56.4,84.6,112.8,141.0,176.6,212.2,247.8,283.4,319.0,354.0,389.0,424.0,459.0,494.0,531.8,569.6,607.4,645.2,683.0,693.0,703.0,713.0,723.0,733.0,735.8,738.6,741.4,744.2,747.0,Switzerland,3117.0
303,Finland,676.0,679.6,683.2,686.8,690.4,694.0,721.2,748.4,775.6,802.8,830.0,860.2,890.4,920.6,950.8,981.0,1030.2,1079.4,1128.6,1177.8,1227.0,1240.4,1253.8,1267.2,1280.6,1294.0,1322.8,1351.6,1380.4,1409.2,1438.0,Switzerland,7140.0
304,France,14191.0,14091.6,13992.2,13892.8,13793.4,13694.0,13882.6,14071.2,14259.8,14448.4,14637.0,15037.0,15437.0,15837.0,16237.0,16637.0,17315.6,17994.2,18672.8,19351.4,20030.0,20276.4,20522.8,20769.2,21015.6,21262.0,21581.2,21900.4,22219.6,22538.8,22858.0,Switzerland,123309.0
305,Germany,23391.0,22913.0,22435.0,21957.0,21479.0,21001.0,20985.0,20969.0,20953.0,20937.0,20921.0,21656.0,22391.0,23126.0,23861.0,24596.0,25837.6,27079.2,28320.8,29562.4,30804.0,31158.6,31513.2,31867.8,32222.4,32577.0,33193.2,33809.4,34425.6,35041.8,35658.0,Switzerland,188948.0
306,Ghana,0.0,46.0,92.0,138.0,184.0,230.0,288.4,346.8,405.2,463.6,522.0,505.2,488.4,471.6,454.8,438.0,425.4,412.8,400.2,387.6,375.0,380.2,385.4,390.6,395.8,401.0,404.0,407.0,410.0,413.0,416.0,Switzerland,2382.0
307,Greece,2183.0,2146.0,2109.0,2072.0,2035.0,1998.0,1979.2,1960.4,1941.6,1922.8,1904.0,1891.8,1879.6,1867.4,1855.2,1843.0,1843.2,1843.4,1843.6,1843.8,1844.0,1869.8,1895.6,1921.4,1947.2,1973.0,1986.8,2000.6,2014.4,2028.2,2042.0,Switzerland,13787.0
308,Hungary,4222.0,4024.4,3826.8,3629.2,3431.6,3234.0,3068.4,2902.8,2737.2,2571.6,2406.0,2411.0,2416.0,2421.0,2426.0,2431.0,2448.8,2466.6,2484.4,2502.2,2520.0,2550.6,2581.2,2611.8,2642.4,2673.0,2714.6,2756.2,2797.8,2839.4,2881.0,Switzerland,20367.0
309,India,556.0,689.8,823.6,957.4000000000001,1091.2,1225.0,1408.0,1591.0,1774.0,1957.0,2140.0,2090.2,2040.4,1990.6,1940.8,1891.0,1873.0,1855.0,1837.0,1819.0,1801.0,1823.6,1846.2,1868.8,1891.4,1914.0,1940.8,1967.6,1994.4,2021.2,2048.0,Switzerland,11575.0
310,Indonesia,0.0,25.6,51.2,76.80000000000001,102.4,128.0,161.0,194.0,227.0,260.0,293.0,306.6,320.2,333.8,347.4,361.0,381.0,401.0,421.0,441.0,461.0,466.4,471.8,477.2,482.6,488.0,496.4,504.8,513.2,521.6,530.0,Switzerland,2261.0
311,Iran,416.0,467.6,519.2,570.8,622.4,674.0,748.0,822.0,896.0,970.0,1044.0,1068.6,1093.2,1117.8,1142.4,1167.0,1208.2,1249.4,1290.6,1331.8,1373.0,1390.4,1407.8,1425.2,1442.6,1460.0,1479.8,1499.6,1519.4,1539.2,1559.0,Switzerland,7693.0
312,Iraq,0.0,14.8,29.6,44.400000000000006,59.2,74.0,92.8,111.6,130.4,149.2,168.0,253.6,339.2,424.79999999999995,510.4,596.0,687.2,778.4,869.6,960.8,1052.0,1067.2,1082.4,1097.6,1112.8,1128.0,1132.4,1136.8,1141.2,1145.6,1150.0,Switzerland,4168.0
313,Ireland,0.0,22.6,45.2,67.80000000000001,90.4,113.0,142.4,171.8,201.2,230.6,260.0,275.2,290.4,305.6,320.8,336.0,360.6,385.2,409.8,434.4,459.0,464.2,469.4,474.6,479.8,485.0,494.6,504.2,513.8,523.4,533.0,Switzerland,2186.0
314,Israel,358.0,354.0,350.0,346.0,342.0,338.0,341.4,344.8,348.2,351.6,355.0,359.2,363.4,367.6,371.8,376.0,383.8,391.6,399.4,407.2,415.0,420.2,425.4,430.6,435.8,441.0,447.4,453.8,460.2,466.6,473.0,Switzerland,2756.0
315,Italy,111182.0,108728.4,106274.8,103821.2,101367.6,98914.0,96981.6,95049.2,93116.8,91184.4,89252.0,88022.0,86792.0,85562.0,84332.0,83102.0,82255.8,81409.6,80563.4,79717.2,78871.0,80051.4,81231.8,82412.2,83592.6,84773.0,84942.2,85111.4,85280.6,85449.8,85619.0,Switzerland,631713.0
316,Japan,540.0,577.4,614.8,652.2,689.6,727.0,791.4,855.8,920.2,984.6,1049.0,1075.4,1101.8,1128.2,1154.6,1181.0,1237.6,1294.2,1350.8,1407.4,1464.0,1480.0,1496.0,1512.0,1528.0,1544.0,1577.6,1611.2,1644.8,1678.4,1712.0,Switzerland,8217.0
317,Korea,0.0,19.2,38.4,57.599999999999994,76.8,96.0,121.2,146.4,171.6,196.8,222.0,244.8,267.6,290.4,313.2,336.0,374.6,413.2,451.8,490.4,529.0,535.0,541.0,547.0,553.0,559.0,570.2,581.4,592.6,603.8,615.0,Switzerland,2357.0
318,Lebanon,0.0,148.8,297.6,446.40000000000003,595.2,744.0,931.8,1119.6,1307.4,1495.2,1683.0,1648.2,1613.4,1578.6,1543.8,1509.0,1488.2,1467.4,1446.6,1425.8,1405.0,1424.4,1443.8,1463.2,1482.6,1502.0,1513.4,1524.8,1536.2,1547.6,1559.0,Switzerland,8402.0
319,Macedonia,1871.0,2020.4,2169.8,2319.2,2468.6,2618.0,2843.0,3068.0,3293.0,3518.0,3743.0,3909.4,4075.8,4242.2,4408.6,4575.0,4759.6,4944.2,5128.8,5313.4,5498.0,5609.0,5720.0,5831.0,5942.0,6053.0,6080.4,6107.8,6135.2,6162.6,6190.0,Switzerland,30548.0
320,Mexico,0.0,30.6,61.2,91.80000000000001,122.4,153.0,193.0,233.0,273.0,313.0,353.0,380.0,407.0,434.0,461.0,488.0,532.4,576.8,621.2,665.6,710.0,717.8,725.6,733.4,741.2,749.0,764.6,780.2,795.8,811.4,827.0,Switzerland,3280.0
321,Morocco,0.0,109.4,218.8,328.20000000000005,437.6,547.0,686.2,825.4,964.5999999999999,1103.8,1243.0,1310.4,1377.8,1445.2,1512.6,1580.0,1672.0,1764.0,1856.0,1948.0,2040.0,2067.4,2094.8,2122.2,2149.6,2177.0,2197.8,2218.6,2239.4,2260.2,2281.0,Switzerland,9868.0
322,Netherlands,1718.0,1758.8,1799.6,1840.4,1881.2,1922.0,2021.8,2121.6,2221.4,2321.2,2421.0,2494.8,2568.6,2642.4,2716.2,2790.0,2919.4,3048.8,3178.2,3307.6,3437.0,3475.8,3514.6,3553.4,3592.2,3631.0,3704.0,3777.0,3850.0,3923.0,3996.0,Switzerland,19915.0
323,Nigeria,0.0,21.4,42.8,64.19999999999999,85.6,107.0,133.8,160.6,187.4,214.2,241.0,257.0,273.0,289.0,305.0,321.0,341.2,361.4,381.6,401.8,422.0,428.0,434.0,440.0,446.0,452.0,454.8,457.6,460.4,463.2,466.0,Switzerland,2009.0
324,Norway,0.0,22.0,44.0,66.0,88.0,110.0,138.6,167.2,195.8,224.4,253.0,266.0,279.0,292.0,305.0,318.0,339.2,360.4,381.6,402.8,424.0,428.8,433.6,438.4,443.2,448.0,457.4,466.8,476.2,485.6,495.0,Switzerland,2048.0
325,Pakistan,0.0,91.6,183.2,274.79999999999995,366.4,458.0,573.4,688.8,804.2,919.6,1035.0,1012.6,990.2,967.8,945.4,923.0,906.2,889.4,872.6,855.8,839.0,851.2,863.4,875.6,887.8,900.0,902.8,905.6,908.4,911.2,914.0,Switzerland,5069.0
326,Peru,0.0,47.2,94.4,141.60000000000002,188.8,236.0,297.2,358.4,419.6,480.8,542.0,602.4,662.8,723.2,783.6,844.0,934.4,1024.8,1115.2,1205.6,1296.0,1311.4,1326.8,1342.2,1357.6,1373.0,1396.6,1420.2,1443.8,1467.4,1491.0,Switzerland,5782.0
327,Philippines,0.0,69.4,138.8,208.20000000000002,277.6,347.0,437.2,527.4,617.6,707.8,798.0,856.2,914.4,972.6,1030.8,1089.0,1181.2,1273.4,1365.6,1457.8,1550.0,1567.6,1585.2,1602.8,1620.4,1638.0,1670.4,1702.8,1735.2,1767.6,1800.0,Switzerland,7222.0
328,Poland,1506.0,1556.8,1607.6,1658.4,1709.2,1760.0,1866.4,1972.8,2079.2,2185.6,2292.0,2328.4,2364.8,2401.2,2437.6,2474.0,2540.2,2606.4,2672.6,2738.8,2805.0,2836.6,2868.2,2899.8,2931.4,2963.0,3022.0,3081.0,3140.0,3199.0,3258.0,Switzerland,17058.0
329,Portugal,6598.0,9054.8,11511.6,13968.400000000001,16425.2,18882.0,22034.2,25186.4,28338.6,31490.8,34643.0,34649.2,34655.4,34661.6,34667.8,34674.0,34796.8,34919.6,35042.4,35165.2,35288.0,35825.2,36362.4,36899.6,37436.8,37974.0,38003.0,38032.0,38061.0,38090.0,38119.0,Switzerland,206178.0
330,Romania,881.0,923.8,966.6,1009.4,1052.2,1095.0,1175.8,1256.6,1337.4,1418.2,1499.0,1523.4,1547.8,1572.2,1596.6,1621.0,1674.6,1728.2,1781.8,1835.4,1889.0,1910.0,1931.0,1952.0,1973.0,1994.0,2035.4,2076.8,2118.2,2159.6,2201.0,Switzerland,11180.0
331,Russia,0.0,62.4,124.8,187.2,249.6,312.0,390.8,469.6,548.4,627.2,706.0,779.8,853.6,927.4,1001.2,1075.0,1211.0,1347.0,1483.0,1619.0,1755.0,1772.2,1789.4,1806.6,1823.8,1841.0,1875.4,1909.8,1944.2,1978.6,2013.0,Switzerland,7702.0
332,Serbia and Montenegro,9741.0,10578.2,11415.4,12252.6,13089.8,13927.0,15098.4,16269.8,17441.2,18612.6,19784.0,20846.0,21908.0,22970.0,24032.0,25094.0,25911.6,26729.2,27546.8,28364.4,29182.0,29504.4,29826.8,30149.2,30471.6,30794.0,30875.6,30957.2,31038.8,31120.4,31202.0,Switzerland,159724.0
333,Slovakia,2950.0,2755.8,2561.6,2367.4,2173.2,1979.0,1801.2,1623.4,1445.6,1267.8,1090.0,1085.0,1080.0,1075.0,1070.0,1065.0,1055.2,1045.4,1035.6,1025.8,1016.0,1028.4,1040.8,1053.2,1065.6,1078.0,1097.8,1117.6,1137.4,1157.2,1177.0,Switzerland,10355.0
334,Slovenia,1832.0,1986.0,2140.0,2294.0,2448.0,2602.0,2813.8,3025.6,3237.4,3449.2,3661.0,3822.6,3984.2,4145.8,4307.4,4469.0,4636.8,4804.6,4972.4,5140.2,5308.0,5410.6,5513.2,5615.8,5718.4,5821.0,5854.0,5887.0,5920.0,5953.0,5986.0,Switzerland,29679.0
335,Somalia,0.0,8.2,16.4,24.599999999999998,32.8,41.0,51.4,61.8,72.2,82.6,93.0,142.6,192.2,241.8,291.4,341.0,391.6,442.2,492.8,543.4,594.0,603.0,612.0,621.0,630.0,639.0,640.0,641.0,642.0,643.0,644.0,Switzerland,2352.0
336,South Africa,0.0,30.4,60.8,91.19999999999999,121.6,152.0,191.2,230.4,269.6,308.8,348.0,377.2,406.4,435.6,464.8,494.0,540.0,586.0,632.0,678.0,724.0,732.4,740.8,749.2,757.6,766.0,780.2,794.4,808.6,822.8,837.0,Switzerland,3321.0
337,Spain,33417.0,33351.6,33286.2,33220.8,33155.4,33090.0,33352.8,33615.6,33878.4,34141.2,34404.0,32909.2,31414.4,29919.6,28424.8,26930.0,25593.6,24257.2,22920.8,21584.4,20248.0,20548.2,20848.4,21148.6,21448.8,21749.0,21806.6,21864.2,21921.8,21979.4,22037.0,Switzerland,191875.0
338,Sri Lanka,0.0,448.8,897.6,1346.4,1795.2,2244.0,2807.6,3371.2,3934.8,4498.4,5062.0,5499.8,5937.6,6375.4,6813.2,7251.0,7707.4,8163.8,8620.2,9076.6,9533.0,9677.8,9822.6,9967.4,10112.2,10257.0,10266.2,10275.4,10284.6,10293.8,10303.0,Switzerland,44650.0
339,Sweden,989.0,1002.2,1015.4,1028.6,1041.8,1055.0,1102.2,1149.4,1196.6,1243.8,1291.0,1331.2,1371.4,1411.6,1451.8,1492.0,1557.4,1622.8,1688.2,1753.6,1819.0,1839.2,1859.4,1879.6,1899.8,1920.0,1960.2,2000.4,2040.6,2080.8,2121.0,Switzerland,10687.0
340,Syria,0.0,26.2,52.4,78.6,104.8,131.0,164.4,197.8,231.2,264.6,298.0,307.8,317.6,327.4,337.2,347.0,360.0,373.0,386.0,399.0,412.0,417.6,423.2,428.8,434.4,440.0,443.8,447.6,451.4,455.2,459.0,Switzerland,2087.0
341,Thailand,0.0,38.4,76.8,115.19999999999999,153.6,192.0,241.0,290.0,339.0,388.0,437.0,471.0,505.0,539.0,573.0,607.0,659.8,712.6,765.4,818.2,871.0,882.0,893.0,904.0,915.0,926.0,939.2,952.4,965.6,978.8,992.0,Switzerland,4025.0
342,Tunisia,500.0,548.8,597.6,646.4,695.2,744.0,812.4,880.8,949.2,1017.6,1086.0,1152.0,1218.0,1284.0,1350.0,1416.0,1490.8,1565.6,1640.4,1715.2,1790.0,1816.0,1842.0,1868.0,1894.0,1920.0,1928.2,1936.4,1944.6,1952.8,1961.0,Switzerland,9417.0
343,Turkey,8483.0,9436.8,10390.6,11344.4,12298.2,13252.0,14539.2,15826.4,17113.6,18400.8,19688.0,19526.2,19364.4,19202.6,19040.8,18879.0,18804.6,18730.2,18655.8,18581.4,18507.0,18785.6,19064.2,19342.8,19621.4,19900.0,19931.2,19962.4,19993.6,20024.8,20056.0,Switzerland,118765.0
344,Ukraine,0.0,22.2,44.4,66.6,88.8,111.0,138.0,165.0,192.0,219.0,246.0,271.0,296.0,321.0,346.0,371.0,414.4,457.8,501.2,544.6,588.0,591.0,594.0,597.0,600.0,603.0,610.8,618.6,626.4,634.2,642.0,Switzerland,2561.0
345,United Kingdom,3874.0,3842.8,3811.6,3780.4,3749.2,3718.0,3786.4,3854.8,3923.2,3991.6,4060.0,4202.8,4345.6,4488.4,4631.2,4774.0,5001.8,5229.6,5457.4,5685.2,5913.0,5982.2,6051.4,6120.6,6189.8,6259.0,6371.4,6483.8,6596.2,6708.6,6821.0,Switzerland,35419.0
346,United States,3494.0,3497.6,3501.2,3504.8,3508.4,3512.0,3621.6,3731.2,3840.8,3950.4,4060.0,4193.6,4327.2,4460.8,4594.4,4728.0,4948.0,5168.0,5388.0,5608.0,5828.0,5893.2,5958.4,6023.6,6088.8,6154.0,6279.6,6405.2,6530.8,6656.4,6782.0,Switzerland,34558.0
347,Vietnam,915.0,966.8,1018.6,1070.4,1122.2,1174.0,1254.2,1334.4,1414.6,1494.8,1575.0,1617.6,1660.2,1702.8,1745.4,1788.0,1844.6,1901.2,1957.8,2014.4,2071.0,2099.8,2128.6,2157.4,2186.2,2215.0,2230.4,2245.8,2261.2,2276.6,2292.0,Switzerland,12030.0
348,Algeria,10.0,46.4,82.8,119.19999999999999,155.6,192.0,513.0,834.0,1155.0,1476.0,1797.0,1862.0,1927.0,1992.0,2057.0,2122.0,2188.8,2255.6,2322.4,2389.2,2456.0,2526.0,2596.0,2666.0,2736.0,2806.0,2897.8,2989.6,3081.4,3173.2,3265.0,Chile,12648.0
349,Argentina,2820.0,2881.4,2942.8,3004.2,3065.6,3127.0,4422.6,5718.2,7013.799999999999,8309.4,9605.0,9915.8,10226.6,10537.4,10848.2,11159.0,11359.8,11560.6,11761.4,11962.2,12163.0,12775.2,13387.4,13999.6,14611.8,15224.0,16236.8,17249.6,18262.4,19275.2,20288.0,Chile,74386.0
350,Austria,170.0,168.2,166.4,164.6,162.8,161.0,205.0,249.0,293.0,337.0,381.0,395.4,409.8,424.2,438.6,453.0,456.8,460.6,464.4,468.2,472.0,496.4,520.8,545.2,569.6,594.0,634.6,675.2,715.8,756.4,797.0,Chile,3028.0
351,Belgium,70.0,96.4,122.8,149.2,175.6,202.0,449.8,697.6,945.4000000000001,1193.2,1441.0,1500.8,1560.6,1620.4,1680.2,1740.0,1799.0,1858.0,1917.0,1976.0,2035.0,2101.2,2167.4,2233.6,2299.8,2366.0,2459.8,2553.6,2647.4,2741.2,2835.0,Chile,10689.0
352,Bolivia,1800.0,1734.8,1669.6,1604.4,1539.2,1474.0,1293.2,1112.4,931.5999999999999,750.8,570.0,687.0,804.0,921.0,1038.0,1155.0,1326.0,1497.0,1668.0,1839.0,2010.0,2133.4,2256.8,2380.2,2503.6,2627.0,2840.8,3054.6,3268.4,3482.2,3696.0,Chile,13332.0
353,Brazil,310.0,347.2,384.4,421.6,458.8,496.0,926.0,1356.0,1786.0,2216.0,2646.0,2840.4,3034.8,3229.2,3423.6,3618.0,3867.2,4116.4,4365.6,4614.8,4864.0,5071.2,5278.4,5485.6,5692.8,5900.0,6226.0,6552.0,6878.0,7204.0,7530.0,Chile,25364.0
354,Bulgaria,20.0,19.4,18.8,18.2,17.6,17.0,15.8,14.6,13.4,12.2,11.0,155.2,299.4,443.59999999999997,587.8,732.0,992.4,1252.8,1513.1999999999998,1773.6,2034.0,2091.2,2148.4,2205.6,2262.8,2320.0,2394.8,2469.6,2544.4,2619.2,2694.0,Chile,7828.0
355,Canada,60.0,60.6,61.2,61.8,62.4,63.0,85.4,107.8,130.2,152.6,175.0,191.6,208.2,224.8,241.4,258.0,278.6,299.2,319.8,340.4,361.0,389.2,417.4,445.6,473.8,502.0,553.2,604.4,655.6,706.8,758.0,Chile,2177.0
356,Cape Verde,0.0,9.4,18.8,28.200000000000003,37.6,47.0,130.6,214.2,297.79999999999995,381.4,465.0,488.6,512.2,535.8,559.4,583.0,612.2,641.4,670.6,699.8,729.0,749.6,770.2,790.8,811.4,832.0,858.8,885.6,912.4,939.2,966.0,Chile,3622.0
357,China,120.0,124.4,128.8,133.2,137.6,142.0,208.6,275.2,341.79999999999995,408.4,475.0,737.0,999.0,1261.0,1523.0,1785.0,2242.2,2699.4,3156.6,3613.8,4071.0,4199.6,4328.2,4456.8,4585.4,4714.0,4892.6,5071.2,5249.8,5428.4,5607.0,Chile,16914.0
358,Colombia,180.0,190.6,201.2,211.8,222.4,233.0,390.8,548.6,706.4000000000001,864.2,1022.0,2278.0,3534.0,4790.0,6046.0,7302.0,9535.2,11768.4,14001.599999999999,16234.8,18468.0,19075.8,19683.6,20291.4,20899.2,21507.0,22369.0,23231.0,24093.0,24955.0,25817.0,Chile,74529.0
359,Cuba,30.0,183.4,336.8,490.20000000000005,643.6,797.0,2144.8,3492.6,4840.4,6188.2,7536.0,7661.0,7786.0,7911.0,8036.0,8161.0,8163.2,8165.4,8167.6,8169.8,8172.0,8471.0,8770.0,9069.0,9368.0,9667.0,10111.4,10555.8,11000.2,11444.6,11889.0,Chile,46252.0
360,Denmark,20.0,29.0,38.0,47.0,56.0,65.0,150.2,235.4,320.6,405.8,491.0,489.0,487.0,485.0,483.0,481.0,466.6,452.2,437.8,423.4,409.0,422.0,435.0,448.0,461.0,474.0,492.6,511.2,529.8,548.4,567.0,Chile,2507.0
361,Dominican Republic,0.0,32.2,64.4,96.60000000000001,128.8,161.0,444.0,727.0,1010.0,1293.0,1576.0,2143.0,2710.0,3277.0,3844.0,4411.0,5390.4,6369.8,7349.2,8328.6,9308.0,9571.6,9835.2,10098.8,10362.4,10626.0,10970.6,11315.2,11659.8,12004.4,12349.0,Chile,38431.0
362,Ecuador,190.0,186.6,183.2,179.8,176.4,173.0,195.4,217.8,240.2,262.6,285.0,1894.2,3503.4,5112.6,6721.8,8331.0,11235.4,14139.8,17044.2,19948.6,22853.0,23632.2,24411.4,25190.6,25969.8,26749.0,27872.6,28996.2,30119.8,31243.4,32367.0,Chile,90948.0
363,El Salvador,10.0,17.0,24.0,31.0,38.0,45.0,105.8,166.6,227.39999999999998,288.2,349.0,365.0,381.0,397.0,413.0,429.0,447.0,465.0,483.0,501.0,519.0,537.8,556.6,575.4,594.2,613.0,640.8,668.6,696.4,724.2,752.0,Chile,2717.0
364,Equatorial Guinea,0.0,10.6,21.2,31.799999999999997,42.4,53.0,146.0,239.0,332.0,425.0,518.0,609.4,700.8,792.2,883.6,975.0,1125.2,1275.4,1425.6,1575.8,1726.0,1774.6,1823.2,1871.8,1920.4,1969.0,2032.4,2095.8,2159.2,2222.6,2286.0,Chile,7527.0
365,Finland,20.0,23.8,27.6,31.4,35.2,39.0,81.6,124.2,166.8,209.4,252.0,270.4,288.8,307.2,325.6,344.0,370.0,396.0,422.0,448.0,474.0,487.4,500.8,514.2,527.6,541.0,558.4,575.8,593.2,610.6,628.0,Chile,2298.0
366,France,430.0,766.2,1102.4,1438.6,1774.8,2111.0,5208.4,8305.8,11403.2,14500.6,17598.0,17760.6,17923.2,18085.8,18248.4,18411.0,18170.2,17929.4,17688.6,17447.8,17207.0,17745.2,18283.4,18821.6,19359.8,19898.0,20642.2,21386.4,22130.6,22874.8,23619.0,Chile,99274.0
367,"Gambia, The",0.0,3.6,7.2,10.8,14.4,18.0,50.2,82.4,114.60000000000001,146.8,179.0,241.4,303.8,366.2,428.6,491.0,598.8,706.6,814.4,922.2,1030.0,1059.0,1088.0,1117.0,1146.0,1175.0,1212.8,1250.6,1288.4,1326.2,1364.0,Chile,4257.0
368,Germany,1460.0,1497.2,1534.4,1571.6,1608.8,1646.0,2494.2,3342.4,4190.6,5038.8,5887.0,6261.0,6635.0,7009.0,7383.0,7757.0,8223.6,8690.2,9156.8,9623.4,10090.0,10484.6,10879.2,11273.8,11668.4,12063.0,12665.6,13268.2,13870.8,14473.4,15076.0,Chile,53979.0
369,Guinea,0.0,4.0,8.0,12.0,16.0,20.0,55.2,90.4,125.60000000000001,160.8,196.0,215.6,235.2,254.8,274.4,294.0,323.8,353.6,383.4,413.2,443.0,455.4,467.8,480.2,492.6,505.0,521.4,537.8,554.2,570.6,587.0,Chile,2045.0
370,Honduras,40.0,43.0,46.0,49.0,52.0,55.0,91.6,128.2,164.8,201.4,238.0,269.2,300.4,331.6,362.8,394.0,442.4,490.8,539.2,587.6,636.0,658.0,680.0,702.0,724.0,746.0,778.2,810.4,842.6,874.8,907.0,Chile,3016.0
371,India,50.0,58.4,66.8,75.2,83.6,92.0,167.4,242.8,318.20000000000005,393.6,469.0,509.8,550.6,591.4,632.2,673.0,730.4,787.8,845.2,902.6,960.0,1001.0,1042.0,1083.0,1124.0,1165.0,1229.4,1293.8,1358.2,1422.6,1487.0,Chile,4896.0
372,Italy,2250.0,2179.6,2109.2,2038.8,1968.4,1898.0,1837.4,1776.8,1716.2,1655.6,1595.0,1649.0,1703.0,1757.0,1811.0,1865.0,1892.8,1920.6,1948.4,1976.2,2004.0,2096.6,2189.2,2281.8,2374.4,2467.0,2616.4,2765.8,2915.2,3064.6,3214.0,Chile,15293.0
373,Korea,40.0,42.8,45.6,48.4,51.2,54.0,86.8,119.6,152.39999999999998,185.2,218.0,234.2,250.4,266.6,282.8,299.0,315.2,331.4,347.6,363.8,380.0,411.0,442.0,473.0,504.0,535.0,591.0,647.0,703.0,759.0,815.0,Chile,2341.0
