,country_from,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,country_to,total
641,Russia,3009.0,2940.0,2871.0,2802.0,2733.0,2664.0,2600.8,2537.6,2474.4,2411.2,2348.0,2583.4,2818.8,3054.2,3289.6,3525.0,3889.0,4253.0,4617.0,4981.0,5345.0,5495.2,5645.4,5795.6,5945.8,6096.0,8092.0,10088.0,12084.0,14080.0,16076.0,France,39063.0
642,Saint Lucia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.8,217.6,326.4,435.2,544.0,638.6,733.2,827.8,922.4,1017.0,992.8,968.6,944.4,920.2,896.0,906.6,917.2,927.8,938.4,949.0,France,3406.0
643,Senegal,16452.0,16758.6,17065.2,17371.8,17678.4,17985.0,18041.8,18098.6,18155.4,18212.2,18269.0,18738.8,19208.6,19678.4,20148.2,20618.0,20760.0,20902.0,21044.0,21186.0,21328.0,20925.0,20522.0,20119.0,19716.0,19313.0,21151.2,22989.4,24827.6,26665.8,28504.0,France,142469.0
644,Serbia and Montenegro,2523.0,2530.6,2538.2,2545.8,2553.4,2561.0,2536.8,2512.6,2488.4,2464.2,2440.0,2463.4,2486.8,2510.2,2533.6,2557.0,2536.6,2516.2,2495.8,2475.4,2455.0,2408.4,2361.8,2315.2,2268.6,2222.0,6563.6,10905.2,15246.800000000001,19588.4,23930.0,France,38688.0
645,Slovakia,4544.0,4470.0,4396.0,4322.0,4248.0,4174.0,4074.0,3974.0,3874.0,3774.0,3674.0,3576.2,3478.4,3380.6,3282.8,3185.0,3028.2,2871.4,2714.6,2557.8,2401.0,2393.6,2386.2,2378.8,2371.4,2364.0,2190.2,2016.4,1842.6,1668.8,1495.0,France,21837.0
646,Slovenia,3895.0,3907.6,3920.2,3932.8,3945.4,3958.0,3922.4,3886.8,3851.2,3815.6,3780.0,3818.6,3857.2,3895.8,3934.4,3973.0,3945.6,3918.2,3890.8,3863.4,3836.0,3767.0,3698.0,3629.0,3560.0,3491.0,2975.0,2459.0,1943.0,1427.0,911.0,France,23844.0
647,South Africa,0.0,24.4,48.8,73.19999999999999,97.6,122.0,158.4,194.8,231.2,267.6,304.0,327.8,351.6,375.4,399.2,423.0,453.4,483.8,514.2,544.6,575.0,589.4,603.8,618.2,632.6,647.0,716.4,785.8,855.2,924.6,994.0,France,3065.0
648,Spain,196388.0,195011.8,193635.6,192259.4,190883.2,189507.0,185830.8,182154.6,178478.4,174802.2,171126.0,168801.6,166477.2,164152.8,161828.4,159504.0,154359.6,149215.2,144070.8,138926.4,133782.0,131134.0,128486.0,125838.0,123190.0,120542.0,116758.2,112974.4,109190.6,105406.8,101623.0,France,1072472.0
649,Sri Lanka,0.0,472.6,945.2,1417.8000000000002,1890.4,2363.0,2784.0,3205.0,3626.0,4047.0,4468.0,4854.4,5240.8,5627.2,6013.6,6400.0,6689.6,6979.2,7268.8,7558.4,7848.0,7701.4,7554.8,7408.2,7261.6,7115.0,8317.8,9520.6,10723.4,11926.2,13129.0,France,41323.0
650,Suriname,0.0,1.8,3.6,5.4,7.2,9.0,10.4,11.8,13.2,14.6,16.0,396.6,777.2,1157.8000000000002,1538.4,1919.0,2246.6,2574.2,2901.8,3229.4,3557.0,3469.0,3381.0,3293.0,3205.0,3117.0,3826.8,4536.6,5246.4,5956.2,6666.0,France,15284.0
651,Swaziland,0.0,985.8,1971.6,2957.3999999999996,3943.2,4929.0,5991.4,7053.8,8116.200000000001,9178.6,10241.0,9352.6,8464.2,7575.8,6687.4,5799.0,5183.0,4567.0,3951.0,3335.0,2719.0,2833.2,2947.4,3061.6,3175.8,3290.0,3665.6,4041.2,4416.8,4792.4,5168.0,France,32146.0
652,Sweden,1024.0,1057.4,1090.8,1124.2,1157.6,1191.0,1259.2,1327.4,1395.6,1463.8,1532.0,1610.0,1688.0,1766.0,1844.0,1922.0,2023.8,2125.6,2227.4,2329.2,2431.0,2517.4,2603.8,2690.2,2776.6,2863.0,2940.4,3017.8,3095.2,3172.6,3250.0,France,14213.0
653,Switzerland,9680.0,8774.2,7868.4,6962.6,6056.8,5151.0,4438.2,3725.4,3012.6000000000004,2299.8,1587.0,2455.4,3323.8,4192.2,5060.6,5929.0,7298.4,8667.8,10037.2,11406.6,12776.0,12783.2,12790.4,12797.6,12804.8,12812.0,13279.4,13746.8,14214.2,14681.6,15149.0,France,63084.0
654,Syria,1872.0,1931.4,1990.8,2050.2,2109.6,2169.0,2252.8,2336.6,2420.4,2504.2,2588.0,2640.2,2692.4,2744.6,2796.8,2849.0,2858.2,2867.4,2876.6,2885.8,2895.0,2914.4,2933.8,2953.2,2972.6,2992.0,3138.4,3284.8,3431.2,3577.6,3724.0,France,19089.0
655,Taiwan,0.0,33.8,67.6,101.39999999999999,135.2,169.0,230.4,291.8,353.2,414.6,476.0,521.4,566.8,612.2,657.6,703.0,770.4,837.8,905.2,972.6,1040.0,1077.8,1115.6,1153.4,1191.2,1229.0,1329.4,1429.8,1530.2,1630.6,1731.0,France,5348.0
656,Thailand,0.0,33.6,67.2,100.80000000000001,134.4,168.0,217.6,267.2,316.8,366.4,416.0,465.8,515.6,565.4,615.2,665.0,725.6,786.2,846.8,907.4,968.0,986.2,1004.4,1022.6,1040.8,1059.0,1637.2,2215.4,2793.6000000000004,3371.8,3950.0,France,7226.0
657,Togo,1252.0,1295.0,1338.0,1381.0,1424.0,1467.0,1504.8,1542.6,1580.4,1618.2,1656.0,1745.6,1835.2,1924.8,2014.4,2104.0,2183.2,2262.4,2341.6,2420.8,2500.0,2498.2,2496.4,2494.6,2492.8,2491.0,2897.4,3303.8,3710.2,4116.6,4523.0,France,15993.0
658,Tunisia,90184.0,91108.2,92032.4,92956.6,93880.8,94805.0,94458.0,94111.0,93764.0,93417.0,93070.0,93822.4,94574.8,95327.2,96079.6,96832.0,95781.4,94730.8,93680.2,92629.6,91579.0,89668.0,87757.0,85846.0,83935.0,82024.0,85937.6,89851.2,93764.8,97678.4,101592.0,France,650086.0
659,Turkey,41348.0,43050.2,44752.4,46454.6,48156.8,49859.0,50809.0,51759.0,52709.0,53659.0,54609.0,56237.0,57865.0,59493.0,61121.0,62749.0,63106.6,63464.2,63821.8,64179.4,64537.0,63024.4,61511.8,59999.2,58486.6,56974.0,65397.0,73820.0,82243.0,90666.0,99089.0,France,429165.0
660,Ukraine,1856.0,1787.2,1718.4,1649.6,1580.8,1512.0,1435.0,1358.0,1281.0,1204.0,1127.0,1191.4,1255.8,1320.2,1384.6,1449.0,1530.4,1611.8,1693.2,1774.6,1856.0,1876.0,1896.0,1916.0,1936.0,1956.0,2640.6,3325.2,4009.8,4694.4,5379.0,France,15135.0
661,United Kingdom,10096.0,10394.4,10692.8,10991.2,11289.6,11588.0,12122.6,12657.2,13191.8,13726.4,14261.0,15159.8,16058.6,16957.4,17856.2,18755.0,19803.4,20851.8,21900.2,22948.6,23997.0,24497.0,24997.0,25497.0,25997.0,26497.0,31406.6,36316.2,41225.8,46135.4,51045.0,France,156239.0
662,United States,5316.0,5490.4,5664.8,5839.2,6013.6,6188.0,6619.4,7050.8,7482.2,7913.6,8345.0,8577.8,8810.6,9043.4,9276.2,9509.0,9693.6,9878.2,10062.8,10247.4,10432.0,10773.4,11114.8,11456.2,11797.6,12139.0,12281.0,12423.0,12565.0,12707.0,12849.0,France,64778.0
663,Uruguay,0.0,42.6,85.2,127.80000000000001,170.4,213.0,273.8,334.6,395.4,456.2,517.0,531.0,545.0,559.0,573.0,587.0,595.4,603.8,612.2,620.6,629.0,640.8,652.6,664.4,676.2,688.0,686.8,685.6,684.4,683.2,682.0,France,3316.0
664,Venezuela,404.0,403.8,403.6,403.4,403.2,403.0,404.8,406.6,408.4,410.2,412.0,445.2,478.4,511.6,544.8,578.0,618.0,658.0,698.0,738.0,778.0,799.2,820.4,841.6,862.8,884.0,1040.8,1197.6,1354.4,1511.2,1668.0,France,5127.0
665,Vietnam,10528.0,10967.8,11407.6,11847.4,12287.2,12727.0,13061.6,13396.2,13730.8,14065.4,14400.0,15053.8,15707.6,16361.4,17015.2,17669.0,18179.6,18690.2,19200.8,19711.4,20222.0,20138.6,20055.2,19971.8,19888.4,19805.0,20284.2,20763.4,21242.6,21721.8,22201.0,France,117552.0
666,Afghanistan,0.0,158.2,316.4,474.59999999999997,632.8,791.0,971.2,1151.4,1331.6,1511.8,1692.0,1928.2,2164.4,2400.6,2636.8,2873.0,3120.6,3368.2,3615.8,3863.4,4111.0,4104.2,4097.4,4090.6,4083.8,4077.0,4258.2,4439.4,4620.6,4801.8,4983.0,United Kingdom,18527.0
667,Albania,55.0,58.2,61.4,64.6,67.8,71.0,74.8,78.6,82.4,86.2,90.0,136.4,182.8,229.2,275.6,322.0,397.8,473.6,549.4,625.2,701.0,712.0,723.0,734.0,745.0,756.0,794.2,832.4,870.6,908.8,947.0,United Kingdom,2942.0
668,Algeria,673.0,707.6,742.2,776.8,811.4,846.0,885.4,924.8,964.2,1003.6,1043.0,1285.2,1527.4,1769.6,2011.8,2254.0,2716.0,3178.0,3640.0,4102.0,4564.0,4621.4,4678.8,4736.2,4793.6,4851.0,5093.2,5335.4,5577.6,5819.8,6062.0,United Kingdom,20293.0
669,Angola,0.0,55.0,110.0,165.0,220.0,275.0,338.0,401.0,464.0,527.0,590.0,678.0,766.0,854.0,942.0,1030.0,1105.2,1180.4,1255.6,1330.8,1406.0,1431.8,1457.6,1483.4,1509.2,1535.0,1614.4,1693.8,1773.2,1852.6,1932.0,United Kingdom,6768.0
670,Antigua and Barbuda,0.0,108.6,217.2,325.79999999999995,434.4,543.0,666.4,789.8,913.2,1036.6,1160.0,1240.8,1321.6,1402.4,1483.2,1564.0,1607.2,1650.4,1693.6,1736.8,1780.0,1812.2,1844.4,1876.6,1908.8,1941.0,2041.8,2142.6,2243.4,2344.2,2445.0,United Kingdom,9433.0
671,Argentina,0.0,106.2,212.4,318.6,424.8,531.0,652.4,773.8,895.2,1016.6,1138.0,1109.2,1080.4,1051.6,1022.8,994.0,1252.0,1510.0,1768.0,2026.0,2284.0,2453.4,2622.8,2792.2,2961.6,3131.0,3341.6,3552.2,3762.8,3973.4,4184.0,United Kingdom,12262.0
672,Australia,11010.0,11443.4,11876.8,12310.2,12743.6,13177.0,13687.4,14197.8,14708.2,15218.6,15729.0,15397.0,15065.0,14733.0,14401.0,14069.0,18074.2,22079.4,26084.6,30089.8,34095.0,36360.6,38626.2,40891.8,43157.4,45423.0,48397.2,51371.4,54345.6,57319.8,60294.0,United Kingdom,193797.0
673,Austria,2717.0,2820.6,2924.2,3027.8,3131.4,3235.0,3362.0,3489.0,3616.0,3743.0,3870.0,4042.0,4214.0,4386.0,4558.0,4730.0,4665.6,4601.2,4536.8,4472.4,4408.0,4635.2,4862.4,5089.6,5316.8,5544.0,5887.0,6230.0,6573.0,6916.0,7259.0,United Kingdom,31763.0
674,"Bahamas, The",0.0,35.0,70.0,105.0,140.0,175.0,214.8,254.6,294.4,334.2,374.0,373.4,372.8,372.2,371.6,371.0,403.8,436.6,469.4,502.2,535.0,572.0,609.0,646.0,683.0,720.0,767.4,814.8,862.2,909.6,957.0,United Kingdom,3132.0
675,Bahrain,0.0,40.2,80.4,120.60000000000001,160.8,201.0,246.6,292.2,337.8,383.4,429.0,449.6,470.2,490.8,511.4,532.0,620.8,709.6,798.4,887.2,976.0,1025.6,1075.2,1124.8,1174.4,1224.0,1299.6,1375.2,1450.8,1526.4,1602.0,United Kingdom,4964.0
676,Bangladesh,11905.0,12592.2,13279.4,13966.6,14653.8,15341.0,16118.6,16896.2,17673.8,18451.4,19229.0,23878.0,28527.0,33176.0,37825.0,42474.0,43961.0,45448.0,46935.0,48422.0,49909.0,49644.6,49380.2,49115.8,48851.4,48587.0,50671.6,52756.2,54840.8,56925.4,59010.0,United Kingdom,246455.0
677,Barbados,9724.0,9573.2,9422.4,9271.6,9120.8,8970.0,8814.0,8658.0,8502.0,8346.0,8190.0,8498.2,8806.4,9114.6,9422.8,9731.0,9901.8,10072.6,10243.4,10414.2,10585.0,10767.0,10949.0,11131.0,11313.0,11495.0,12087.8,12680.6,13273.4,13866.2,14459.0,United Kingdom,73154.0
678,Belgium,3046.0,3050.8,3055.6,3060.4,3065.2,3070.0,3091.0,3112.0,3133.0,3154.0,3175.0,3266.8,3358.6,3450.4,3542.2,3634.0,3960.0,4286.0,4612.0,4938.0,5264.0,5583.4,5902.8,6222.2,6541.6,6861.0,7301.0,7741.0,8181.0,8621.0,9061.0,United Kingdom,34111.0
679,Belize,315.0,303.4,291.8,280.2,268.6,257.0,243.6,230.2,216.8,203.4,190.0,207.2,224.4,241.6,258.8,276.0,276.2,276.4,276.6,276.8,277.0,292.6,308.2,323.8,339.4,355.0,377.4,399.8,422.2,444.6,467.0,United Kingdom,2137.0
680,Bosnia and Herzegovina,0.0,79.0,158.0,237.0,316.0,395.0,484.8,574.6,664.4,754.2,844.0,950.8,1057.6,1164.4,1271.2,1378.0,1688.0,1998.0,2308.0,2618.0,2928.0,3088.2,3248.4,3408.6,3568.8,3729.0,3962.8,4196.6,4430.4,4664.2,4898.0,United Kingdom,14172.0
681,Botswana,0.0,17.4,34.8,52.199999999999996,69.6,87.0,106.6,126.2,145.8,165.4,185.0,181.0,177.0,173.0,169.0,165.0,222.2,279.4,336.6,393.8,451.0,482.0,513.0,544.0,575.0,606.0,646.2,686.4,726.6,766.8,807.0,United Kingdom,2301.0
682,Brazil,0.0,200.6,401.2,601.8,802.4,1003.0,1233.2,1463.4,1693.6,1923.8,2154.0,2100.8,2047.6,1994.4,1941.2,1888.0,2541.2,3194.4,3847.6000000000004,4500.8,5154.0,5566.6,5979.2,6391.8,6804.4,7217.0,7711.0,8205.0,8699.0,9193.0,9687.0,United Kingdom,27103.0
683,Brunei,0.0,16.0,32.0,48.0,64.0,80.0,98.4,116.8,135.2,153.6,172.0,171.6,171.2,170.8,170.4,170.0,225.4,280.8,336.2,391.6,447.0,482.6,518.2,553.8,589.4,625.0,667.8,710.6,753.4,796.2,839.0,United Kingdom,2333.0
684,Bulgaria,150.0,192.0,234.0,276.0,318.0,360.0,408.4,456.8,505.2,553.6,602.0,585.0,568.0,551.0,534.0,517.0,792.8,1068.6,1344.4,1620.2,1896.0,2046.8,2197.6,2348.4,2499.2,2650.0,2831.2,3012.4,3193.6,3374.8,3556.0,United Kingdom,9731.0
685,Burundi,0.0,19.6,39.2,58.800000000000004,78.4,98.0,120.2,142.4,164.6,186.8,209.0,243.0,277.0,311.0,345.0,379.0,401.0,423.0,445.0,467.0,489.0,495.8,502.6,509.4,516.2,523.0,549.2,575.4,601.6,627.8,654.0,United Kingdom,2352.0
686,Cameroon,0.0,38.6,77.2,115.80000000000001,154.4,193.0,237.2,281.4,325.6,369.8,414.0,424.6,435.2,445.8,456.4,467.0,558.2,649.4,740.6,831.8,923.0,986.0,1049.0,1112.0,1175.0,1238.0,1319.6,1401.2,1482.8,1564.4,1646.0,United Kingdom,4881.0
687,Canada,13886.0,14034.2,14182.4,14330.6,14478.8,14627.0,14839.6,15052.2,15264.8,15477.4,15690.0,15211.8,14733.6,14255.4,13777.2,13299.0,15089.6,16880.2,18670.8,20461.4,22252.0,23574.4,24896.8,26219.2,27541.6,28864.0,30706.0,32548.0,34390.0,36232.0,38074.0,United Kingdom,146692.0
688,Chile,0.0,82.4,164.8,247.20000000000002,329.6,412.0,506.6,601.2,695.8,790.4,885.0,882.2,879.4,876.6,873.8,871.0,1035.2,1199.4,1363.6,1527.8,1692.0,1795.4,1898.8,2002.2,2105.6,2209.0,2350.8,2492.6,2634.4,2776.2,2918.0,United Kingdom,8987.0
689,China,6013.0,6097.2,6181.4,6265.6,6349.8,6434.0,6536.4,6638.8,6741.2,6843.6,6946.0,7218.4,7490.8,7763.2,8035.6,8308.0,9696.4,11084.8,12473.2,13861.6,15250.0,16075.4,16900.8,17726.2,18551.6,19377.0,20588.2,21799.4,23010.6,24221.8,25433.0,United Kingdom,87761.0
690,"China, Hong Kong SAR",12919.0,13384.8,13850.6,14316.4,14782.2,15248.0,15773.0,16298.0,16823.0,17348.0,17873.0,19231.4,20589.8,21948.2,23306.6,24665.0,25806.2,26947.4,28088.6,29229.8,30371.0,30947.2,31523.4,32099.6,32675.8,33252.0,34987.4,36722.8,38458.2,40193.6,41929.0,United Kingdom,176257.0
691,Colombia,0.0,115.0,230.0,345.0,460.0,575.0,706.4,837.8,969.2,1100.6,1232.0,1392.8,1553.6,1714.4,1875.2,2036.0,2355.2,2674.4,2993.6,3312.8,3632.0,3826.4,4020.8,4215.2,4409.6,4604.0,4891.0,5178.0,5465.0,5752.0,6039.0,United Kingdom,18118.0
692,"Congo, Dem. Rep. of the",0.0,87.2,174.4,261.6,348.8,436.0,535.0,634.0,733.0,832.0,931.0,1029.8,1128.6,1227.4,1326.2,1425.0,1524.6,1624.2,1723.8,1823.4,1923.0,1971.6,2020.2,2068.8,2117.4,2166.0,2283.4,2400.8,2518.2,2635.6,2753.0,United Kingdom,9634.0
693,"Congo, Rep. of the",0.0,32.4,64.8,97.19999999999999,129.6,162.0,199.0,236.0,273.0,310.0,347.0,384.2,421.4,458.6,495.8,533.0,579.6,626.2,672.8,719.4,766.0,791.0,816.0,841.0,866.0,891.0,941.4,991.8,1042.2,1092.6,1143.0,United Kingdom,3842.0
694,Cote d'Ivoire,0.0,33.4,66.8,100.19999999999999,133.6,167.0,205.0,243.0,281.0,319.0,357.0,384.8,412.6,440.4,468.2,496.0,527.6,559.2,590.8,622.4,654.0,673.0,692.0,711.0,730.0,749.0,790.6,832.2,873.8,915.4,957.0,United Kingdom,3380.0
695,Croatia,0.0,81.6,163.2,244.79999999999998,326.4,408.0,501.0,594.0,687.0,780.0,873.0,985.0,1097.0,1209.0,1321.0,1433.0,1770.8,2108.6,2446.4,2784.2,3122.0,3292.6,3463.2,3633.8,3804.4,3975.0,4224.0,4473.0,4722.0,4971.0,5220.0,United Kingdom,15031.0
696,Cyprus,14405.0,15019.8,15634.6,16249.4,16864.2,17479.0,18213.0,18947.0,19681.0,20415.0,21149.0,23103.2,25057.4,27011.6,28965.8,30920.0,30480.4,30040.8,29601.2,29161.6,28722.0,28792.6,28863.2,28933.8,29004.4,29075.0,30415.6,31756.2,33096.8,34437.4,35778.0,United Kingdom,177528.0
697,Czech Republic,0.0,107.0,214.0,321.0,428.0,535.0,658.2,781.4,904.6,1027.8,1151.0,1149.0,1147.0,1145.0,1143.0,1141.0,1446.2,1751.4,2056.6,2361.8,2667.0,2858.8,3050.6,3242.4,3434.2,3626.0,3867.8,4109.6,4351.4,4593.2,4835.0,United Kingdom,13955.0
698,Denmark,1455.0,1598.2,1741.4,1884.6,2027.8,2171.0,2340.8,2510.6,2680.4,2850.2,3020.0,2996.0,2972.0,2948.0,2924.0,2900.0,3385.4,3870.8,4356.2,4841.6,5327.0,5723.8,6120.6,6517.4,6914.2,7311.0,7802.6,8294.2,8785.8,9277.4,9769.0,United Kingdom,31953.0
699,Dominica,0.0,183.6,367.2,550.8,734.4,918.0,1126.8,1335.6,1544.4,1753.2,1962.0,2142.2,2322.4,2502.6,2682.8,2863.0,2907.8,2952.6,2997.4,3042.2,3087.0,3110.8,3134.6,3158.4,3182.2,3206.0,3360.4,3514.8,3669.2,3823.6,3978.0,United Kingdom,16014.0
700,Ecuador,0.0,37.0,74.0,111.0,148.0,185.0,227.4,269.8,312.2,354.6,397.0,412.0,427.0,442.0,457.0,472.0,524.4,576.8,629.2,681.6,734.0,762.8,791.6,820.4,849.2,878.0,929.0,980.0,1031.0,1082.0,1133.0,United Kingdom,3799.0
701,Egypt,6967.0,6922.4,6877.8,6833.2,6788.6,6744.0,6701.2,6658.4,6615.6,6572.8,6530.0,6449.8,6369.6,6289.4,6209.2,6129.0,6444.2,6759.4,7074.6,7389.8,7705.0,8026.2,8347.4,8668.6,8989.8,9311.0,9862.2,10413.4,10964.6,11515.8,12067.0,United Kingdom,55453.0
702,Eritrea,0.0,78.8,157.6,236.39999999999998,315.2,394.0,483.8,573.6,663.4,753.2,843.0,949.8,1056.6,1163.4,1270.2,1377.0,1399.8,1422.6,1445.4,1468.2,1491.0,1514.0,1537.0,1560.0,1583.0,1606.0,1687.8,1769.6,1851.4,1933.2,2015.0,United Kingdom,7726.0
703,Estonia,672.0,627.0,582.0,537.0,492.0,447.0,396.2,345.4,294.6,243.8,193.0,214.2,235.4,256.6,277.8,299.0,340.8,382.6,424.4,466.2,508.0,525.6,543.2,560.8,578.4,596.0,630.2,664.4,698.6,732.8,767.0,United Kingdom,3482.0
704,Ethiopia,0.0,91.4,182.8,274.20000000000005,365.6,457.0,561.4,665.8,770.2,874.6,979.0,1045.6,1112.2,1178.8,1245.4,1312.0,1418.0,1524.0,1630.0,1736.0,1842.0,1925.6,2009.2,2092.8,2176.4,2260.0,2396.4,2532.8,2669.2,2805.6,2942.0,United Kingdom,9792.0
705,Fiji,0.0,46.4,92.8,139.2,185.6,232.0,284.6,337.2,389.8,442.4,495.0,565.8,636.6,707.4,778.2,849.0,920.0,991.0,1062.0,1133.0,1204.0,1228.4,1252.8,1277.2,1301.6,1326.0,1395.8,1465.6,1535.4,1605.2,1675.0,United Kingdom,5781.0
706,Finland,948.0,1002.0,1056.0,1110.0,1164.0,1218.0,1286.0,1354.0,1422.0,1490.0,1558.0,1439.6,1321.2,1202.8,1084.4,966.0,1503.8,2041.6,2579.3999999999996,3117.2,3655.0,4010.0,4365.0,4720.0,5075.0,5430.0,5819.8,6209.6,6599.4,6989.2,7379.0,United Kingdom,21154.0
707,France,5998.0,6717.2,7436.4,8155.6,8874.8,9594.0,10442.6,11291.2,12139.8,12988.4,13837.0,13350.6,12864.2,12377.8,11891.4,11405.0,15336.0,19267.0,23198.0,27129.0,31060.0,33430.0,35800.0,38170.0,40540.0,42910.0,45813.0,48716.0,51619.0,54522.0,57425.0,United Kingdom,172229.0
708,"Gambia, The",233.0,261.6,290.2,318.8,347.4,376.0,408.6,441.2,473.8,506.4,539.0,588.6,638.2,687.8,737.4,787.0,863.0,939.0,1015.0,1091.0,1167.0,1187.2,1207.4,1227.6,1247.8,1268.0,1333.6,1399.2,1464.8,1530.4,1596.0,United Kingdom,5966.0
709,Germany,16345.0,18347.6,20350.2,22352.8,24355.4,26358.0,28697.2,31036.4,33375.6,35714.8,38054.0,40623.0,43192.0,45761.0,48330.0,50899.0,53863.6,56828.2,59792.8,62757.4,65722.0,68465.0,71208.0,73951.0,76694.0,79437.0,84141.0,88845.0,93549.0,98253.0,102957.0,United Kingdom,379772.0
710,Ghana,4346.0,4718.0,5090.0,5462.0,5834.0,6206.0,6634.4,7062.8,7491.2,7919.6,8348.0,8978.6,9609.2,10239.8,10870.4,11501.0,12574.0,13647.0,14720.0,15793.0,16866.0,17539.2,18212.4,18885.6,19558.8,20232.0,21419.4,22606.8,23794.2,24981.6,26169.0,United Kingdom,93668.0
711,Greece,2709.0,2772.2,2835.4,2898.6,2961.8,3025.0,3097.0,3169.0,3241.0,3313.0,3385.0,3425.8,3466.6,3507.4,3548.2,3589.0,4305.8,5022.6,5739.4,6456.2,7173.0,7620.2,8067.4,8514.6,8961.8,9409.0,10016.2,10623.4,11230.6,11837.8,12445.0,United Kingdom,41735.0
712,Grenada,0.0,264.6,529.2,793.8000000000001,1058.4,1323.0,1624.2,1925.4,2226.6,2527.8,2829.0,3079.6,3330.2,3580.8,3831.4,4082.0,4185.0,4288.0,4391.0,4494.0,4597.0,4663.6,4730.2,4796.8,4863.4,4930.0,5179.8,5429.6,5679.4,5929.2,6179.0,United Kingdom,23940.0
713,Guyana,6682.0,6657.8,6633.6,6609.4,6585.2,6561.0,6554.6,6548.2,6541.8,6535.4,6529.0,6586.6,6644.2,6701.8,6759.4,6817.0,7129.6,7442.2,7754.8,8067.4,8380.0,8656.8,8933.6,9210.4,9487.2,9764.0,10317.4,10870.8,11424.2,11977.6,12531.0,United Kingdom,57264.0
714,Hungary,3622.0,3662.2,3702.4,3742.6,3782.8,3823.0,3872.6,3922.2,3971.8,4021.4,4071.0,4118.4,4165.8,4213.2,4260.6,4308.0,4497.8,4687.6,4877.4,5067.2,5257.0,5392.8,5528.6,5664.4,5800.2,5936.0,6259.4,6582.8,6906.2,7229.6,7553.0,United Kingdom,34570.0
715,Iceland,0.0,14.8,29.6,44.400000000000006,59.2,74.0,90.8,107.6,124.4,141.2,158.0,162.4,166.8,171.2,175.6,180.0,229.8,279.6,329.4,379.2,429.0,460.0,491.0,522.0,553.0,584.0,623.2,662.4,701.6,740.8,780.0,United Kingdom,2205.0
716,India,106877.0,107516.2,108155.4,108794.6,109433.8,110073.0,110874.8,111676.6,112478.4,113280.2,114082.0,122737.6,131393.2,140048.8,148704.4,157360.0,159458.8,161557.6,163656.4,165755.2,167854.0,171807.2,175760.4,179713.6,183666.8,187620.0,197698.8,207777.6,217856.4,227935.2,238014.0,United Kingdom,1081880.0
717,Indonesia,0.0,68.2,136.4,204.60000000000002,272.8,341.0,419.2,497.4,575.6,653.8,732.0,753.4,774.8,796.2,817.6,839.0,1011.8,1184.6,1357.4,1530.2,1703.0,1831.8,1960.6,2089.4,2218.2,2347.0,2505.4,2663.8,2822.2,2980.6,3139.0,United Kingdom,9101.0
718,Iran,3850.0,4193.8,4537.6,4881.4,5225.2,5569.0,5969.4,6369.8,6770.2,7170.6,7571.0,7487.4,7403.8,7320.2,7236.6,7153.0,8332.6,9512.2,10691.8,11871.4,13051.0,13696.8,14342.6,14988.4,15634.2,16280.0,17278.0,18276.0,19274.0,20272.0,21270.0,United Kingdom,74744.0
719,Iraq,0.0,325.8,651.6,977.4000000000001,1303.2,1629.0,2001.8,2374.6,2747.4,3120.2,3493.0,3705.2,3917.4,4129.6,4341.8,4554.0,5567.2,6580.4,7593.6,8606.8,9620.0,9998.0,10376.0,10754.0,11132.0,11510.0,12183.6,12857.2,13530.8,14204.4,14878.0,United Kingdom,45684.0
720,Ireland,223237.0,218906.4,214575.8,210245.2,205914.6,201584.0,196886.6,192189.2,187491.8,182794.4,178097.0,184608.4,191119.8,197631.2,204142.6,210654.0,208069.2,205484.4,202899.6,200314.8,197730.0,200999.4,204268.8,207538.2,210807.6,214077.0,225070.6,236064.2,247057.8,258051.4,269045.0,United Kingdom,1494424.0
721,Israel,1527.0,1667.8,1808.6,1949.4,2090.2,2231.0,2395.8,2560.6,2725.4,2890.2,3055.0,2945.6,2836.2,2726.8,2617.4,2508.0,2730.0,2952.0,3174.0,3396.0,3618.0,3799.8,3981.6,4163.4,4345.2,4527.0,4805.4,5083.8,5362.2,5640.6,5919.0,United Kingdom,23385.0
722,Italy,30561.0,30369.6,30178.2,29986.8,29795.4,29604.0,29338.4,29072.8,28807.2,28541.6,28276.0,30409.4,32542.8,34676.2,36809.6,38943.0,39528.4,40113.8,40699.2,41284.6,41870.0,42511.6,43153.2,43794.8,44436.4,45078.0,47373.6,49669.2,51964.8,54260.4,56556.0,United Kingdom,270888.0
723,Jamaica,52014.0,51602.8,51191.6,50780.4,50369.2,49958.0,49564.8,49171.6,48778.4,48385.2,47992.0,51109.4,54226.8,57344.2,60461.6,63579.0,63550.0,63521.0,63492.0,63463.0,63434.0,64176.6,64919.2,65661.8,66404.4,67147.0,70479.6,73812.2,77144.8,80477.4,83810.0,United Kingdom,427934.0
724,Japan,2712.0,2972.2,3232.4,3492.6,3752.8,4013.0,4324.0,4635.0,4946.0,5257.0,5568.0,5416.4,5264.8,5113.2,4961.6,4810.0,6183.4,7556.8,8930.2,10303.6,11677.0,12648.4,13619.8,14591.2,15562.6,16534.0,17676.4,18818.8,19961.2,21103.6,22246.0,United Kingdom,67560.0
