,country_from,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,country_to,total
598,Luxembourg,416.0,421.4,426.8,432.2,437.6,443.0,452.8,462.6,472.4,482.2,492.0,515.0,538.0,561.0,584.0,607.0,629.0,651.0,673.0,695.0,717.0,740.2,763.4,786.6,809.8,833.0,899.6,966.2,1032.8,1099.4,1166.0,France,4674.0
599,Macedonia,281.0,293.0,305.0,317.0,329.0,341.0,359.8,378.6,397.4,416.2,435.0,471.0,507.0,543.0,579.0,615.0,657.2,699.4,741.6,783.8,826.0,846.6,867.2,887.8,908.4,929.0,873.8,818.6,763.4,708.2,653.0,France,4080.0
600,Madagascar,1528.0,1653.0,1778.0,1903.0,2028.0,2153.0,2380.0,2607.0,2834.0,3061.0,3288.0,3548.4,3808.8,4069.2,4329.6,4590.0,4924.0,5258.0,5592.0,5926.0,6260.0,6467.8,6675.6,6883.4,7091.2,7299.0,8086.0,8873.0,9660.0,10447.0,11234.0,France,36352.0
601,Mali,264.0,274.6,285.2,295.8,306.4,317.0,331.2,345.4,359.6,373.8,388.0,523.4,658.8,794.2,929.6,1065.0,1261.2,1457.4,1653.6,1849.8,2046.0,2093.0,2140.0,2187.0,2234.0,2281.0,2745.0,3209.0,3673.0,4137.0,4601.0,France,10962.0
602,Mauritania,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,72.0,108.0,144.0,180.0,216.0,270.2,324.4,378.6,432.8,487.0,497.8,508.6,519.4,530.2,541.0,681.2,821.4,961.5999999999999,1101.8,1242.0,France,2594.0
603,Mauritius,600.0,649.0,698.0,747.0,796.0,845.0,925.8,1006.6,1087.4,1168.2,1249.0,1369.4,1489.8,1610.2,1730.6,1851.0,2003.6,2156.2,2308.8,2461.4,2614.0,2685.6,2757.2,2828.8,2900.4,2972.0,3270.4,3568.8,3867.2,4165.6,4464.0,France,14595.0
604,Mexico,456.0,469.4,482.8,496.2,509.6,523.0,549.6,576.2,602.8,629.4,656.0,715.8,775.6,835.4,895.2,955.0,1041.8,1128.6,1215.4,1302.2,1389.0,1443.6,1498.2,1552.8,1607.4,1662.0,1986.6,2311.2,2635.8,2960.4,3285.0,France,8926.0
605,Moldova,46.0,46.2,46.4,46.6,46.8,47.0,47.8,48.6,49.4,50.2,51.0,58.0,65.0,72.0,79.0,86.0,97.2,108.4,119.6,130.8,142.0,147.4,152.8,158.2,163.6,169.0,489.2,809.4,1129.6,1449.8,1770.0,France,2311.0
606,Morocco,7520.0,8102.2,8684.4,9266.6,9848.8,10431.0,11389.2,12347.4,13305.6,14263.8,15222.0,17030.0,18838.0,20646.0,22454.0,24262.0,26645.4,29028.8,31412.2,33795.6,36179.0,37142.4,38105.8,39069.2,40032.6,40996.0,48622.0,56248.0,63874.0,71500.0,79126.0,France,213736.0
607,Netherlands,2420.0,2554.0,2688.0,2822.0,2956.0,3090.0,3322.4,3554.8,3787.2,4019.6,4252.0,4550.6,4849.2,5147.8,5446.4,5745.0,6110.6,6476.2,6841.8,7207.4,7573.0,7812.6,8052.2,8291.8,8531.4,8771.0,9359.8,9948.6,10537.4,11126.2,11715.0,France,43566.0
608,Nigeria,164.0,167.0,170.0,173.0,176.0,179.0,186.4,193.8,201.2,208.6,216.0,235.8,255.6,275.4,295.2,315.0,340.8,366.6,392.4,418.2,444.0,458.0,472.0,486.0,500.0,514.0,602.8,691.6,780.4,869.2,958.0,France,2790.0
609,Norway,220.0,242.0,264.0,286.0,308.0,330.0,371.2,412.4,453.6,494.8,536.0,556.0,576.0,596.0,616.0,636.0,655.0,674.0,693.0,712.0,731.0,759.2,787.4,815.6,843.8,872.0,885.8,899.6,913.4,927.2,941.0,France,4266.0
610,Pakistan,120.0,139.2,158.4,177.6,196.8,216.0,246.4,276.8,307.2,337.6,368.0,426.2,484.4,542.6,600.8,659.0,731.6,804.2,876.8,949.4,1022.0,1041.6,1061.2,1080.8,1100.4,1120.0,1315.4,1510.8,1706.2,1901.6,2097.0,France,5602.0
611,Peru,0.0,55.4,110.8,166.2,221.6,277.0,380.8,484.6,588.4,692.2,796.0,871.2,946.4,1021.6,1096.8,1172.0,1276.4,1380.8,1485.2,1589.6,1694.0,1753.6,1813.2,1872.8,1932.4,1992.0,2215.2,2438.4,2661.6,2884.8,3108.0,France,9039.0
612,Philippines,0.0,25.6,51.2,76.80000000000001,102.4,128.0,179.2,230.4,281.6,332.8,384.0,458.0,532.0,606.0,680.0,754.0,873.2,992.4,1111.6,1230.8,1350.0,1400.4,1450.8,1501.2,1551.6,1602.0,1951.8,2301.6,2651.4,3001.2,3351.0,France,7569.0
613,Poland,6332.0,6637.2,6942.4,7247.6,7552.8,7858.0,8388.8,8919.6,9450.4,9981.2,10512.0,10897.8,11283.6,11669.4,12055.2,12441.0,12762.6,13084.2,13405.8,13727.4,14049.0,14515.6,14982.2,15448.8,15915.4,16382.0,17895.2,19408.4,20921.6,22434.8,23948.0,France,91522.0
614,Portugal,3236.0,3595.0,3954.0,4313.0,4672.0,5031.0,5608.8,6186.6,6764.4,7342.2,7920.0,9013.6,10107.2,11200.8,12294.4,13388.0,14901.6,16415.2,17928.8,19442.4,20956.0,21523.8,22091.6,22659.4,23227.2,23795.0,25656.8,27518.6,29380.4,31242.2,33104.0,France,107430.0
615,Romania,2228.0,2307.2,2386.4,2465.6,2544.8,2624.0,2769.6,2915.2,3060.8,3206.4,3352.0,3621.8,3891.6,4161.4,4431.2,4701.0,5058.2,5415.4,5772.6,6129.8,6487.0,6710.6,6934.2,7157.8,7381.4,7605.0,9467.6,11330.2,13192.8,15055.4,16918.0,France,43915.0
616,Russia,1388.0,1403.2,1418.4,1433.6,1448.8,1464.0,1495.2,1526.4,1557.6,1588.8,1620.0,1854.4,2088.8,2323.2,2557.6,2792.0,3172.4,3552.8,3933.2,4313.6,4694.0,4877.0,5060.0,5243.0,5426.0,5609.0,7412.8,9216.6,11020.4,12824.2,14628.0,France,32195.0
617,Senegal,932.0,970.8,1009.6,1048.4,1087.2,1126.0,1185.8,1245.6,1305.4,1365.2,1425.0,1665.8,1906.6,2147.4,2388.2,2629.0,2972.8,3316.6,3660.4,4004.2,4348.0,4465.8,4583.6,4701.4,4819.2,4937.0,5993.6,7050.2,8106.799999999999,9163.4,10220.0,France,25617.0
618,Serbia and Montenegro,245.0,255.0,265.0,275.0,285.0,295.0,310.0,325.0,340.0,355.0,370.0,399.8,429.6,459.4,489.2,519.0,551.8,584.6,617.4,650.2,683.0,698.2,713.4,728.6,743.8,759.0,2350.4,3941.8,5533.200000000001,7124.6,8716.0,France,11587.0
619,Slovakia,999.0,1022.6,1046.2,1069.8,1093.4,1117.0,1158.2,1199.4,1240.6,1281.8,1323.0,1322.8,1322.6,1322.4,1322.2,1322.0,1281.0,1240.0,1199.0,1158.0,1117.0,1154.4,1191.8,1229.2,1266.6,1304.0,1295.4,1286.8,1278.2,1269.6,1261.0,France,8443.0
620,Slovenia,273.0,285.2,297.4,309.6,321.8,334.0,354.0,374.0,394.0,414.0,434.0,471.0,508.0,545.0,582.0,619.0,664.8,710.6,756.4,802.2,848.0,871.4,894.8,918.2,941.6,965.0,844.8,724.6,604.4,484.2,364.0,France,3837.0
621,South Africa,0.0,15.8,31.6,47.400000000000006,63.2,79.0,109.6,140.2,170.8,201.4,232.0,256.2,280.4,304.6,328.8,353.0,387.8,422.6,457.4,492.2,527.0,546.2,565.4,584.6,603.8,623.0,698.4,773.8,849.2,924.6,1000.0,France,2814.0
622,Spain,10080.0,10447.0,10814.0,11181.0,11548.0,11915.0,12524.2,13133.4,13742.6,14351.8,14961.0,15577.2,16193.4,16809.6,17425.8,18042.0,18595.8,19149.6,19703.4,20257.2,20811.0,21430.4,22049.8,22669.2,23288.6,23908.0,24659.8,25411.6,26163.4,26915.2,27667.0,France,127384.0
623,Sri Lanka,0.0,55.0,110.0,165.0,220.0,275.0,355.4,435.8,516.2,596.6,677.0,854.0,1031.0,1208.0,1385.0,1562.0,1806.0,2050.0,2294.0,2538.0,2782.0,2837.8,2893.6,2949.4,3005.2,3061.0,3388.8,3716.6,4044.4,4372.2,4700.0,France,13057.0
624,Swaziland,0.0,349.6,699.2,1048.8000000000002,1398.4,1748.0,2344.8,2941.6,3538.3999999999996,4135.2,4732.0,4437.2,4142.4,3847.6,3552.8,3258.0,3150.2,3042.4,2934.6,2826.8,2719.0,2833.2,2947.4,3061.6,3175.8,3290.0,3665.6,4041.2,4416.8,4792.4,5168.0,France,20915.0
625,Sweden,796.0,840.2,884.4,928.6,972.8,1017.0,1100.8,1184.6,1268.4,1352.2,1436.0,1528.4,1620.8,1713.2,1805.6,1898.0,2016.6,2135.2,2253.8,2372.4,2491.0,2586.2,2681.4,2776.6,2871.8,2967.0,3039.4,3111.8,3184.2,3256.6,3329.0,France,13934.0
626,Switzerland,2856.0,2650.2,2444.4,2238.6,2032.8,1827.0,1779.0,1731.0,1683.0,1635.0,1587.0,1850.6,2114.2,2377.8,2641.4,2905.0,3881.0,4857.0,5833.0,6809.0,7785.0,8023.4,8261.8,8500.2,8738.6,8977.0,9547.4,10117.8,10688.2,11258.6,11829.0,France,37766.0
627,Syria,884.0,937.6,991.2,1044.8,1098.4,1152.0,1252.0,1352.0,1452.0,1552.0,1652.0,1705.4,1758.8,1812.2,1865.6,1919.0,1950.4,1981.8,2013.2,2044.6,2076.0,2141.4,2206.8,2272.2,2337.6,2403.0,2543.6,2684.2,2824.8,2965.4,3106.0,France,13192.0
628,Taiwan,0.0,30.4,60.8,91.19999999999999,121.6,152.0,212.0,272.0,332.0,392.0,452.0,495.2,538.4,581.6,624.8,668.0,733.8,799.6,865.4,931.2,997.0,1037.4,1077.8,1118.2,1158.6,1199.0,1300.0,1401.0,1502.0,1603.0,1704.0,France,5172.0
629,Thailand,0.0,20.4,40.8,61.199999999999996,81.6,102.0,141.6,181.2,220.8,260.4,300.0,333.6,367.2,400.8,434.4,468.0,518.8,569.6,620.4,671.2,722.0,749.6,777.2,804.8,832.4,860.0,1281.0,1702.0,2123.0,2544.0,2965.0,France,5417.0
630,Togo,504.0,537.0,570.0,603.0,636.0,669.0,720.8,772.6,824.4,876.2,928.0,996.8,1065.6,1134.4,1203.2,1272.0,1353.6,1435.2,1516.8,1598.4,1680.0,1726.6,1773.2,1819.8,1866.4,1913.0,2253.4,2593.8,2934.2,3274.6,3615.0,France,10581.0
631,Tunisia,7872.0,8061.6,8251.2,8440.8,8630.4,8820.0,9097.6,9375.2,9652.8,9930.4,10208.0,10727.6,11247.2,11766.8,12286.4,12806.0,13298.2,13790.4,14282.6,14774.8,15267.0,15654.8,16042.6,16430.4,16818.2,17206.0,19773.8,22341.6,24909.4,27477.2,30045.0,France,102224.0
632,Turkey,1624.0,1744.4,1864.8,1985.2,2105.6,2226.0,2409.6,2593.2,2776.8,2960.4,3144.0,3544.8,3945.6,4346.4,4747.2,5148.0,5647.0,6146.0,6645.0,7144.0,7643.0,7807.6,7972.2,8136.8,8301.4,8466.0,10195.4,11924.8,13654.2,15383.6,17113.0,France,45364.0
633,Ukraine,364.0,366.6,369.2,371.8,374.4,377.0,383.0,389.0,395.0,401.0,407.0,463.8,520.6,577.4,634.2,691.0,781.6,872.2,962.8,1053.4,1144.0,1187.8,1231.6,1275.4,1319.2,1363.0,2108.4,2853.8,3599.2,4344.6,5090.0,France,9436.0
634,United Kingdom,4556.0,5032.4,5508.8,5985.2,6461.6,6938.0,7790.0,8642.0,9494.0,10346.0,11198.0,12108.2,13018.4,13928.6,14838.8,15749.0,16946.8,18144.6,19342.4,20540.2,21738.0,22484.4,23230.8,23977.2,24723.6,25470.0,29158.4,32846.8,36535.2,40223.6,43912.0,France,129561.0
635,United States,2904.0,3207.2,3510.4,3813.6,4116.8,4420.0,5011.4,5602.8,6194.2,6785.6,7377.0,7662.8,7948.6,8234.4,8520.2,8806.0,9066.0,9326.0,9586.0,9846.0,10106.0,10495.2,10884.4,11273.6,11662.8,12052.0,12260.4,12468.8,12677.2,12885.6,13094.0,France,58759.0
636,Uruguay,0.0,32.0,64.0,96.0,128.0,160.0,217.6,275.2,332.8,390.4,448.0,459.0,470.0,481.0,492.0,503.0,508.0,513.0,518.0,523.0,528.0,546.6,565.2,583.8,602.4,621.0,623.8,626.6,629.4,632.2,635.0,France,2895.0
637,Venezuela,328.0,331.2,334.4,337.6,340.8,344.0,349.6,355.2,360.8,366.4,372.0,399.2,426.4,453.6,480.8,508.0,544.8,581.6,618.4,655.2,692.0,718.4,744.8,771.2,797.6,824.0,980.4,1136.8,1293.2,1449.6,1606.0,France,4674.0
638,Vietnam,4216.0,4365.6,4515.2,4664.8,4814.4,4964.0,5194.0,5424.0,5654.0,5884.0,6114.0,6548.6,6983.2,7417.8,7852.4,8287.0,8808.6,9330.2,9851.8,10373.4,10895.0,11213.6,11532.2,11850.8,12169.4,12488.0,12988.8,13489.6,13990.4,14491.2,14992.0,France,61956.0
639,Afghanistan,0.0,94.0,188.0,282.0,376.0,470.0,563.2,656.4,749.6,842.8,936.0,997.4,1058.8,1120.2,1181.6,1243.0,1184.4,1125.8,1067.2,1008.6,950.0,1009.6,1069.2,1128.8,1188.4,1248.0,1337.6,1427.2,1516.8,1606.4,1696.0,United Kingdom,6543.0
640,Algeria,411.0,426.4,441.8,457.2,472.6,488.0,505.0,522.0,539.0,556.0,573.0,631.8,690.6,749.4,808.2,867.0,1053.6,1240.2,1426.8,1613.4,1800.0,1923.0,2046.0,2169.0,2292.0,2415.0,2589.0,2763.0,2937.0,3111.0,3285.0,United Kingdom,9839.0
641,Angola,0.0,34.2,68.4,102.60000000000001,136.8,171.0,206.0,241.0,276.0,311.0,346.0,386.8,427.6,468.4,509.2,550.0,567.6,585.2,602.8,620.4,638.0,682.8,727.6,772.4,817.2,862.0,924.2,986.4,1048.6,1110.8,1173.0,United Kingdom,3740.0
642,Antigua and Barbuda,0.0,60.4,120.8,181.2,241.6,302.0,360.4,418.8,477.2,535.6,594.0,629.4,664.8,700.2,735.6,771.0,730.0,689.0,648.0,607.0,566.0,621.4,676.8,732.2,787.6,843.0,905.0,967.0,1029.0,1091.0,1153.0,United Kingdom,4229.0
643,Argentina,0.0,78.2,156.4,234.60000000000002,312.8,391.0,474.8,558.6,642.4,726.2,810.0,762.4,714.8,667.2,619.6,572.0,844.2,1116.4,1388.6,1660.8,1933.0,2114.8,2296.6,2478.4,2660.2,2842.0,3050.2,3258.4,3466.6,3674.8,3883.0,United Kingdom,10431.0
644,Australia,6740.0,7169.2,7598.4,8027.6,8456.8,8886.0,9434.0,9982.0,10530.0,11078.0,11626.0,10839.4,10052.8,9266.2,8479.6,7693.0,11578.0,15463.0,19348.0,23233.0,27118.0,29606.6,32095.2,34583.8,37072.4,39561.0,42454.8,45348.6,48242.4,51136.2,54030.0,United Kingdom,155654.0
645,Austria,4378.0,4173.0,3968.0,3763.0,3558.0,3353.0,3177.6,3002.2,2826.8,2651.4,2476.0,2606.0,2736.0,2866.0,2996.0,3126.0,3072.6,3019.2,2965.8,2912.4,2859.0,3124.0,3389.0,3654.0,3919.0,4184.0,4490.0,4796.0,5102.0,5408.0,5714.0,United Kingdom,26090.0
646,"Bahamas, The",0.0,20.0,40.0,60.0,80.0,100.0,120.0,140.0,160.0,180.0,200.0,199.2,198.4,197.6,196.8,196.0,241.0,286.0,331.0,376.0,421.0,461.2,501.4,541.6,581.8,622.0,667.4,712.8,758.2,803.6,849.0,United Kingdom,2388.0
647,Bahrain,0.0,26.2,52.4,78.6,104.8,131.0,157.8,184.6,211.4,238.2,265.0,267.8,270.6,273.4,276.2,279.0,358.6,438.2,517.8,597.4,677.0,735.2,793.4,851.6,909.8,968.0,1038.6,1109.2,1179.8,1250.4,1321.0,United Kingdom,3641.0
648,Bangladesh,8325.0,8392.6,8460.2,8527.8,8595.4,8663.0,8703.2,8743.4,8783.6,8823.8,8864.0,11371.2,13878.4,16385.6,18892.8,21400.0,18547.4,15694.8,12842.2,9989.6,7137.0,7692.0,8247.0,8802.0,9357.0,9912.0,10631.4,11350.8,12070.2,12789.6,13509.0,United Kingdom,77810.0
649,Barbados,6036.0,5894.4,5752.8,5611.2,5469.6,5328.0,5186.6,5045.2,4903.8,4762.4,4621.0,4665.8,4710.6,4755.4,4800.2,4845.0,4537.6,4230.2,3922.8,3615.4,3308.0,3629.4,3950.8,4272.2,4593.6,4915.0,5275.4,5635.8,5996.2,6356.6,6717.0,United Kingdom,35770.0
650,Belgium,3187.0,3060.0,2933.0,2806.0,2679.0,2552.0,2421.6,2291.2,2160.8,2030.4,1900.0,1942.8,1985.6,2028.4,2071.2,2114.0,2448.4,2782.8,3117.2,3451.6,3786.0,4143.4,4500.8,4858.2,5215.6,5573.0,5981.4,6389.8,6798.2,7206.6,7615.0,United Kingdom,26727.0
651,Bosnia and Herzegovina,0.0,48.8,97.6,146.39999999999998,195.2,244.0,293.2,342.4,391.6,440.8,490.0,541.4,592.8,644.2,695.6,747.0,1007.2,1267.4,1527.6,1787.8,2048.0,2232.2,2416.4,2600.6,2784.8,2969.0,3186.2,3403.4,3620.6,3837.8,4055.0,United Kingdom,10553.0
652,Brazil,0.0,155.4,310.8,466.20000000000005,621.6,777.0,946.4,1115.8,1285.2,1454.6,1624.0,1530.8,1437.6,1344.4,1251.2,1158.0,1832.6,2507.2,3181.8,3856.4,4531.0,4966.8,5402.6,5838.4,6274.2,6710.0,7201.8,7693.6,8185.4,8677.2,9169.0,United Kingdom,23969.0
653,Brunei,0.0,11.0,22.0,33.0,44.0,55.0,66.8,78.6,90.4,102.2,114.0,110.6,107.2,103.8,100.4,97.0,156.6,216.2,275.8,335.4,395.0,432.6,470.2,507.8,545.4,583.0,625.8,668.6,711.4,754.2,797.0,United Kingdom,2041.0
654,Bulgaria,179.0,202.2,225.4,248.6,271.8,295.0,321.6,348.2,374.8,401.4,428.0,394.6,361.2,327.8,294.4,261.0,537.4,813.8,1090.1999999999998,1366.6,1643.0,1802.4,1961.8,2121.2,2280.6,2440.0,2619.0,2798.0,2977.0,3156.0,3335.0,United Kingdom,8581.0
655,Cameroon,0.0,23.8,47.6,71.4,95.2,119.0,143.2,167.4,191.6,215.8,240.0,242.6,245.2,247.8,250.4,253.0,363.0,473.0,583.0,693.0,803.0,872.0,941.0,1010.0,1079.0,1148.0,1231.8,1315.6,1399.4,1483.2,1567.0,United Kingdom,4130.0
656,Canada,12435.0,12240.6,12046.2,11851.8,11657.4,11463.0,11351.2,11239.4,11127.6,11015.8,10904.0,10171.8,9439.6,8707.4,7975.2,7243.0,8977.0,10711.0,12445.0,14179.0,15913.0,17400.8,18888.6,20376.4,21864.2,23352.0,25061.6,26771.2,28480.8,30190.4,31900.0,United Kingdom,113210.0
657,Chile,0.0,59.4,118.8,178.2,237.6,297.0,360.4,423.8,487.2,550.6,614.0,588.2,562.4,536.6,510.8,485.0,639.6,794.2,948.8,1103.4,1258.0,1373.6,1489.2,1604.8,1720.4,1836.0,1970.4,2104.8,2239.2,2373.6,2508.0,United Kingdom,6998.0
658,China,2740.0,2916.2,3092.4,3268.6,3444.8,3621.0,3825.2,4029.4,4233.6,4437.8,4642.0,4647.0,4652.0,4657.0,4662.0,4667.0,5583.2,6499.4,7415.6,8331.8,9248.0,10193.8,11139.6,12085.4,13031.2,13977.0,15005.0,16033.0,17061.0,18089.0,19117.0,United Kingdom,58012.0
659,"China, Hong Kong SAR",5463.0,5935.6,6408.2,6880.8,7353.4,7826.0,8339.0,8852.0,9365.0,9878.0,10391.0,10865.6,11340.2,11814.8,12289.4,12764.0,12348.2,11932.4,11516.6,11100.8,10685.0,11656.6,12628.2,13599.8,14571.4,15543.0,16679.6,17816.2,18952.8,20089.4,21226.0,United Kingdom,83898.0
660,Colombia,0.0,78.0,156.0,234.0,312.0,390.0,471.6,553.2,634.8,716.4,798.0,887.6,977.2,1066.8,1156.4,1246.0,1493.6,1741.2,1988.8,2236.4,2484.0,2708.8,2933.6,3158.4,3383.2,3608.0,3871.6,4135.2,4398.8,4662.4,4926.0,United Kingdom,13452.0
661,"Congo, Dem. Rep. of the",0.0,52.8,105.6,158.39999999999998,211.2,264.0,316.6,369.2,421.8,474.4,527.0,571.8,616.6,661.4,706.2,751.0,797.0,843.0,889.0,935.0,981.0,1053.8,1126.6,1199.4,1272.2,1345.0,1442.2,1539.4,1636.6,1733.8,1831.0,United Kingdom,5699.0
662,"Congo, Rep. of the",0.0,20.0,40.0,60.0,80.0,100.0,120.4,140.8,161.2,181.6,202.0,219.4,236.8,254.2,271.6,289.0,317.8,346.6,375.4,404.2,433.0,466.8,500.6,534.4,568.2,602.0,645.8,689.6,733.4,777.2,821.0,United Kingdom,2447.0
663,Cote d'Ivoire,0.0,19.8,39.6,59.400000000000006,79.2,99.0,118.6,138.2,157.8,177.4,197.0,209.0,221.0,233.0,245.0,257.0,290.4,323.8,357.2,390.6,424.0,451.2,478.4,505.6,532.8,560.0,600.4,640.8,681.2,721.6,762.0,United Kingdom,2299.0
664,Croatia,0.0,51.0,102.0,153.0,204.0,255.0,307.0,359.0,411.0,463.0,515.0,566.8,618.6,670.4,722.2,774.0,1057.6,1341.2,1624.8000000000002,1908.4,2192.0,2388.4,2584.8,2781.2,2977.6,3174.0,3405.8,3637.6,3869.4,4101.2,4333.0,United Kingdom,11243.0
665,Cyprus,16765.0,16129.2,15493.4,14857.6,14221.8,13586.0,12937.0,12288.0,11639.0,10990.0,10341.0,11439.6,12538.2,13636.8,14735.4,15834.0,14034.0,12234.0,10434.0,8634.0,6834.0,7348.6,7863.2,8377.8,8892.4,9407.0,10088.4,10769.8,11451.2,12132.6,12814.0,United Kingdom,85581.0
666,Czech Republic,0.0,85.4,170.8,256.20000000000005,341.6,427.0,520.8,614.6,708.4,802.2,896.0,861.8,827.6,793.4,759.2,725.0,1003.0,1281.0,1559.0,1837.0,2115.0,2321.6,2528.2,2734.8,2941.4,3148.0,3379.0,3610.0,3841.0,4072.0,4303.0,United Kingdom,11614.0
667,Denmark,1761.0,1786.0,1811.0,1836.0,1861.0,1886.0,1926.0,1966.0,2006.0,2046.0,2086.0,2027.8,1969.6,1911.4,1853.2,1795.0,2335.6,2876.2,3416.8,3957.4,4498.0,4923.0,5348.0,5773.0,6198.0,6623.0,7108.2,7593.4,8078.6,8563.8,9049.0,United Kingdom,27698.0
668,Dominica,0.0,105.0,210.0,315.0,420.0,525.0,628.0,731.0,834.0,937.0,1040.0,1122.6,1205.2,1287.8,1370.4,1453.0,1308.0,1163.0,1018.0,873.0,728.0,796.6,865.2,933.8,1002.4,1071.0,1149.4,1227.8,1306.2,1384.6,1463.0,United Kingdom,6280.0
669,Ecuador,0.0,27.4,54.8,82.19999999999999,109.6,137.0,166.4,195.8,225.2,254.6,284.0,281.0,278.0,275.0,272.0,269.0,300.2,331.4,362.6,393.8,425.0,461.4,497.8,534.2,570.6,607.0,651.2,695.4,739.6,783.8,828.0,United Kingdom,2550.0
670,Egypt,6032.0,5813.2,5594.4,5375.6,5156.8,4938.0,4756.0,4574.0,4392.0,4210.0,4028.0,3841.2,3654.4,3467.6,3280.8,3094.0,3393.0,3692.0,3991.0,4290.0,4589.0,4987.6,5386.2,5784.8,6183.4,6582.0,7062.4,7542.8,8023.2,8503.6,8984.0,United Kingdom,38247.0
671,Eritrea,0.0,49.8,99.6,149.39999999999998,199.2,249.0,300.0,351.0,402.0,453.0,504.0,563.2,622.4,681.6,740.8,800.0,755.6,711.2,666.8,622.4,578.0,621.6,665.2,708.8,752.4,796.0,853.6,911.2,968.8,1026.4,1084.0,United Kingdom,4011.0
672,Estonia,399.0,369.4,339.8,310.2,280.6,251.0,222.0,193.0,164.0,135.0,106.0,114.2,122.4,130.6,138.8,147.0,166.8,186.6,206.4,226.2,246.0,269.2,292.4,315.6,338.8,362.0,388.4,414.8,441.2,467.6,494.0,United Kingdom,2005.0
673,Ethiopia,0.0,56.4,112.8,169.2,225.6,282.0,339.0,396.0,453.0,510.0,567.0,601.0,635.0,669.0,703.0,737.0,840.6,944.2,1047.8,1151.4,1255.0,1356.6,1458.2,1559.8,1661.4,1763.0,1891.4,2019.8,2148.2,2276.6,2405.0,United Kingdom,7009.0
674,Fiji,0.0,28.6,57.2,85.80000000000001,114.4,143.0,171.6,200.2,228.8,257.4,286.0,317.6,349.2,380.8,412.4,444.0,452.4,460.8,469.2,477.6,486.0,526.2,566.4,606.6,646.8,687.0,737.0,787.0,837.0,887.0,937.0,United Kingdom,2983.0
675,Finland,837.0,882.6,928.2,973.8,1019.4,1065.0,1123.0,1181.0,1239.0,1297.0,1355.0,1228.4,1101.8,975.2,848.6,722.0,1290.8,1859.6,2428.3999999999996,2997.2,3566.0,3927.8,4289.6,4651.4,5013.2,5375.0,5770.2,6165.4,6560.6,6955.8,7351.0,United Kingdom,20271.0
676,France,7028.0,7300.8,7573.6,7846.4,8119.2,8392.0,8761.6,9131.2,9500.8,9870.4,10240.0,9478.4,8716.8,7955.2,7193.6,6432.0,10230.2,14028.4,17826.6,21624.8,25423.0,27944.6,30466.2,32987.8,35509.4,38031.0,40823.8,43616.6,46409.4,49202.2,51995.0,United Kingdom,147541.0
677,"Gambia, The",96.0,118.8,141.6,164.4,187.2,210.0,234.4,258.8,283.2,307.6,332.0,342.2,352.4,362.6,372.8,383.0,407.4,431.8,456.2,480.6,505.0,541.2,577.4,613.6,649.8,686.0,735.6,785.2,834.8,884.4,934.0,United Kingdom,3146.0
678,Germany,24240.0,24085.0,23930.0,23775.0,23620.0,23465.0,23470.4,23475.8,23481.2,23486.6,23492.0,24776.2,26060.4,27344.6,28628.8,29913.0,31441.8,32970.6,34499.4,36028.2,37557.0,40953.6,44350.2,47746.8,51143.4,54540.0,58526.8,62513.6,66500.4,70487.2,74474.0,United Kingdom,267681.0
679,Ghana,3048.0,3257.8,3467.6,3677.4,3887.2,4097.0,4340.8,4584.6,4828.4,5072.2,5316.0,5562.8,5809.6,6056.4,6303.2,6550.0,7347.2,8144.4,8941.6,9738.8,10536.0,11386.4,12236.8,13087.2,13937.6,14788.0,15862.8,16937.6,18012.4,19087.2,20162.0,United Kingdom,64497.0
680,Greece,1626.0,1659.8,1693.6,1727.4,1761.2,1795.0,1841.6,1888.2,1934.8,1981.4,2028.0,1986.6,1945.2,1903.8,1862.4,1821.0,2505.8,3190.6,3875.3999999999996,4560.2,5245.0,5742.2,6239.4,6736.6,7233.8,7731.0,8297.6,8864.2,9430.8,9997.4,10564.0,United Kingdom,30810.0
681,Grenada,0.0,152.8,305.6,458.40000000000003,611.2,764.0,914.2,1064.4,1214.6,1364.8,1515.0,1632.0,1749.0,1866.0,1983.0,2100.0,1945.8,1791.6,1637.4,1483.2,1329.0,1457.8,1586.6,1715.4,1844.2,1973.0,2117.8,2262.6,2407.4,2552.2,2697.0,United Kingdom,10378.0
682,Guyana,6682.0,6432.2,6182.4,5932.6,5682.8,5433.0,5214.6,4996.2,4777.8,4559.4,4341.0,4218.2,4095.4,3972.6,3849.8,3727.0,3765.2,3803.4,3841.6,3879.8,3918.0,4287.2,4656.4,5025.6,5394.8,5764.0,6186.2,6608.4,7030.6,7452.8,7875.0,United Kingdom,37740.0
683,Hungary,4626.0,4377.6,4129.2,3880.8,3632.4,3384.0,3161.0,2938.0,2715.0,2492.0,2269.0,2209.0,2149.0,2089.0,2029.0,1969.0,2017.2,2065.4,2113.6,2161.8,2210.0,2409.6,2609.2,2808.8,3008.4,3208.0,3442.4,3676.8,3911.2,4145.6,4380.0,United Kingdom,22046.0
