,country_from,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,country_to
733,Pakistan,,,,,,2454.0,2484.4,2514.8,2545.2,2575.6,2606.0,12886.0,23166.0,33446.0,43726.0,54006.0,43204.8,32403.6,21602.399999999998,10801.199999999997,0.0,3033.2,6066.4,9099.599999999999,12132.8,15166.0,18272.6,21379.2,24485.8,27592.4,30699.0,United Kingdom
734,Peru,,,,,,318.0,323.0,328.0,333.0,338.0,343.0,274.4,205.8,137.20000000000002,68.60000000000002,0.0,238.4,476.8,715.2,953.6,1192.0,1090.0,988.0,886.0,784.0,682.0,748.2,814.4,880.6,946.8,1013.0,United Kingdom
735,Philippines,,,,,,561.0,588.8,616.6,644.4,672.2,700.0,1113.0,1526.0,1939.0,2352.0,2765.0,4516.4,6267.8,8019.200000000001,9770.6,11522.0,10802.6,10083.2,9363.8,8644.4,7925.0,8381.4,8837.8,9294.2,9750.6,10207.0,United Kingdom
736,Poland,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,767.4,1534.8,2302.2,3069.6,3837.0,3086.8,2336.6,1586.3999999999996,836.1999999999998,86.0,1126.6,2167.2,3207.7999999999997,4248.4,5289.0,5720.6,6152.2,6583.8,7015.4,7447.0,United Kingdom
737,Portugal,,,,,,364.0,371.4,378.8,386.2,393.6,401.0,1338.8,2276.6,3214.3999999999996,4152.2,5090.0,4072.0,3054.0,2036.0,1018.0,0.0,359.4,718.8,1078.1999999999998,1437.6,1797.0,2031.6,2266.2,2500.8,2735.4,2970.0,United Kingdom
738,Romania,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.4,844.8,1267.1999999999998,1689.6,2112.0,1911.8,1711.6,1511.4,1311.2,1111.0,1236.8,1362.6,1488.4,1614.2,1740.0,United Kingdom
739,Russia,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,98.8,197.6,296.4,395.2,494.0,1587.2,2680.4,3773.6000000000004,4866.8,5960.0,5369.0,4778.0,4187.0,3596.0,3005.0,3268.8,3532.6,3796.4,4060.2,4324.0,United Kingdom
740,Rwanda,,,,,,37.0,37.6,38.2,38.8,39.4,40.0,57.0,74.0,91.0,108.0,125.0,140.6,156.2,171.8,187.4,203.0,189.6,176.2,162.8,149.4,136.0,160.8,185.6,210.4,235.2,260.0,United Kingdom
741,Saint Kitts and Nevis,,,,,,245.0,249.6,254.2,258.8,263.4,268.0,466.6,665.2,863.8,1062.4,1261.0,1008.8,756.6,504.4000000000001,252.20000000000005,0.0,91.2,182.4,273.6,364.8,456.0,496.6,537.2,577.8,618.4,659.0,United Kingdom
742,Saint Lucia,,,,,,303.0,308.6,314.2,319.8,325.4,331.0,580.2,829.4,1078.6,1327.8,1577.0,1261.6,946.2,630.8000000000001,315.4000000000001,0.0,88.8,177.6,266.4,355.2,444.0,485.4,526.8,568.2,609.6,651.0,United Kingdom
743,Saint Vincent and the Grenadines,,,,,,261.0,265.8,270.6,275.4,280.2,285.0,499.0,713.0,927.0,1141.0,1355.0,1084.0,813.0,542.0,271.0,0.0,104.6,209.2,313.79999999999995,418.4,523.0,567.4,611.8,656.2,700.6,745.0,United Kingdom
744,Saudi Arabia,,,,,,186.0,187.0,188.0,189.0,190.0,191.0,152.8,114.6,76.39999999999999,38.19999999999999,0.0,277.4,554.8,832.1999999999999,1109.6,1387.0,1216.8,1046.6,876.4000000000001,706.2,536.0,643.2,750.4,857.6,964.8,1072.0,United Kingdom
745,Serbia and Montenegro,,,,,,27.0,27.6,28.2,28.8,29.4,30.0,381.4,732.8,1084.1999999999998,1435.6,1787.0,1639.6,1492.2,1344.8,1197.4,1050.0,1036.6,1023.2,1009.8,996.4,983.0,1157.4,1331.8,1506.2,1680.6,1855.0,United Kingdom
746,Seychelles,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,86.0,172.0,258.0,344.0,430.0,344.0,258.0,172.0,86.0,0.0,43.8,87.6,131.39999999999998,175.2,219.0,241.0,263.0,285.0,307.0,329.0,United Kingdom
747,Sierra Leone,,,,,,273.0,276.6,280.2,283.8,287.4,291.0,303.6,316.2,328.8,341.4,354.0,987.0,1620.0,2253.0,2886.0,3519.0,3201.4,2883.8,2566.2,2248.6,1931.0,2209.6,2488.2,2766.8,3045.4,3324.0,United Kingdom
748,Singapore,,,,,,2658.0,2697.6,2737.2,2776.8,2816.4,2856.0,2284.8,1713.6,1142.3999999999999,571.1999999999998,0.0,1319.6,2639.2,3958.7999999999997,5278.4,6598.0,6238.0,5878.0,5518.0,5158.0,4798.0,5469.6,6141.2,6812.8,7484.4,8156.0,United Kingdom
749,Slovakia,,,,,,192.0,196.2,200.4,204.6,208.8,213.0,170.4,127.8,85.19999999999999,42.599999999999994,0.0,171.4,342.8,514.2,685.6,857.0,789.8,722.6,655.4,588.2,521.0,557.8,594.6,631.4,668.2,705.0,United Kingdom
750,Slovenia,,,,,,32.0,32.6,33.2,33.8,34.4,35.0,45.4,55.8,66.2,76.6,87.0,141.8,196.6,251.39999999999998,306.2,361.0,333.8,306.6,279.4,252.2,225.0,242.2,259.4,276.6,293.8,311.0,United Kingdom
751,Somalia,,,,,,1087.0,1100.2,1113.4,1126.6,1139.8,1153.0,1405.6,1658.2,1910.8,2163.4,2416.0,1932.8,1449.6,966.4000000000001,483.20000000000005,0.0,201.6,403.2,604.8,806.4,1008.0,1199.0,1390.0,1581.0,1772.0,1963.0,United Kingdom
752,South Africa,,,,,,4540.0,4623.6,4707.2,4790.8,4874.4,4958.0,3966.4,2974.8,1983.1999999999998,991.5999999999999,0.0,7223.4,14446.8,21670.199999999997,28893.6,36117.0,32301.0,28485.0,24669.0,20853.0,17037.0,19456.2,21875.4,24294.6,26713.8,29133.0,United Kingdom
753,Spain,,,,,,1183.0,1210.0,1237.0,1264.0,1291.0,1318.0,2020.0,2722.0,3424.0,4126.0,4828.0,5639.4,6450.8,7262.2,8073.6,8885.0,8523.4,8161.8,7800.2,7438.6,7077.0,7789.4,8501.8,9214.2,9926.6,10639.0,United Kingdom
754,Sri Lanka,,,,,,3581.0,3608.0,3635.0,3662.0,3689.0,3716.0,2972.8,2229.6,1486.3999999999996,743.1999999999998,0.0,2135.4,4270.8,6406.200000000001,8541.6,10677.0,9836.0,8995.0,8154.0,7313.0,6472.0,7686.2,8900.4,10114.6,11328.8,12543.0,United Kingdom
755,Sudan,,,,,,241.0,242.2,243.4,244.6,245.8,247.0,259.6,272.2,284.8,297.4,310.0,902.8,1495.6,2088.3999999999996,2681.2,3274.0,2880.6,2487.2,2093.8,1700.4,1307.0,1573.2,1839.4,2105.6,2371.8,2638.0,United Kingdom
756,Sweden,,,,,,619.0,632.0,645.0,658.0,671.0,684.0,547.2,410.4,273.59999999999997,136.79999999999995,0.0,1382.8,2765.6,4148.4,5531.2,6914.0,6211.4,5508.8,4806.2,4103.6,3401.0,3768.8,4136.6,4504.4,4872.2,5240.0,United Kingdom
757,Switzerland,,,,,,399.0,411.8,424.6,437.4,450.2,463.0,370.4,277.8,185.20000000000005,92.60000000000002,0.0,645.4,1290.8,1936.1999999999998,2581.6,3227.0,2979.2,2731.4,2483.6,2235.8,1988.0,2228.6,2469.2,2709.8,2950.4,3191.0,United Kingdom
758,Syria,,,,,,365.0,365.8,366.6,367.4,368.2,369.0,295.2,221.4,147.60000000000002,73.80000000000001,0.0,291.2,582.4,873.5999999999999,1164.8,1456.0,1277.8,1099.6,921.4000000000001,743.2,565.0,695.0,825.0,955.0,1085.0,1215.0,United Kingdom
759,Taiwan,,,,,,315.0,320.0,325.0,330.0,335.0,340.0,272.0,204.0,136.0,68.0,0.0,614.4,1228.8,1843.1999999999998,2457.6,3072.0,2722.2,2372.4,2022.6,1672.8,1323.0,1465.6,1608.2,1750.8,1893.4,2036.0,United Kingdom
760,Tanzania,,,,,,1110.0,1136.2,1162.4,1188.6,1214.8,1241.0,1102.0,963.0,824.0,685.0,546.0,1152.6,1759.2,2365.8,2972.4,3579.0,3563.4,3547.8,3532.2,3516.6,3501.0,4129.4,4757.8,5386.2,6014.6,6643.0,United Kingdom
761,Thailand,,,,,,505.0,515.0,525.0,535.0,545.0,555.0,636.4,717.8,799.2,880.6,962.0,1078.6,1195.2,1311.8,1428.4,1545.0,1540.4,1535.8,1531.2,1526.6,1522.0,1652.4,1782.8,1913.2,2043.6,2174.0,United Kingdom
762,Trinidad and Tobago,,,,,,952.0,1001.6,1051.2,1100.8,1150.4,1200.0,960.0,720.0,480.0,240.0,0.0,1074.0,2148.0,3222.0,4296.0,5370.0,5059.8,4749.6,4439.4,4129.2,3819.0,4102.6,4386.2,4669.8,4953.4,5237.0,United Kingdom
763,Tunisia,,,,,,18.0,20.0,22.0,24.0,26.0,28.0,102.8,177.6,252.39999999999998,327.2,402.0,331.2,260.4,189.60000000000002,118.80000000000001,48.0,85.6,123.2,160.8,198.4,236.0,283.2,330.4,377.6,424.8,472.0,United Kingdom
764,Turkey,,,,,,1182.0,1193.2,1204.4,1215.6,1226.8,1238.0,2011.8,2785.6,3559.3999999999996,4333.2,5107.0,4256.6,3406.2,2555.8,1705.4,855.0,1297.0,1739.0,2181.0,2623.0,3065.0,3562.2,4059.4,4556.6,5053.8,5551.0,United Kingdom
765,Uganda,,,,,,1861.0,1912.0,1963.0,2014.0,2065.0,2116.0,2114.4,2112.8,2111.2,2109.6,2108.0,2791.4,3474.8,4158.2,4841.6,5525.0,5586.0,5647.0,5708.0,5769.0,5830.0,6832.6,7835.2,8837.8,9840.4,10843.0,United Kingdom
766,Ukraine,,,,,,147.0,150.4,153.8,157.2,160.6,164.0,249.4,334.8,420.20000000000005,505.6,591.0,782.0,973.0,1164.0,1355.0,1546.0,1438.4,1330.8,1223.2,1115.6,1008.0,1107.6,1207.2,1306.8,1406.4,1506.0,United Kingdom
767,United Arab Emirates,,,,,,64.0,64.4,64.8,65.2,65.6,66.0,52.8,39.6,26.400000000000006,13.200000000000003,0.0,61.6,123.2,184.8,246.4,308.0,276.8,245.6,214.4,183.2,152.0,174.2,196.4,218.6,240.8,263.0,United Kingdom
768,United States,,,,,,4521.0,4778.2,5035.4,5292.6,5549.8,5807.0,4645.6,3484.2,2322.7999999999997,1161.3999999999996,0.0,10447.2,20894.4,31341.600000000002,41788.8,52236.0,46791.2,41346.4,35901.6,30456.8,25012.0,28222.0,31432.0,34642.0,37852.0,41062.0,United Kingdom
769,Uruguay,,,,,,87.0,87.8,88.6,89.4,90.2,91.0,72.8,54.6,36.400000000000006,18.200000000000003,0.0,57.6,115.2,172.8,230.4,288.0,261.0,234.0,207.0,180.0,153.0,173.6,194.2,214.8,235.4,256.0,United Kingdom
770,Venezuela,,,,,,300.0,303.6,307.2,310.8,314.4,318.0,254.4,190.8,127.19999999999999,63.599999999999994,0.0,294.0,588.0,882.0,1176.0,1470.0,1316.2,1162.4,1008.5999999999999,854.8,701.0,789.6,878.2,966.8,1055.4,1144.0,United Kingdom
771,Vietnam,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,878.0,1756.0,2634.0,3512.0,4390.0,3512.0,2634.0,1756.0,878.0,0.0,246.2,492.4,738.5999999999999,984.8,1231.0,1415.4,1599.8,1784.2,1968.6,2153.0,United Kingdom
772,Yemen,,,,,,325.0,327.2,329.4,331.6,333.8,336.0,455.4,574.8,694.2,813.6,933.0,905.8,878.6,851.4,824.2,797.0,791.4,785.8,780.2,774.6,769.0,924.8,1080.6,1236.4,1392.2,1548.0,United Kingdom
773,Zambia,,,,,,1438.0,1453.4,1468.8,1484.2,1499.6,1515.0,1212.0,909.0,606.0,303.0,0.0,1342.8,2685.6,4028.3999999999996,5371.2,6714.0,6015.8,5317.6,4619.4,3921.2,3223.0,3693.8,4164.6,4635.4,5106.2,5577.0,United Kingdom
774,Zimbabwe,,,,,,2349.0,2382.8,2416.6,2450.4,2484.2,2518.0,2014.4,1510.8,1007.1999999999998,503.5999999999999,0.0,2124.0,4248.0,6372.0,8496.0,10620.0,9636.6,8653.2,7669.8,6686.4,5703.0,6450.4,7197.8,7945.2,8692.6,9440.0,United Kingdom
775,Albania,,,,,,254.0,203.2,152.4,101.60000000000002,50.80000000000001,0.0,2070.0,4140.0,6210.0,8280.0,10350.0,10352.8,10355.6,10358.4,10361.2,10364.0,12583.4,14802.8,17022.2,19241.6,21461.0,18897.8,16334.6,13771.400000000001,11208.2,8645.0,Greece
776,Armenia,,,,,,80.0,64.0,48.0,32.0,16.0,0.0,65.4,130.8,196.20000000000002,261.6,327.0,560.6,794.2,1027.8,1261.4,1495.0,1477.4,1459.8,1442.2,1424.6,1407.0,1265.4,1123.8,982.2,840.6,699.0,Greece
777,Australia,,,,,,174.0,139.2,104.4,69.60000000000001,34.80000000000001,0.0,90.2,180.4,270.6,360.8,451.0,1052.2,1653.4,2254.6000000000004,2855.8,3457.0,3634.6,3812.2,3989.8,4167.4,4345.0,3840.8,3336.6,2832.4,2328.2,1824.0,Greece
778,Austria,,,,,,124.0,99.2,74.4,49.599999999999994,24.799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,128.6,257.2,385.79999999999995,514.4,643.0,665.2,687.4,709.6,731.8,754.0,667.6,581.2,494.79999999999995,408.4,322.0,Greece
779,Belgium,,,,,,229.0,183.2,137.4,91.60000000000002,45.80000000000001,0.0,0.0,0.0,0.0,0.0,0.0,133.0,266.0,399.0,532.0,665.0,719.4,773.8,828.2,882.6,937.0,826.6,716.2,605.8,495.4,385.0,Greece
780,Brazil,,,,,,13.0,10.4,7.8,5.199999999999999,2.5999999999999996,0.0,10.6,21.2,31.799999999999997,42.4,53.0,104.8,156.6,208.39999999999998,260.2,312.0,331.2,350.4,369.6,388.8,408.0,361.0,314.0,267.0,220.0,173.0,Greece
781,Bulgaria,,,,,,145.0,116.0,87.0,58.0,29.0,0.0,225.0,450.0,675.0,900.0,1125.0,1347.0,1569.0,1791.0,2013.0,2235.0,2550.6,2866.2,3181.8,3497.4,3813.0,3376.8,2940.6,2504.4,2068.2,1632.0,Greece
782,Canada,,,,,,173.0,138.4,103.8,69.19999999999999,34.599999999999994,0.0,11.4,22.8,34.2,45.6,57.0,647.2,1237.4,1827.6000000000001,2417.8,3008.0,3095.2,3182.4,3269.6,3356.8,3444.0,3043.4,2642.8,2242.2,1841.6,1441.0,Greece
783,"Congo, Dem. Rep. of the",,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.2,10.4,15.600000000000001,20.8,26.0,99.6,173.2,246.79999999999998,320.4,394.0,402.8,411.6,420.4,429.2,438.0,386.2,334.4,282.6,230.8,179.0,Greece
784,Cyprus,,,,,,2866.0,2292.8,1719.6,1146.3999999999999,573.1999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1163.6,2327.2,3490.7999999999997,4654.4,5818.0,6005.4,6192.8,6380.2,6567.6,6755.0,5956.2,5157.4,4358.6,3559.8,2761.0,Greece
785,Czech Republic,,,,,,114.0,91.2,68.4,45.599999999999994,22.799999999999997,0.0,17.2,34.4,51.599999999999994,68.8,86.0,423.2,760.4,1097.6,1434.8,1772.0,1459.4,1146.8,834.1999999999999,521.5999999999999,209.0,254.2,299.4,344.6,389.8,435.0,Greece
786,Egypt,,,,,,1647.0,1317.6,988.2,658.8000000000001,329.4000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1385.8,2771.6,4157.4,5543.2,6929.0,7250.8,7572.6,7894.4,8216.2,8538.0,7511.0,6484.0,5457.0,4430.0,3403.0,Greece
787,Ethiopia,,,,,,59.0,48.0,37.0,26.0,15.0,4.0,19.0,34.0,49.0,64.0,79.0,130.8,182.6,234.39999999999998,286.2,338.0,369.4,400.8,432.2,463.6,495.0,436.4,377.8,319.2,260.6,202.0,Greece
788,France,,,,,,452.0,361.6,271.2,180.79999999999995,90.39999999999998,0.0,0.0,0.0,0.0,0.0,0.0,392.4,784.8,1177.1999999999998,1569.6,1962.0,2016.0,2070.0,2124.0,2178.0,2232.0,1974.8,1717.6,1460.4,1203.2,946.0,Greece
789,Georgia,,,,,,865.0,692.0,519.0,346.0,173.0,0.0,715.0,1430.0,2145.0,2860.0,3575.0,4878.2,6181.4,7484.6,8787.8,10091.0,9720.6,9350.2,8979.8,8609.4,8239.0,7548.8,6858.6,6168.4,5478.2,4788.0,Greece
790,Germany,,,,,,2891.0,2312.8,1734.6,1156.3999999999999,578.1999999999998,0.0,0.0,0.0,0.0,0.0,0.0,3213.0,6426.0,9639.0,12852.0,16065.0,16714.2,17363.4,18012.6,18661.8,19311.0,17064.0,14817.0,12570.0,10323.0,8076.0,Greece
791,Iraq,,,,,,33.0,26.4,19.8,13.200000000000003,6.600000000000001,0.0,36.8,73.6,110.39999999999999,147.2,184.0,183.4,182.8,182.2,181.6,181.0,227.2,273.4,319.6,365.8,412.0,363.4,314.8,266.2,217.6,169.0,Greece
792,Italy,,,,,,383.0,306.4,229.8,153.20000000000002,76.60000000000002,0.0,0.0,0.0,0.0,0.0,0.0,340.4,680.8,1021.1999999999999,1361.6,1702.0,1758.2,1814.4,1870.6,1926.8,1983.0,1753.6,1524.2,1294.8,1065.4,836.0,Greece
793,Jordan,,,,,,157.0,125.6,94.2,62.80000000000001,31.400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,71.2,142.4,213.60000000000002,284.8,356.0,354.4,352.8,351.2,349.6,348.0,304.8,261.6,218.39999999999998,175.2,132.0,Greece
794,Kazakhstan,,,,,,266.0,212.8,159.6,106.39999999999998,53.19999999999999,0.0,217.8,435.6,653.4000000000001,871.2,1089.0,1309.8,1530.6,1751.4,1972.2,2193.0,2083.8,1974.6,1865.4,1756.2,1647.0,1535.2,1423.4,1311.6,1199.8,1088.0,Greece
795,Lebanon,,,,,,346.0,276.8,207.6,138.39999999999998,69.19999999999999,0.0,0.0,0.0,0.0,0.0,0.0,99.8,199.6,299.4,399.2,499.0,523.6,548.2,572.8,597.4,622.0,546.6,471.2,395.79999999999995,320.4,245.0,Greece
796,Moldova,,,,,,31.0,24.8,18.6,12.399999999999999,6.199999999999999,0.0,26.6,53.2,79.80000000000001,106.4,133.0,341.8,550.6,759.4000000000001,968.2,1177.0,1168.0,1159.0,1150.0,1141.0,1132.0,1017.4,902.8,788.2,673.6,559.0,Greece
797,Netherlands,,,,,,82.0,65.6,49.2,32.800000000000004,16.400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,142.2,284.4,426.59999999999997,568.8,711.0,731.0,751.0,771.0,791.0,811.0,718.4,625.8,533.2,440.6,348.0,Greece
798,Nigeria,,,,,,25.0,20.0,15.0,10.0,5.0,0.0,1.2,2.4,3.5999999999999996,4.8,6.0,68.2,130.4,192.60000000000002,254.8,317.0,323.0,329.0,335.0,341.0,347.0,304.6,262.2,219.8,177.4,135.0,Greece
799,Pakistan,,,,,,7.0,5.6,4.2,2.8000000000000007,1.4000000000000004,0.0,103.2,206.4,309.6,412.8,516.0,412.8,309.6,206.39999999999998,103.19999999999999,0.0,57.2,114.4,171.60000000000002,228.8,286.0,250.2,214.4,178.60000000000002,142.8,107.0,Greece
800,Philippines,,,,,,92.0,73.6,55.2,36.800000000000004,18.400000000000006,0.0,31.6,63.2,94.80000000000001,126.4,158.0,278.0,398.0,518.0,638.0,758.0,830.0,902.0,974.0,1046.0,1118.0,992.2,866.4,740.6,614.8,489.0,Greece
801,Poland,,,,,,189.0,151.2,113.4,75.60000000000001,37.80000000000001,0.0,59.2,118.4,177.60000000000002,236.8,296.0,519.6,743.2,966.8,1190.4,1414.0,1544.4,1674.8,1805.2,1935.6,2066.0,1828.6,1591.2,1353.8,1116.4,879.0,Greece
802,Romania,,,,,,122.0,97.6,73.2,48.80000000000001,24.400000000000006,0.0,57.2,114.4,171.60000000000002,228.8,286.0,732.6,1179.2,1625.8000000000002,2072.4,2519.0,2643.6,2768.2,2892.8,3017.4,3142.0,2779.0,2416.0,2053.0,1690.0,1327.0,Greece
803,South Africa,,,,,,119.0,95.2,71.4,47.599999999999994,23.799999999999997,0.0,0.0,0.0,0.0,0.0,0.0,280.2,560.4,840.5999999999999,1120.8,1401.0,1429.6,1458.2,1486.8,1515.4,1544.0,1364.2,1184.4,1004.5999999999999,824.8,645.0,Greece
804,Spain,,,,,,33.0,26.4,19.8,13.200000000000003,6.600000000000001,0.0,2.2,4.4,6.6000000000000005,8.8,11.0,68.8,126.6,184.39999999999998,242.2,300.0,314.6,329.2,343.8,358.4,373.0,330.8,288.6,246.39999999999998,204.2,162.0,Greece
805,Sudan,,,,,,89.0,71.2,53.4,35.599999999999994,17.799999999999997,0.0,0.6,1.2,1.7999999999999998,2.4,3.0,101.8,200.6,299.4,398.2,497.0,520.2,543.4,566.6,589.8,613.0,540.0,467.0,394.0,321.0,248.0,Greece
806,Sweden,,,,,,103.0,82.4,61.8,41.199999999999996,20.599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,185.0,370.0,555.0,740.0,925.0,948.4,971.8,995.2,1018.6,1042.0,921.4,800.8,680.2,559.6,439.0,Greece
807,Switzerland,,,,,,90.0,72.0,54.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,118.6,237.2,355.79999999999995,474.4,593.0,609.8,626.6,643.4,660.2,677.0,599.0,521.0,443.0,365.0,287.0,Greece
808,Syria,,,,,,140.0,112.0,84.0,56.0,28.0,0.0,24.8,49.6,74.4,99.2,124.0,197.6,271.2,344.79999999999995,418.4,492.0,543.8,595.6,647.4,699.2,751.0,658.2,565.4,472.6,379.8,287.0,Greece
809,Turkey,,,,,,3969.0,3175.2,2381.4,1587.6000000000004,793.8000000000002,0.0,2255.8,4511.6,6767.400000000001,9023.2,11279.0,9023.2,6767.4,4511.599999999999,2255.7999999999993,0.0,1343.2,2686.4,4029.6000000000004,5372.8,6716.0,5911.8,5107.6,4303.4,3499.2,2695.0,Greece
810,Ukraine,,,,,,113.0,90.4,67.8,45.19999999999999,22.599999999999994,0.0,98.2,196.4,294.6,392.8,491.0,1089.8,1688.6,2287.3999999999996,2886.2,3485.0,3413.0,3341.0,3269.0,3197.0,3125.0,2826.6,2528.2,2229.8,1931.4,1633.0,Greece
811,United Kingdom,,,,,,734.0,587.2,440.4,293.59999999999997,146.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,797.4,1594.8,2392.2,3189.6,3987.0,4098.6,4210.2,4321.8,4433.4,4545.0,4019.2,3493.4,2967.6000000000004,2441.8,1916.0,Greece
812,United States,,,,,,1403.0,1122.4,841.8,561.1999999999999,280.5999999999999,0.0,5.2,10.4,15.600000000000001,20.8,26.0,827.4,1628.8,2430.2,3231.6,4033.0,4399.4,4765.8,5132.2,5498.6,5865.0,5186.4,4507.8,3829.2,3150.6,2472.0,Greece
813,Uzbekistan,,,,,,25.0,20.0,15.0,10.0,5.0,0.0,20.8,41.6,62.400000000000006,83.2,104.0,351.8,599.6,847.4000000000001,1095.2,1343.0,1339.2,1335.4,1331.6,1327.8,1324.0,1177.8,1031.6,885.4000000000001,739.2,593.0,Greece
814,Australia,,,,,,12.0,45.4,78.8,112.19999999999999,145.6,179.0,171.4,163.8,156.2,148.6,141.0,406.4,671.8,937.1999999999999,1202.6,1468.0,1230.2,992.4,754.5999999999999,516.8,279.0,532.8,786.6,1040.4,1294.2,1548.0,Ireland
815,Belgium,,,,,,0.0,17.6,35.2,52.800000000000004,70.4,88.0,76.2,64.4,52.599999999999994,40.8,29.0,58.8,88.6,118.4,148.2,178.0,153.0,128.0,103.0,78.0,53.0,102.2,151.4,200.60000000000002,249.8,299.0,Ireland
816,Canada,,,,,,0.0,48.4,96.8,145.2,193.6,242.0,249.4,256.8,264.2,271.6,279.0,365.2,451.4,537.6,623.8,710.0,647.2,584.4,521.6,458.8,396.0,572.8,749.6,926.4000000000001,1103.2,1280.0,Ireland
817,China,,,,,,7.0,25.0,43.0,61.0,79.0,97.0,77.6,58.2,38.800000000000004,19.400000000000006,0.0,48.0,96.0,144.0,192.0,240.0,392.8,545.6,698.4000000000001,851.2,1004.0,989.0,974.0,959.0,944.0,929.0,Ireland
818,Czech Republic,,,,,,2.0,4.6,7.2,9.8,12.4,15.0,14.0,13.0,12.0,11.0,10.0,32.8,55.6,78.4,101.2,124.0,216.8,309.6,402.4,495.2,588.0,577.2,566.4,555.6,544.8,534.0,Ireland
819,France,,,,,,65.0,140.0,215.0,290.0,365.0,440.0,407.8,375.6,343.4,311.2,279.0,546.6,814.2,1081.8000000000002,1349.4,1617.0,1526.0,1435.0,1344.0,1253.0,1162.0,1473.4,1784.8,2096.2,2407.6,2719.0,Ireland
820,Germany,,,,,,0.0,148.8,297.6,446.40000000000003,595.2,744.0,692.6,641.2,589.8,538.4,487.0,558.2,629.4,700.6,771.8,843.0,953.6,1064.2,1174.8,1285.4,1396.0,1682.6,1969.2,2255.8,2542.4,2829.0,Ireland
821,India,,,,,,0.0,101.0,202.0,303.0,404.0,505.0,414.2,323.4,232.60000000000002,141.8,51.0,149.8,248.6,347.4,446.2,545.0,911.6,1278.2,1644.8000000000002,2011.4,2378.0,2420.6,2463.2,2505.8,2548.4,2591.0,Ireland
822,Italy,,,,,,157.0,125.6,94.2,62.80000000000001,31.400000000000006,0.0,27.8,55.6,83.4,111.2,139.0,265.0,391.0,517.0,643.0,769.0,808.0,847.0,886.0,925.0,964.0,1064.8,1165.6,1266.4,1367.2,1468.0,Ireland
823,Latvia,,,,,,16.0,12.8,9.6,6.399999999999999,3.1999999999999993,0.0,0.8,1.6,2.4000000000000004,3.2,4.0,51.2,98.4,145.60000000000002,192.8,240.0,373.6,507.2,640.8,774.4,908.0,883.6,859.2,834.8,810.4,786.0,Ireland
824,Lithuania,,,,,,12.0,9.6,7.2,4.800000000000001,2.4000000000000004,0.0,0.8,1.6,2.4000000000000004,3.2,4.0,50.6,97.2,143.8,190.4,237.0,536.8,836.6,1136.4,1436.2,1736.0,1661.8,1587.6,1513.4,1439.2,1365.0,Ireland
825,Malaysia,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,50.6,101.2,151.8,202.4,253.0,264.8,276.6,288.4,300.2,312.0,309.2,306.4,303.6,300.8,298.0,358.6,419.2,479.8,540.4,601.0,Ireland
826,Netherlands,,,,,,0.0,48.2,96.4,144.60000000000002,192.8,241.0,246.0,251.0,256.0,261.0,266.0,278.2,290.4,302.6,314.8,327.0,334.4,341.8,349.2,356.6,364.0,509.4,654.8,800.2,945.6,1091.0,Ireland
827,New Zealand,,,,,,0.0,19.4,38.8,58.199999999999996,77.6,97.0,94.0,91.0,88.0,85.0,82.0,220.2,358.4,496.59999999999997,634.8,773.0,635.0,497.0,359.0,221.0,83.0,219.8,356.6,493.40000000000003,630.2,767.0,Ireland
828,Nigeria,,,,,,0.0,20.4,40.8,61.199999999999996,81.6,102.0,91.4,80.8,70.2,59.6,49.0,421.4,793.8,1166.1999999999998,1538.6,1911.0,1812.4,1713.8,1615.2,1516.6,1418.0,1626.0,1834.0,2042.0,2250.0,2458.0,Ireland
829,Pakistan,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,109.8,219.6,329.4,439.2,549.0,563.0,577.0,591.0,605.0,619.0,584.0,549.0,514.0,479.0,444.0,589.2,734.4,879.5999999999999,1024.8,1170.0,Ireland
830,Philippines,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,66.6,133.2,199.79999999999998,266.4,333.0,590.2,847.4,1104.6,1361.8,1619.0,1746.2,1873.4,2000.6,2127.8,2255.0,2367.6,2480.2,2592.8,2705.4,2818.0,Ireland
