,country_from,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,country_to,total
304,Chile,428.0,456.0,484.0,512.0,540.0,568.0,615.0,662.0,709.0,756.0,803.0,827.6,852.2,876.8,901.4,926.0,961.6,997.2,1032.8,1068.4,1104.0,1109.6,1115.2,1120.8,1126.4,1132.0,1150.2,1168.4,1186.6,1204.8,1223.0,Switzerland,6184.0
305,China,241.0,298.8,356.6,414.4,472.2,530.0,613.8,697.6,781.4,865.2,949.0,1047.0,1145.0,1243.0,1341.0,1439.0,1589.0,1739.0,1889.0,2039.0,2189.0,2201.6,2214.2,2226.8,2239.4,2252.0,2289.6,2327.2,2364.8,2402.4,2440.0,Switzerland,10040.0
306,Colombia,0.0,52.6,105.2,157.8,210.4,263.0,335.8,408.6,481.4,554.2,627.0,687.4,747.8,808.2,868.6,929.0,1021.4,1113.8,1206.2,1298.6,1391.0,1400.0,1409.0,1418.0,1427.0,1436.0,1461.4,1486.8,1512.2,1537.6,1563.0,Switzerland,6209.0
307,"Congo, Dem. Rep. of the",0.0,54.0,108.0,162.0,216.0,270.0,347.4,424.8,502.20000000000005,579.6,657.0,670.8,684.6,698.4,712.2,726.0,743.6,761.2,778.8,796.4,814.0,816.2,818.4,820.6,822.8,825.0,835.6,846.2,856.8,867.4,878.0,Switzerland,4170.0
308,Croatia,655.0,738.4,821.8,905.2,988.6,1072.0,1195.6,1319.2,1442.8,1566.4,1690.0,1817.4,1944.8,2072.2,2199.6,2327.0,2465.4,2603.8,2742.2,2880.6,3019.0,3028.8,3038.6,3048.4,3058.2,3068.0,3106.8,3145.6,3184.4,3223.2,3262.0,Switzerland,15093.0
309,Czech Republic,12148.0,11455.6,10763.2,10070.8,9378.4,8686.0,7935.6,7185.2,6434.8,5684.4,4934.0,4843.4,4752.8,4662.2,4571.6,4481.0,4339.4,4197.8,4056.2,3914.6,3773.0,3789.2,3805.4,3821.6,3837.8,3854.0,3917.2,3980.4,4043.6,4106.8,4170.0,Switzerland,42046.0
310,Denmark,559.0,581.8,604.6,627.4,650.2,673.0,715.8,758.6,801.4,844.2,887.0,940.2,993.4,1046.6,1099.8,1153.0,1229.0,1305.0,1381.0,1457.0,1533.0,1540.6,1548.2,1555.8,1563.4,1571.0,1595.4,1619.8,1644.2,1668.6,1693.0,Switzerland,8069.0
311,Egypt,0.0,158.6,317.2,475.79999999999995,634.4,793.0,1018.4,1243.8,1469.2,1694.6,1920.0,1946.0,1972.0,1998.0,2024.0,2050.0,2079.2,2108.4,2137.6,2166.8,2196.0,2202.6,2209.2,2215.8,2222.4,2229.0,2257.6,2286.2,2314.8,2343.4,2372.0,Switzerland,11560.0
312,Finland,821.0,833.2,845.4,857.6,869.8,882.0,922.2,962.4,1002.6,1042.8,1083.0,1133.4,1183.8,1234.2,1284.6,1335.0,1409.2,1483.4,1557.6,1631.8,1706.0,1718.4,1730.8,1743.2,1755.6,1768.0,1801.2,1834.4,1867.6,1900.8,1934.0,Switzerland,9529.0
313,France,13561.0,13752.2,13943.4,14134.6,14325.8,14517.0,15076.6,15636.2,16195.8,16755.4,17315.0,18128.6,18942.2,19755.8,20569.4,21383.0,22542.8,23702.6,24862.4,26022.2,27182.0,27315.6,27449.2,27582.8,27716.4,27850.0,28283.0,28716.0,29149.0,29582.0,30015.0,Switzerland,151823.0
314,Germany,32535.0,32769.2,33003.4,33237.6,33471.8,33706.0,34645.4,35584.8,36524.2,37463.6,38403.0,40283.4,42163.8,44044.2,45924.6,47805.0,50431.0,53057.0,55683.0,58309.0,60935.0,61191.2,61447.4,61703.6,61959.8,62216.0,63122.6,64029.2,64935.8,65842.4,66749.0,Switzerland,342349.0
315,Greece,857.0,889.2,921.4,953.6,985.8,1018.0,1072.8,1127.6,1182.4,1237.2,1292.0,1315.8,1339.6,1363.4,1387.2,1411.0,1441.4,1471.8,1502.2,1532.6,1563.0,1568.8,1574.6,1580.4,1586.2,1592.0,1613.8,1635.6,1657.4,1679.2,1701.0,Switzerland,9434.0
316,Hungary,4871.0,4811.4,4751.8,4692.2,4632.6,4573.0,4564.2,4555.4,4546.6,4537.8,4529.0,4517.4,4505.8,4494.2,4482.6,4471.0,4442.6,4414.2,4385.8,4357.4,4329.0,4346.0,4363.0,4380.0,4397.0,4414.0,4477.0,4540.0,4603.0,4666.0,4729.0,Switzerland,31916.0
317,India,1056.0,1106.8,1157.6,1208.4,1259.2,1310.0,1397.2,1484.4,1571.6,1658.8,1746.0,1842.0,1938.0,2034.0,2130.0,2226.0,2361.0,2496.0,2631.0,2766.0,2901.0,2912.2,2923.4,2934.6,2945.8,2957.0,2998.2,3039.4,3080.6,3121.8,3163.0,Switzerland,15359.0
318,Indonesia,0.0,45.8,91.6,137.39999999999998,183.2,229.0,293.2,357.4,421.6,485.8,550.0,563.6,577.2,590.8,604.4,618.0,637.2,656.4,675.6,694.8,714.0,717.4,720.8,724.2,727.6,731.0,742.6,754.2,765.8,777.4,789.0,Switzerland,3631.0
319,Iran,654.0,717.6,781.2,844.8,908.4,972.0,1068.6,1165.2,1261.8,1358.4,1455.0,1508.0,1561.0,1614.0,1667.0,1720.0,1793.2,1866.4,1939.6,2012.8,2086.0,2094.2,2102.4,2110.6,2118.8,2127.0,2157.0,2187.0,2217.0,2247.0,2277.0,Switzerland,11291.0
320,Iraq,0.0,16.8,33.6,50.400000000000006,67.2,84.0,108.0,132.0,156.0,180.0,204.0,241.0,278.0,315.0,352.0,389.0,441.0,493.0,545.0,597.0,649.0,650.4,651.8,653.2,654.6,656.0,664.0,672.0,680.0,688.0,696.0,Switzerland,2678.0
321,Ireland,0.0,35.0,70.0,105.0,140.0,175.0,224.0,273.0,322.0,371.0,420.0,446.4,472.8,499.2,525.6,552.0,590.8,629.6,668.4,707.2,746.0,750.2,754.4,758.6,762.8,767.0,779.2,791.4,803.6,815.8,828.0,Switzerland,3488.0
322,Israel,492.0,490.0,488.0,486.0,484.0,482.0,488.2,494.4,500.6,506.8,513.0,529.0,545.0,561.0,577.0,593.0,613.8,634.6,655.4,676.2,697.0,699.6,702.2,704.8,707.4,710.0,720.0,730.0,740.0,750.0,760.0,Switzerland,4247.0
323,Italy,7489.0,8160.6,8832.2,9503.8,10175.4,10847.0,11885.0,12923.0,13961.0,14999.0,16037.0,16380.6,16724.2,17067.8,17411.4,17755.0,18204.4,18653.8,19103.2,19552.6,20002.0,20062.4,20122.8,20183.2,20243.6,20304.0,20565.8,20827.6,21089.4,21351.2,21613.0,Switzerland,114047.0
324,Japan,836.0,881.6,927.2,972.8,1018.4,1064.0,1143.6,1223.2,1302.8,1382.4,1462.0,1507.6,1553.2,1598.8,1644.4,1690.0,1761.4,1832.8,1904.2,1975.6,2047.0,2061.2,2075.4,2089.6,2103.8,2118.0,2157.2,2196.4,2235.6,2274.8,2314.0,Switzerland,11531.0
325,Korea,0.0,21.0,42.0,63.0,84.0,105.0,133.8,162.6,191.4,220.2,249.0,282.2,315.4,348.6,381.8,415.0,466.8,518.6,570.4,622.2,674.0,678.8,683.6,688.4,693.2,698.0,711.0,724.0,737.0,750.0,763.0,Switzerland,2904.0
326,Lebanon,0.0,78.0,156.0,234.0,312.0,390.0,501.0,612.0,723.0,834.0,945.0,972.6,1000.2,1027.8,1055.4,1083.0,1120.8,1158.6,1196.4,1234.2,1272.0,1276.6,1281.2,1285.8,1290.4,1295.0,1312.6,1330.2,1347.8,1365.4,1383.0,Switzerland,6368.0
327,Liechtenstein,225.0,232.8,240.6,248.4,256.2,264.0,279.4,294.8,310.2,325.6,341.0,360.6,380.2,399.8,419.4,439.0,466.6,494.2,521.8,549.4,577.0,579.0,581.0,583.0,585.0,587.0,595.0,603.0,611.0,619.0,627.0,Switzerland,3060.0
328,Luxembourg,0.0,28.6,57.2,85.80000000000001,114.4,143.0,183.2,223.4,263.6,303.8,344.0,355.0,366.0,377.0,388.0,399.0,413.8,428.6,443.4,458.2,473.0,475.2,477.4,479.6,481.8,484.0,491.0,498.0,505.0,512.0,519.0,Switzerland,2362.0
329,Macedonia,271.0,305.6,340.2,374.8,409.4,444.0,500.0,556.0,612.0,668.0,724.0,777.2,830.4,883.6,936.8,990.0,1063.8,1137.6,1211.4,1285.2,1359.0,1371.0,1383.0,1395.0,1407.0,1419.0,1442.4,1465.8,1489.2,1512.6,1536.0,Switzerland,6743.0
330,Mexico,0.0,40.2,80.4,120.60000000000001,160.8,201.0,256.6,312.2,367.8,423.4,479.0,519.2,559.4,599.6,639.8,680.0,741.2,802.4,863.6,924.8,986.0,992.6,999.2,1005.8,1012.4,1019.0,1037.4,1055.8,1074.2,1092.6,1111.0,Switzerland,4476.0
331,Morocco,0.0,101.8,203.6,305.4,407.2,509.0,653.4,797.8,942.2,1086.6,1231.0,1314.2,1397.4,1480.6,1563.8,1647.0,1765.2,1883.4,2001.6,2119.8,2238.0,2246.4,2254.8,2263.2,2271.6,2280.0,2312.0,2344.0,2376.0,2408.0,2440.0,Switzerland,10345.0
332,Netherlands,3137.0,3263.2,3389.4,3515.6,3641.8,3768.0,3994.2,4220.4,4446.6,4672.8,4899.0,5094.0,5289.0,5484.0,5679.0,5874.0,6144.4,6414.8,6685.2,6955.6,7226.0,7256.4,7286.8,7317.2,7347.6,7378.0,7485.6,7593.2,7700.8,7808.4,7916.0,Switzerland,40198.0
333,Norway,0.0,49.0,98.0,147.0,196.0,245.0,314.2,383.4,452.6,521.8,591.0,612.6,634.2,655.8,677.4,699.0,729.6,760.2,790.8,821.4,852.0,856.0,860.0,864.0,868.0,872.0,885.2,898.4,911.6,924.8,938.0,Switzerland,4197.0
334,Pakistan,0.0,22.0,44.0,66.0,88.0,110.0,141.6,173.2,204.8,236.4,268.0,283.2,298.4,313.6,328.8,344.0,364.4,384.8,405.2,425.6,446.0,447.0,448.0,449.0,450.0,451.0,456.2,461.4,466.6,471.8,477.0,Switzerland,2096.0
335,Peru,0.0,57.8,115.6,173.39999999999998,231.2,289.0,369.2,449.4,529.6,609.8,690.0,758.2,826.4,894.6,962.8,1031.0,1135.4,1239.8,1344.2,1448.6,1553.0,1563.0,1573.0,1583.0,1593.0,1603.0,1631.4,1659.8,1688.2,1716.6,1745.0,Switzerland,6911.0
336,Philippines,0.0,74.8,149.6,224.39999999999998,299.2,374.0,475.2,576.4,677.6,778.8,880.0,945.0,1010.0,1075.0,1140.0,1205.0,1307.0,1409.0,1511.0,1613.0,1715.0,1728.8,1742.6,1756.4,1770.2,1784.0,1819.8,1855.6,1891.4,1927.2,1963.0,Switzerland,7921.0
337,Poland,1868.0,1996.6,2125.2,2253.8,2382.4,2511.0,2730.4,2949.8,3169.2,3388.6,3608.0,3664.4,3720.8,3777.2,3833.6,3890.0,3966.8,4043.6,4120.4,4197.2,4274.0,4298.8,4323.6,4348.4,4373.2,4398.0,4472.2,4546.4,4620.6,4694.8,4769.0,Switzerland,25318.0
338,Portugal,298.0,395.0,492.0,589.0,686.0,783.0,923.2,1063.4,1203.6,1343.8,1484.0,1503.4,1522.8,1542.2,1561.6,1581.0,1607.6,1634.2,1660.8,1687.4,1714.0,1722.2,1730.4,1738.6,1746.8,1755.0,1781.6,1808.2,1834.8,1861.4,1888.0,Switzerland,9503.0
339,Romania,1458.0,1528.6,1599.2,1669.8,1740.4,1811.0,1937.0,2063.0,2189.0,2315.0,2441.0,2501.0,2561.0,2621.0,2681.0,2741.0,2826.8,2912.6,2998.4,3084.2,3170.0,3187.4,3204.8,3222.2,3239.6,3257.0,3310.4,3363.8,3417.2,3470.6,3524.0,Switzerland,18402.0
340,Russia,0.0,62.6,125.2,187.8,250.4,313.0,398.8,484.6,570.4,656.2,742.0,859.4,976.8,1094.2,1211.6,1329.0,1515.8,1702.6,1889.4,2076.2,2263.0,2275.6,2288.2,2300.8,2313.4,2326.0,2365.2,2404.4,2443.6,2482.8,2522.0,Switzerland,9495.0
341,Serbia and Montenegro,1433.0,1622.4,1811.8,2001.2,2190.6,2380.0,2673.0,2966.0,3259.0,3552.0,3845.0,4167.2,4489.4,4811.6,5133.8,5456.0,5817.0,6178.0,6539.0,6900.0,7261.0,7264.2,7267.4,7270.6,7273.8,7277.0,7382.4,7487.8,7593.2,7698.6,7804.0,Switzerland,35456.0
342,Slovakia,5893.0,5584.2,5275.4,4966.6,4657.8,4349.0,3985.0,3621.0,3257.0,2893.0,2529.0,2489.8,2450.6,2411.4,2372.2,2333.0,2264.4,2195.8,2127.2,2058.6,1990.0,2000.2,2010.4,2020.6,2030.8,2041.0,2066.8,2092.6,2118.4,2144.2,2170.0,Switzerland,21305.0
343,Slovenia,274.0,309.6,345.2,380.8,416.4,452.0,505.8,559.6,613.4,667.2,721.0,773.4,825.8,878.2,930.6,983.0,1053.2,1123.4,1193.6,1263.8,1334.0,1344.4,1354.8,1365.2,1375.6,1386.0,1410.4,1434.8,1459.2,1483.6,1508.0,Switzerland,6658.0
344,South Africa,0.0,45.6,91.2,136.8,182.4,228.0,291.8,355.6,419.4,483.2,547.0,607.2,667.4,727.6,787.8,848.0,935.2,1022.4,1109.6,1196.8,1284.0,1290.0,1296.0,1302.0,1308.0,1314.0,1333.8,1353.6,1373.4,1393.2,1413.0,Switzerland,5634.0
345,Spain,1806.0,1982.4,2158.8,2335.2,2511.6,2688.0,2957.4,3226.8,3496.2,3765.6,4035.0,4112.2,4189.4,4266.6,4343.8,4421.0,4528.8,4636.6,4744.4,4852.2,4960.0,4981.8,5003.6,5025.4,5047.2,5069.0,5144.4,5219.8,5295.2,5370.6,5446.0,Switzerland,28425.0
346,Sri Lanka,0.0,37.2,74.4,111.60000000000001,148.8,186.0,239.2,292.4,345.6,398.8,452.0,474.2,496.4,518.6,540.8,563.0,595.4,627.8,660.2,692.6,725.0,727.6,730.2,732.8,735.4,738.0,748.2,758.4,768.6,778.8,789.0,Switzerland,3453.0
347,Sweden,1686.0,1733.2,1780.4,1827.6,1874.8,1922.0,2020.4,2118.8,2217.2,2315.6,2414.0,2491.8,2569.6,2647.4,2725.2,2803.0,2911.2,3019.4,3127.6,3235.8,3344.0,3361.0,3378.0,3395.0,3412.0,3429.0,3482.8,3536.6,3590.4,3644.2,3698.0,Switzerland,19296.0
348,Syria,0.0,26.8,53.6,80.4,107.2,134.0,172.0,210.0,248.0,286.0,324.0,336.2,348.4,360.6,372.8,385.0,401.6,418.2,434.8,451.4,468.0,469.6,471.2,472.8,474.4,476.0,482.2,488.4,494.6,500.8,507.0,Switzerland,2294.0
349,Thailand,0.0,21.8,43.6,65.4,87.2,109.0,138.8,168.6,198.4,228.2,258.0,290.0,322.0,354.0,386.0,418.0,469.8,521.6,573.4,625.2,677.0,682.8,688.6,694.4,700.2,706.0,720.2,734.4,748.6,762.8,777.0,Switzerland,2945.0
350,Tunisia,285.0,325.8,366.6,407.4,448.2,489.0,549.8,610.6,671.4,732.2,793.0,836.6,880.2,923.8,967.4,1011.0,1069.6,1128.2,1186.8,1245.4,1304.0,1307.2,1310.4,1313.6,1316.8,1320.0,1335.8,1351.6,1367.4,1383.2,1399.0,Switzerland,6601.0
351,Turkey,907.0,1018.0,1129.0,1240.0,1351.0,1462.0,1630.6,1799.2,1967.8,2136.4,2305.0,2405.8,2506.6,2607.4,2708.2,2809.0,2948.2,3087.4,3226.6,3365.8,3505.0,3515.8,3526.6,3537.4,3548.2,3559.0,3605.0,3651.0,3697.0,3743.0,3789.0,Switzerland,18336.0
352,Ukraine,0.0,22.2,44.4,66.6,88.8,111.0,140.4,169.8,199.2,228.6,258.0,298.0,338.0,378.0,418.0,458.0,517.6,577.2,636.8,696.4,756.0,756.8,757.6,758.4,759.2,760.0,768.6,777.2,785.8,794.4,803.0,Switzerland,3146.0
353,United Kingdom,6292.0,6330.8,6369.6,6408.4,6447.2,6486.0,6661.4,6836.8,7012.2,7187.6,7363.0,7697.4,8031.8,8366.2,8700.6,9035.0,9497.2,9959.4,10421.6,10883.8,11346.0,11392.8,11439.6,11486.4,11533.2,11580.0,11747.0,11914.0,12081.0,12248.0,12415.0,Switzerland,64517.0
354,United States,5583.0,5630.8,5678.6,5726.4,5774.2,5822.0,6000.6,6179.2,6357.8,6536.4,6715.0,6999.4,7283.8,7568.2,7852.6,8137.0,8537.8,8938.6,9339.4,9740.2,10141.0,10193.8,10246.6,10299.4,10352.2,10405.0,10571.4,10737.8,10904.2,11070.6,11237.0,Switzerland,58040.0
355,Venezuela,0.0,22.8,45.6,68.4,91.2,114.0,145.6,177.2,208.8,240.4,272.0,296.8,321.6,346.4,371.2,396.0,432.6,469.2,505.8,542.4,579.0,582.2,585.4,588.6,591.8,595.0,604.8,614.6,624.4,634.2,644.0,Switzerland,2600.0
356,Vietnam,576.0,607.4,638.8,670.2,701.6,733.0,786.6,840.2,893.8,947.4,1001.0,1042.8,1084.6,1126.4,1168.2,1210.0,1267.6,1325.2,1382.8,1440.4,1498.0,1504.2,1510.4,1516.6,1522.8,1529.0,1551.2,1573.4,1595.6,1617.8,1640.0,Switzerland,8187.0
357,Algeria,10.0,18.6,27.2,35.8,44.4,53.0,109.2,165.4,221.60000000000002,277.8,334.0,377.2,420.4,463.6,506.8,550.0,613.2,676.4,739.6,802.8,866.0,931.4,996.8,1062.2,1127.6,1193.0,1311.2,1429.4,1547.6,1665.8,1784.0,Chile,4790.0
358,Argentina,1560.0,1641.2,1722.4,1803.6,1884.8,1966.0,2922.0,3878.0,4834.0,5790.0,6746.0,7535.8,8325.6,9115.4,9905.2,10695.0,11660.6,12626.2,13591.8,14557.4,15523.0,16777.4,18031.8,19286.2,20540.6,21795.0,24087.2,26379.4,28671.6,30963.8,33256.0,Chile,91541.0
359,Australia,20.0,24.4,28.8,33.2,37.6,42.0,72.2,102.4,132.6,162.8,193.0,223.8,254.6,285.4,316.2,347.0,394.2,441.4,488.6,535.8,583.0,630.0,677.0,724.0,771.0,818.0,903.8,989.6,1075.4,1161.2,1247.0,Chile,3250.0
360,Austria,250.0,244.8,239.6,234.4,229.2,224.0,250.8,277.6,304.4,331.2,358.0,382.8,407.6,432.4,457.2,482.0,499.8,517.6,535.4,553.2,571.0,617.6,664.2,710.8,757.4,804.0,889.0,974.0,1059.0,1144.0,1229.0,Chile,3918.0
361,Belgium,90.0,112.2,134.4,156.6,178.8,201.0,365.4,529.8,694.2,858.6,1023.0,1149.2,1275.4,1401.6,1527.8,1654.0,1825.4,1996.8,2168.2,2339.6,2511.0,2702.6,2894.2,3085.8,3277.4,3469.0,3816.6,4164.2,4511.8,4859.4,5207.0,Chile,14155.0
362,Bolivia,750.0,726.4,702.8,679.2,655.6,632.0,631.2,630.4,629.6,628.8,628.0,728.6,829.2,929.8,1030.4,1131.0,1282.0,1433.0,1584.0,1735.0,1886.0,2049.4,2212.8,2376.2,2539.6,2703.0,3004.2,3305.4,3606.6,3907.8,4209.0,Chile,11939.0
363,Brazil,340.0,358.8,377.6,396.4,415.2,434.0,652.4,870.8,1089.2,1307.6,1526.0,1763.8,2001.6,2239.4,2477.2,2715.0,3077.4,3439.8,3802.2,4164.6,4527.0,4890.2,5253.4,5616.6,5979.8,6343.0,7005.8,7668.6,8331.4,8994.2,9657.0,Chile,25542.0
364,Bulgaria,0.0,1.2,2.4,3.5999999999999996,4.8,6.0,14.6,23.2,31.799999999999997,40.4,49.0,130.8,212.6,294.4,376.2,458.0,649.0,840.0,1031.0,1222.0,1413.0,1519.2,1625.4,1731.6,1837.8,1944.0,2136.2,2328.4,2520.6,2712.8,2905.0,Chile,6775.0
365,Canada,80.0,84.2,88.4,92.6,96.8,101.0,148.4,195.8,243.2,290.6,338.0,387.0,436.0,485.0,534.0,583.0,652.6,722.2,791.8,861.4,931.0,1006.8,1082.6,1158.4,1234.2,1310.0,1448.8,1587.6,1726.4,1865.2,2004.0,Chile,5347.0
366,China,70.0,71.4,72.8,74.2,75.6,77.0,102.0,127.0,152.0,177.0,202.0,256.6,311.2,365.8,420.4,475.0,576.2,677.4,778.6,879.8,981.0,1059.4,1137.8,1216.2,1294.6,1373.0,1515.6,1658.2,1800.8,1943.4,2086.0,Chile,5264.0
367,Colombia,270.0,289.0,308.0,327.0,346.0,365.0,557.4,749.8,942.2,1134.6,1327.0,1985.6,2644.2,3302.8,3961.4,4620.0,6002.6,7385.2,8767.8,10150.4,11533.0,12428.6,13324.2,14219.8,15115.4,16011.0,17638.2,19265.4,20892.6,22519.8,24147.0,Chile,58273.0
368,Cuba,10.0,53.0,96.0,139.0,182.0,225.0,507.0,789.0,1071.0,1353.0,1635.0,2022.4,2409.8,2797.2,3184.6,3572.0,4264.4,4956.8,5649.2,6341.6,7034.0,7585.2,8136.4,8687.6,9238.8,9790.0,10792.6,11795.2,12797.8,13800.4,14803.0,Chile,37069.0
369,Denmark,40.0,47.0,54.0,61.0,68.0,75.0,128.6,182.2,235.8,289.4,343.0,368.4,393.8,419.2,444.6,470.0,492.6,515.2,537.8,560.4,583.0,627.2,671.4,715.6,759.8,804.0,884.4,964.8,1045.2,1125.6,1206.0,Chile,3521.0
370,Dominican Republic,30.0,40.0,50.0,60.0,70.0,80.0,149.8,219.6,289.4,359.2,429.0,548.0,667.0,786.0,905.0,1024.0,1253.8,1483.6,1713.4,1943.2,2173.0,2337.0,2501.0,2665.0,2829.0,2993.0,3289.4,3585.8,3882.2,4178.6,4475.0,Chile,11204.0
371,Ecuador,230.0,226.2,222.4,218.6,214.8,211.0,234.8,258.6,282.4,306.2,330.0,959.4,1588.8,2218.2,2847.6,3477.0,4889.8,6302.6,7715.4,9128.2,10541.0,11377.6,12214.2,13050.8,13887.4,14724.0,16248.4,17772.8,19297.2,20821.6,22346.0,Chile,51859.0
372,Equatorial Guinea,0.0,8.4,16.8,25.200000000000003,33.6,42.0,96.4,150.8,205.2,259.6,314.0,354.6,395.2,435.8,476.4,517.0,573.6,630.2,686.8,743.4,800.0,860.2,920.4,980.6,1040.8,1101.0,1209.8,1318.6,1427.4,1536.2,1645.0,Chile,4419.0
373,Finland,10.0,16.4,22.8,29.200000000000003,35.6,42.0,89.6,137.2,184.8,232.4,280.0,305.4,330.8,356.2,381.6,407.0,431.2,455.4,479.6,503.8,528.0,567.8,607.6,647.4,687.2,727.0,798.8,870.6,942.4,1014.2,1086.0,Chile,3080.0
374,France,630.0,750.0,870.0,990.0,1110.0,1230.0,2159.2,3088.4,4017.6000000000004,4946.8,5876.0,6714.6,7553.2,8391.8,9230.4,10069.0,11313.2,12557.4,13801.6,15045.8,16290.0,17532.4,18774.8,20017.2,21259.6,22502.0,24753.2,27004.4,29255.6,31506.8,33758.0,Chile,90355.0
375,Germany,1480.0,1509.6,1539.2,1568.8,1598.4,1628.0,2225.4,2822.8,3420.2,4017.6,4615.0,5323.8,6032.6,6741.4,7450.2,8159.0,9245.6,10332.2,11418.8,12505.4,13592.0,14649.8,15707.6,16765.4,17823.2,18881.0,20803.6,22726.2,24648.8,26571.4,28494.0,Chile,76849.0
376,Hungary,230.0,219.0,208.0,197.0,186.0,175.0,165.4,155.8,146.2,136.6,127.0,141.6,156.2,170.8,185.4,200.0,218.8,237.6,256.4,275.2,294.0,318.2,342.4,366.6,390.8,415.0,459.0,503.0,547.0,591.0,635.0,Chile,2076.0
377,India,30.0,36.2,42.4,48.6,54.8,61.0,102.6,144.2,185.8,227.4,269.0,297.2,325.4,353.6,381.8,410.0,439.0,468.0,497.0,526.0,555.0,601.4,647.8,694.2,740.6,787.0,871.6,956.2,1040.8,1125.4,1210.0,Chile,3322.0
378,Iran,30.0,33.8,37.6,41.4,45.2,49.0,78.0,107.0,136.0,165.0,194.0,208.4,222.8,237.2,251.6,266.0,281.6,297.2,312.8,328.4,344.0,370.2,396.4,422.6,448.8,475.0,523.0,571.0,619.0,667.0,715.0,Chile,2073.0
379,Ireland,60.0,64.4,68.8,73.2,77.6,82.0,129.4,176.8,224.2,271.6,319.0,348.6,378.2,407.8,437.4,467.0,504.8,542.6,580.4,618.2,656.0,706.4,756.8,807.2,857.6,908.0,998.8,1089.6,1180.4,1271.2,1362.0,Chile,3854.0
380,Italy,890.0,866.4,842.8,819.2,795.6,772.0,843.2,914.4,985.6,1056.8,1128.0,1268.2,1408.4,1548.6,1688.8,1829.0,2023.0,2217.0,2411.0,2605.0,2799.0,3021.2,3243.4,3465.6,3687.8,3910.0,4315.0,4720.0,5125.0,5530.0,5935.0,Chile,17263.0
381,Japan,140.0,147.0,154.0,161.0,168.0,175.0,246.8,318.6,390.4,462.2,534.0,580.2,626.4,672.6,718.8,765.0,805.8,846.6,887.4,928.2,969.0,1046.2,1123.4,1200.6,1277.8,1355.0,1495.6,1636.2,1776.8,1917.4,2058.0,Chile,5996.0
382,Korea,70.0,73.4,76.8,80.2,83.6,87.0,124.0,161.0,198.0,235.0,272.0,299.6,327.2,354.8,382.4,410.0,438.4,466.8,495.2,523.6,552.0,600.2,648.4,696.6,744.8,793.0,881.4,969.8,1058.2,1146.6,1235.0,Chile,3419.0
383,Mexico,60.0,91.2,122.4,153.6,184.8,216.0,437.4,658.8,880.2,1101.6,1323.0,1552.4,1781.8,2011.2,2240.6,2470.0,2831.0,3192.0,3553.0,3914.0,4275.0,4610.8,4946.6,5282.4,5618.2,5954.0,6564.6,7175.2,7785.8,8396.4,9007.0,Chile,23305.0
384,Morocco,10.0,122.0,234.0,346.0,458.0,570.0,1308.4,2046.8,2785.2,3523.6,4262.0,4648.4,5034.8,5421.2,5807.6,6194.0,6575.4,6956.8,7338.2,7719.6,8101.0,8711.2,9321.4,9931.6,10541.8,11152.0,12255.4,13358.8,14462.2,15565.6,16669.0,Chile,46958.0
385,Netherlands,150.0,167.2,184.4,201.6,218.8,236.0,371.6,507.2,642.8,778.4,914.0,1030.2,1146.4,1262.6,1378.8,1495.0,1651.8,1808.6,1965.4,2122.2,2279.0,2454.0,2629.0,2804.0,2979.0,3154.0,3471.4,3788.8,4106.2,4423.6,4741.0,Chile,12969.0
386,Norway,30.0,36.2,42.4,48.6,54.8,61.0,104.4,147.8,191.2,234.6,278.0,295.8,313.6,331.4,349.2,367.0,374.2,381.4,388.6,395.8,403.0,434.0,465.0,496.0,527.0,558.0,614.2,670.4,726.6,782.8,839.0,Chile,2536.0
387,Panama,70.0,70.4,70.8,71.2,71.6,72.0,100.6,129.2,157.8,186.4,215.0,242.2,269.4,296.6,323.8,351.0,385.8,420.6,455.4,490.2,525.0,567.8,610.6,653.4,696.2,739.0,817.4,895.8,974.2,1052.6,1131.0,Chile,3103.0
388,Paraguay,40.0,42.0,44.0,46.0,48.0,50.0,69.8,89.6,109.4,129.2,149.0,166.8,184.6,202.4,220.2,238.0,259.6,281.2,302.8,324.4,346.0,375.4,404.8,434.2,463.6,493.0,547.0,601.0,655.0,709.0,763.0,Chile,2079.0
389,Peru,540.0,567.6,595.2,622.8,650.4,678.0,951.6,1225.2,1498.8000000000002,1772.4,2046.0,2790.4,3534.8,4279.2,5023.6,5768.0,7125.6,8483.2,9840.8,11198.4,12556.0,13640.0,14724.0,15808.0,16892.0,17976.0,19974.2,21972.4,23970.6,25968.8,27967.0,Chile,67531.0
390,Philippines,60.0,78.0,96.0,114.0,132.0,150.0,279.0,408.0,537.0,666.0,795.0,873.6,952.2,1030.8,1109.4,1188.0,1273.6,1359.2,1444.8,1530.4,1616.0,1737.8,1859.6,1981.4,2103.2,2225.0,2445.2,2665.4,2885.6,3105.8,3326.0,Chile,9360.0
391,Poland,140.0,145.0,150.0,155.0,160.0,165.0,223.0,281.0,339.0,397.0,455.0,532.2,609.4,686.6,763.8,841.0,969.4,1097.8,1226.2,1354.6,1483.0,1597.0,1711.0,1825.0,1939.0,2053.0,2259.8,2466.6,2673.4,2880.2,3087.0,Chile,8224.0
