"COUNTRY","Country","DLVLEDUC","Level of education","DPROGTYP","Programme orientation","DSRCTYP","Funding source","DTRNSTYP","Type of transactions","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","1999","1999","EUR","Euro","6","Millions",,,136.825,,
"DEU","Germany","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2000","2000","EUR","Euro","6","Millions",,,319.8156476098,,
"DEU","Germany","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2001","2001","EUR","Euro","6","Millions",,,196.319,,
"DEU","Germany","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2002","2002","EUR","Euro","6","Millions",,,222.08,,
"DEU","Germany","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2003","2003","EUR","Euro","6","Millions",,,200.76,,
"DEU","Germany","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2004","2004","EUR","Euro","6","Millions",,,288.96,,
"DEU","Germany","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2005","2005","EUR","Euro","6","Millions",,,470.65,,
"DEU","Germany","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2006","2006","EUR","Euro","6","Millions",,,601.33,,
"DEU","Germany","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2007","2007","EUR","Euro","6","Millions",,,382.45,,
"DEU","Germany","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2008","2008","EUR","Euro","6","Millions",,,452.71,,
"DEU","Germany","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2009","2009","EUR","Euro","6","Millions",,,508.31,,
"DEU","Germany","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2010","2010","EUR","Euro","6","Millions",,,608.8,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","1997","1997","EUR","Euro","6","Millions",,,3344.562,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","1998","1998","EUR","Euro","6","Millions",,,3666.656,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","1999","1999","EUR","Euro","6","Millions",,,4099.238,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2000","2000","EUR","Euro","6","Millions",,,4617.156,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2001","2001","EUR","Euro","6","Millions",,,5120.686,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2002","2002","EUR","Euro","6","Millions",,,5597.39933827,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2003","2003","EUR","Euro","6","Millions",,,6135.26,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2004","2004","EUR","Euro","6","Millions",,,7103.93,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2005","2005","EUR","Euro","6","Millions",,,7897.88,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","1997","1997","EUR","Euro","6","Millions",,,3344.562,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","1998","1998","EUR","Euro","6","Millions",,,3876.851,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","1999","1999","EUR","Euro","6","Millions",,,3935.123,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2000","2000","EUR","Euro","6","Millions",,,4375.838,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2001","2001","EUR","Euro","6","Millions",,,4901.17,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2002","2002","EUR","Euro","6","Millions",,,5431.33485148,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2003","2003","EUR","Euro","6","Millions",,,0,"m","Missing value"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2004","2004","EUR","Euro","6","Millions",,,6791.01,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2005","2005","EUR","Euro","6","Millions",,,7292.23,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","1997","1997","EUR","Euro","6","Millions",,,64.563,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","1998","1998","EUR","Euro","6","Millions",,,60.455,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","1999","1999","EUR","Euro","6","Millions",,,303.821,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2000","2000","EUR","Euro","6","Millions",,,515.146,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2001","2001","EUR","Euro","6","Millions",,,320.319,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2002","2002","EUR","Euro","6","Millions",,,291.02952953,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2003","2003","EUR","Euro","6","Millions",,,0,"m","Missing value"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2004","2004","EUR","Euro","6","Millions",,,423.56,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2005","2005","EUR","Euro","6","Millions",,,684.71,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","1997","1997","EUR","Euro","6","Millions",,,0,"a","Not applicable"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","1998","1998","EUR","Euro","6","Millions",,,0,"a","Not applicable"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","1999","1999","EUR","Euro","6","Millions",,,0,"a","Not applicable"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2000","2000","EUR","Euro","6","Millions",,,85.106,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2001","2001","EUR","Euro","6","Millions",,,104,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2002","2002","EUR","Euro","6","Millions",,,127.1810559,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2003","2003","EUR","Euro","6","Millions",,,156.94,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2004","2004","EUR","Euro","6","Millions",,,186.59,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2005","2005","EUR","Euro","6","Millions",,,160.93,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","1997","1997","EUR","Euro","6","Millions",,,1347.63,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","1998","1998","EUR","Euro","6","Millions",,,1388.059,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","1999","1999","EUR","Euro","6","Millions",,,291.546,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2000","2000","EUR","Euro","6","Millions",,,1307.464,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2001","2001","EUR","Euro","6","Millions",,,311.293,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2002","2002","EUR","Euro","6","Millions",,,269.58645119,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2003","2003","EUR","Euro","6","Millions",,,2235.85,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2004","2004","EUR","Euro","6","Millions",,,2240.07,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2005","2005","EUR","Euro","6","Millions",,,2550.34,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","1997","1997","EUR","Euro","6","Millions",,,0,"m","Missing value"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","1998","1998","EUR","Euro","6","Millions",,,0,"m","Missing value"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","1999","1999","EUR","Euro","6","Millions",,,0,"m","Missing value"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","2000","2000","EUR","Euro","6","Millions",,,0,"m","Missing value"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","2001","2001","EUR","Euro","6","Millions",,,0,"m","Missing value"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","2002","2002","EUR","Euro","6","Millions",,,0,"m","Missing value"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","2003","2003","EUR","Euro","6","Millions",,,39.4,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","2004","2004","EUR","Euro","6","Millions",,,0,"m","Missing value"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","2005","2005","EUR","Euro","6","Millions",,,103.27,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","1997","1997","EUR","Euro","6","Millions",,,0,"m","Missing value"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","1998","1998","EUR","Euro","6","Millions",,,0,"m","Missing value"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","1999","1999","EUR","Euro","6","Millions",,,0,"m","Missing value"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2000","2000","EUR","Euro","6","Millions",,,0,"m","Missing value"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2001","2001","EUR","Euro","6","Millions",,,0,"m","Missing value"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2002","2002","EUR","Euro","6","Millions",,,0,"m","Missing value"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2003","2003","EUR","Euro","6","Millions",,,0,"m","Missing value"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2004","2004","EUR","Euro","6","Millions",,,0,"m","Missing value"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2005","2005","EUR","Euro","6","Millions",,,0,"m","Missing value"
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","1997","1997","EUR","Euro","6","Millions",,,167.77,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","1998","1998","EUR","Euro","6","Millions",,,231.962,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","1999","1999","EUR","Euro","6","Millions",,,383.332,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2000","2000","EUR","Euro","6","Millions",,,371.452,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2001","2001","EUR","Euro","6","Millions",,,453.452,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2002","2002","EUR","Euro","6","Millions",,,686.84574338,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2003","2003","EUR","Euro","6","Millions",,,864.42,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2004","2004","EUR","Euro","6","Millions",,,782.47,,
"GRC","Greece","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2005","2005","EUR","Euro","6","Millions",,,941.7,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","1997","1997","HUF","Forint","6","Millions",,,393939,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","1998","1998","HUF","Forint","6","Millions",,,460387,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","1999","1999","HUF","Forint","6","Millions",,,531493,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2000","2000","HUF","Forint","6","Millions",,,648668,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2001","2001","HUF","Forint","6","Millions",,,764402,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2002","2002","HUF","Forint","6","Millions",,,922149,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2003","2003","HUF","Forint","6","Millions",,,1108067,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2004","2004","HUF","Forint","6","Millions",,,1124663.39,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2005","2005","HUF","Forint","6","Millions",,,1202069.63,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2006","2006","HUF","Forint","6","Millions",,,1287810,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2007","2007","HUF","Forint","6","Millions",,,1321833.06,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2008","2008","HUF","Forint","6","Millions",,,1353679.8,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2009","2009","HUF","Forint","6","Millions",,,1311811.98,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2010","2010","HUF","Forint","6","Millions",,,1298327.07,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","1997","1997","HUF","Forint","6","Millions",,,265962,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","1998","1998","HUF","Forint","6","Millions",,,304248,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","1999","1999","HUF","Forint","6","Millions",,,367775,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2000","2000","HUF","Forint","6","Millions",,,484527,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2001","2001","HUF","Forint","6","Millions",,,566348,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2002","2002","HUF","Forint","6","Millions",,,648803,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2003","2003","HUF","Forint","6","Millions",,,810975,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2004","2004","HUF","Forint","6","Millions",,,810929.8,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2005","2005","HUF","Forint","6","Millions",,,842248.76,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2006","2006","HUF","Forint","6","Millions",,,896105,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2007","2007","HUF","Forint","6","Millions",,,904453.98,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2008","2008","HUF","Forint","6","Millions",,,889447.64,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2009","2009","HUF","Forint","6","Millions",,,928479.2,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2010","2010","HUF","Forint","6","Millions",,,855060.37,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","1997","1997","HUF","Forint","6","Millions",,,0,"x","Included elsewhere"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","1998","1998","HUF","Forint","6","Millions",,,0,"x","Included elsewhere"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","1999","1999","HUF","Forint","6","Millions",,,0,"x","Included elsewhere"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2000","2000","HUF","Forint","6","Millions",,,0,"x","Included elsewhere"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2001","2001","HUF","Forint","6","Millions",,,0,"x","Included elsewhere"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2002","2002","HUF","Forint","6","Millions",,,0,"x","Included elsewhere"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2003","2003","HUF","Forint","6","Millions",,,0,"x","Included elsewhere"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2004","2004","HUF","Forint","6","Millions",,,0,"x","Included elsewhere"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2005","2005","HUF","Forint","6","Millions",,,0,"x","Included elsewhere"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2006","2006","HUF","Forint","6","Millions",,,0,"x","Included elsewhere"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2007","2007","HUF","Forint","6","Millions",,,0,"x","Included elsewhere"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2008","2008","HUF","Forint","6","Millions",,,0,"x","Included elsewhere"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2009","2009","HUF","Forint","6","Millions",,,0,"x","Included elsewhere"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2010","2010","HUF","Forint","6","Millions",,,0,"x","Included elsewhere"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","1997","1997","HUF","Forint","6","Millions",,,291105,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","1998","1998","HUF","Forint","6","Millions",,,337208,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","1999","1999","HUF","Forint","6","Millions",,,380529,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2000","2000","HUF","Forint","6","Millions",,,414778,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2001","2001","HUF","Forint","6","Millions",,,478433,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2002","2002","HUF","Forint","6","Millions",,,594136,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2003","2003","HUF","Forint","6","Millions",,,735286,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2004","2004","HUF","Forint","6","Millions",,,759199.19,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2005","2005","HUF","Forint","6","Millions",,,824136.57,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2006","2006","HUF","Forint","6","Millions",,,848545,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2007","2007","HUF","Forint","6","Millions",,,863671.89,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2008","2008","HUF","Forint","6","Millions",,,884564.6,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2009","2009","HUF","Forint","6","Millions",,,821222.39,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2010","2010","HUF","Forint","6","Millions",,,833539.46,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","1997","1997","HUF","Forint","6","Millions",,,0,"m","Missing value"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","1998","1998","HUF","Forint","6","Millions",,,0,"m","Missing value"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","1999","1999","HUF","Forint","6","Millions",,,0,"m","Missing value"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2000","2000","HUF","Forint","6","Millions",,,0,"m","Missing value"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2001","2001","HUF","Forint","6","Millions",,,0,"m","Missing value"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2002","2002","HUF","Forint","6","Millions",,,0,"m","Missing value"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2003","2003","HUF","Forint","6","Millions",,,0,"m","Missing value"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2004","2004","HUF","Forint","6","Millions",,,107462.92,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2005","2005","HUF","Forint","6","Millions",,,107446.1,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2006","2006","HUF","Forint","6","Millions",,,127882,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2007","2007","HUF","Forint","6","Millions",,,0,"m","Missing value"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2008","2008","HUF","Forint","6","Millions",,,0,"m","Missing value"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2009","2009","HUF","Forint","6","Millions",,,0,"m","Missing value"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2010","2010","HUF","Forint","6","Millions",,,0,"m","Missing value"
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","1997","1997","HUF","Forint","6","Millions",,,29678,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","1998","1998","HUF","Forint","6","Millions",,,35160,,
"HUN","Hungary","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","1999","1999","HUF","Forint","6","Millions",,,0,"m","Missing value"
