"COUNTRY","Country","DLVLEDUC","Level of education","DPROGTYP","Programme orientation","DSRCTYP","Funding source","DTRNSTYP","Type of transactions","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2007","2007","EUR","Euro","6","Millions",,,0,"x","Included elsewhere"
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2008","2008","EUR","Euro","6","Millions",,,0,"m","Missing value"
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2009","2009","EUR","Euro","6","Millions",,,0,"m","Missing value"
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2010","2010","EUR","Euro","6","Millions",,,0,"m","Missing value"
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","1997","1997","EUR","Euro","6","Millions",,,174.36,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","1998","1998","EUR","Euro","6","Millions",,,229.162,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","1999","1999","EUR","Euro","6","Millions",,,188.921,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2000","2000","EUR","Euro","6","Millions",,,134.762,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2001","2001","EUR","Euro","6","Millions",,,119.424,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2002","2002","EUR","Euro","6","Millions",,,96.4179,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2003","2003","EUR","Euro","6","Millions",,,85.32,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2004","2004","EUR","Euro","6","Millions",,,165.08,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2005","2005","EUR","Euro","6","Millions",,,193.3,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2006","2006","EUR","Euro","6","Millions",,,150.86,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2007","2007","EUR","Euro","6","Millions",,,62.91,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2008","2008","EUR","Euro","6","Millions",,,85.9,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2009","2009","EUR","Euro","6","Millions",,,63.82,,
"IRL","Ireland","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2010","2010","EUR","Euro","6","Millions",,,104.62,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","1997","1997","EUR","Euro","6","Millions",,,47321.209,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","1998","1998","EUR","Euro","6","Millions",,,52338.901,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","1999","1999","EUR","Euro","6","Millions",,,50385.319,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2000","2000","EUR","Euro","6","Millions",,,54159.978,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2001","2001","EUR","Euro","6","Millions",,,60697.296,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2002","2002","EUR","Euro","6","Millions",,,59848.85737268,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2003","2003","EUR","Euro","6","Millions",,,63344.08,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2004","2004","EUR","Euro","6","Millions",,,63687.03,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2005","2005","EUR","Euro","6","Millions",,,63304.74,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2006","2006","EUR","Euro","6","Millions",,,70266.08,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2007","2007","EUR","Euro","6","Millions",,,66289.72,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2008","2008","EUR","Euro","6","Millions",,,71861.46,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2009","2009","EUR","Euro","6","Millions",,,71350.65,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2010","2010","EUR","Euro","6","Millions",,,69834.72,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","1997","1997","EUR","Euro","6","Millions",,,37572.443,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","1998","1998","EUR","Euro","6","Millions",,,41047.791,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","1999","1999","EUR","Euro","6","Millions",,,38114.351,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2000","2000","EUR","Euro","6","Millions",,,43673.304,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2001","2001","EUR","Euro","6","Millions",,,50057.463,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2002","2002","EUR","Euro","6","Millions",,,47798.44535916,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2003","2003","EUR","Euro","6","Millions",,,50950.6,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2004","2004","EUR","Euro","6","Millions",,,50784.71,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2005","2005","EUR","Euro","6","Millions",,,50372.64,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2006","2006","EUR","Euro","6","Millions",,,57359.62,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2007","2007","EUR","Euro","6","Millions",,,54209.46,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2008","2008","EUR","Euro","6","Millions",,,58861.78,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2009","2009","EUR","Euro","6","Millions",,,57248.61,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2010","2010","EUR","Euro","6","Millions",,,56204.19,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","1997","1997","EUR","Euro","6","Millions",,,2344.345,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","1998","1998","EUR","Euro","6","Millions",,,3622.971,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","1999","1999","EUR","Euro","6","Millions",,,4574.556,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2000","2000","EUR","Euro","6","Millions",,,3777.426,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2001","2001","EUR","Euro","6","Millions",,,3905.38,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2002","2002","EUR","Euro","6","Millions",,,4846.41392248,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2003","2003","EUR","Euro","6","Millions",,,4752.31,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2004","2004","EUR","Euro","6","Millions",,,4746.07,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2005","2005","EUR","Euro","6","Millions",,,5180.69,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2006","2006","EUR","Euro","6","Millions",,,4985.01,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2007","2007","EUR","Euro","6","Millions",,,5255.25,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2008","2008","EUR","Euro","6","Millions",,,5451.05,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2009","2009","EUR","Euro","6","Millions",,,6765,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","120","Regional government expenditures","9000","All types of transactions","2010","2010","EUR","Euro","6","Millions",,,6967.32,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","1997","1997","EUR","Euro","6","Millions",,,7714.1,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","1998","1998","EUR","Euro","6","Millions",,,8010.574,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","1999","1999","EUR","Euro","6","Millions",,,8290.653,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2000","2000","EUR","Euro","6","Millions",,,7387.426,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2001","2001","EUR","Euro","6","Millions",,,7554.609,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2002","2002","EUR","Euro","6","Millions",,,7975.26476954,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2003","2003","EUR","Euro","6","Millions",,,8503.53,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2004","2004","EUR","Euro","6","Millions",,,9052.35,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2005","2005","EUR","Euro","6","Millions",,,8647.79,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2006","2006","EUR","Euro","6","Millions",,,8833.76,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2007","2007","EUR","Euro","6","Millions",,,8567.06,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2008","2008","EUR","Euro","6","Millions",,,8976.63,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2009","2009","EUR","Euro","6","Millions",,,9124.84,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","130","Local government expenditures","9000","All types of transactions","2010","2010","EUR","Euro","6","Millions",,,8069.85,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","1997","1997","EUR","Euro","6","Millions",,,6523.483,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","1998","1998","EUR","Euro","6","Millions",,,8096.536,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","1999","1999","EUR","Euro","6","Millions",,,11695.069,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2000","2000","EUR","Euro","6","Millions",,,9816.631,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2001","2001","EUR","Euro","6","Millions",,,10249.898,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2002","2002","EUR","Euro","6","Millions",,,11865.39296484,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2003","2003","EUR","Euro","6","Millions",,,12858.28,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2004","2004","EUR","Euro","6","Millions",,,14151.88,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2005","2005","EUR","Euro","6","Millions",,,13753.55,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2006","2006","EUR","Euro","6","Millions",,,13224.82,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2007","2007","EUR","Euro","6","Millions",,,13958.81,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2008","2008","EUR","Euro","6","Millions",,,14509.45,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2009","2009","EUR","Euro","6","Millions",,,15335.53,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","200","Private expenditures","9000","All types of transactions","2010","2010","EUR","Euro","6","Millions",,,15819.56,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","1997","1997","EUR","Euro","6","Millions",,,413.538,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","1998","1998","EUR","Euro","6","Millions",,,533.169,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","1999","1999","EUR","Euro","6","Millions",,,702.747,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","2000","2000","EUR","Euro","6","Millions",,,655.475,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","2001","2001","EUR","Euro","6","Millions",,,882.914,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","2002","2002","EUR","Euro","6","Millions",,,751.50401177,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","2003","2003","EUR","Euro","6","Millions",,,1181.03,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","2004","2004","EUR","Euro","6","Millions",,,1660.63,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","2005","2005","EUR","Euro","6","Millions",,,1698.35,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","2006","2006","EUR","Euro","6","Millions",,,1307.47,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","2007","2007","EUR","Euro","6","Millions",,,1180.98,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","2008","2008","EUR","Euro","6","Millions",,,1231.6,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","2009","2009","EUR","Euro","6","Millions",,,1278.68,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","220","Expenditures of private entities other than households","9000","All types of transactions","2010","2010","EUR","Euro","6","Millions",,,1363.87,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","1997","1997","EUR","Euro","6","Millions",,,0,"n","Negligable"
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","1998","1998","EUR","Euro","6","Millions",,,0,"m","Missing value"
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","1999","1999","EUR","Euro","6","Millions",,,0,"x","Included elsewhere"
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2000","2000","EUR","Euro","6","Millions",,,0,"a","Not applicable"
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2001","2001","EUR","Euro","6","Millions",,,0,"x","Included elsewhere"
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2002","2002","EUR","Euro","6","Millions",,,0,"m","Missing value"
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2003","2003","EUR","Euro","6","Millions",,,0,"x","Included elsewhere"
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2004","2004","EUR","Euro","6","Millions",,,0,"x","Included elsewhere"
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2005","2005","EUR","Euro","6","Millions",,,0,"x","Included elsewhere"
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2006","2006","EUR","Euro","6","Millions",,,0,"x","Included elsewhere"
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2007","2007","EUR","Euro","6","Millions",,,0,"x","Included elsewhere"
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2008","2008","EUR","Euro","6","Millions",,,0,"n","Negligable"
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2009","2009","EUR","Euro","6","Millions",,,0,"n","Negligable"
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","221","Expenditures of firms for specified educational activities","9000","All types of transactions","2010","2010","EUR","Euro","6","Millions",,,0,"x","Included elsewhere"
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","1997","1997","EUR","Euro","6","Millions",,,489.642,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","1998","1998","EUR","Euro","6","Millions",,,511.327,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","1999","1999","EUR","Euro","6","Millions",,,113.408,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2000","2000","EUR","Euro","6","Millions",,,107.124,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2001","2001","EUR","Euro","6","Millions",,,105.89,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2002","2002","EUR","Euro","6","Millions",,,0,"m","Missing value"
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2003","2003","EUR","Euro","6","Millions",,,0,"m","Missing value"
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2004","2004","EUR","Euro","6","Millions",,,0,"m","Missing value"
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2005","2005","EUR","Euro","6","Millions",,,169.83,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2006","2006","EUR","Euro","6","Millions",,,213.04,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2007","2007","EUR","Euro","6","Millions",,,286.24,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2008","2008","EUR","Euro","6","Millions",,,603.56,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2009","2009","EUR","Euro","6","Millions",,,669.07,,
"ITA","Italy","900000","All levels of education + not allocated by level","900000","All educational programmes","300","Funds from international agencies and other foreign sources","9000","All types of transactions","2010","2010","EUR","Euro","6","Millions",,,752.2,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","1997","1997","JPY","Yen","6","Millions",,,18102813.52,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","1998","1998","JPY","Yen","6","Millions",,,17925974.348,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","1999","1999","JPY","Yen","6","Millions",,,18123586.785,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2000","2000","JPY","Yen","6","Millions",,,18271843.931,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2001","2001","JPY","Yen","6","Millions",,,18208597.221,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2002","2002","JPY","Yen","6","Millions",,,18124033.509,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2003","2003","JPY","Yen","6","Millions",,,18181758.33,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2004","2004","JPY","Yen","6","Millions",,,17951741.74,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2005","2005","JPY","Yen","6","Millions",,,17549348.21,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2006","2006","JPY","Yen","6","Millions",,,17514101.32,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2007","2007","JPY","Yen","6","Millions",,,17550029.15,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2008","2008","JPY","Yen","6","Millions",,,17647553.05,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2009","2009","JPY","Yen","6","Millions",,,17815399.58,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","100","Government expenditures (all levels)","9000","All types of transactions","2010","2010","JPY","Yen","6","Millions",,,18225772.65,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","1997","1997","JPY","Yen","6","Millions",,,5430015.21,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","1998","1998","JPY","Yen","6","Millions",,,5371735.509,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","1999","1999","JPY","Yen","6","Millions",,,5635489.035,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2000","2000","JPY","Yen","6","Millions",,,5942366.303,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2001","2001","JPY","Yen","6","Millions",,,6064879.518,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2002","2002","JPY","Yen","6","Millions",,,6015005.946,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2003","2003","JPY","Yen","6","Millions",,,6208632.47,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2004","2004","JPY","Yen","6","Millions",,,6103171.66,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2005","2005","JPY","Yen","6","Millions",,,5680024.13,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2006","2006","JPY","Yen","6","Millions",,,5361112.57,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2007","2007","JPY","Yen","6","Millions",,,5048011.52,,
"JPN","Japan","900000","All levels of education + not allocated by level","900000","All educational programmes","110","Central government expenditures","9000","All types of transactions","2008","2008","JPY","Yen","6","Millions",,,5180021.71,,
