,Country Name,variable,value
0,Argentina,1980,2.60715007781982
1,Armenia,1980,1.84843003749847
2,Australia,1980,5.65407991409302
3,Austria,1980,5.00896978378296
4,Azerbaijan,1980,6.05797004699707
5,Bangladesh,1980,0.937600016593933
6,Belgium,1980,5.31063985824585
7,Benin,1980,2.74788999557495
8,Brazil,1980,4.56816005706787
9,Bulgaria,1980,3.52947998046875
10,Burundi,1980,3.34676003456116
11,Cameroon,1980,2.98497009277344
12,Canada,1980,6.48467016220093
13,Chile,1980,4.21999979019165
14,Colombia,1980,1.72912001609802
15,Costa Rica,1980,7.34716987609863
16,Cote d'Ivoire,1980,6.85975980758667
17,Cyprus,1980,3.42600989341736
18,Czech Republic,1980,3.77507996559143
19,Denmark,1980,5.91093015670776
20,Estonia,1980,5.70691013336182
21,Ethiopia,1980,2.11234998703003
22,Finland,1980,4.82574987411499
23,"Gambia, The",1980,4.29514980316162
24,Ghana,1980,2.70777010917664
25,Guinea,1980,2.01639008522034
26,Guyana,1980,8.2534704208374
27,"Hong Kong SAR, China",1980,2.19214010238647
28,Hungary,1980,5.87939977645874
29,Iceland,1980,4.25224018096924
30,"Iran, Islamic Rep.",1980,7.1314001083374
31,Ireland,1980,5.31584978103638
32,Israel,1980,7.14694976806641
33,Italy,1980,4.48805999755859
34,Jamaica,1980,5.39190006256104
35,Japan,1980,5.0687198638916
36,Kenya,1980,5.38787984848022
37,Kyrgyz Republic,1980,5.58819007873535
38,Latvia,1980,5.27811002731323
39,Lesotho,1980,10.0969400405884
40,Lithuania,1980,4.76492023468018
41,"Macao SAR, China",1980,3.37756991386414
42,Madagascar,1980,3.35711002349854
43,Malaysia,1980,5.72619009017944
44,Mali,1980,3.47065997123718
45,Malta,1980,2.86532998085022
46,Mauritius,1980,5.05397987365723
47,Mexico,1980,2.28201007843018
48,Nepal,1980,2.89287996292114
49,Netherlands,1980,5.89279985427856
50,New Zealand,1980,4.23264980316162
51,Niger,1980,2.06030011177063
52,Norway,1980,5.78014993667603
53,Oman,1980,3.79282999038696
54,Pakistan,1980,2.13094997406006
55,Panama,1980,3.53567004203796
56,Peru,1980,3.11879992485046
57,Poland,1980,3.89144992828369
58,Portugal,1980,3.06743001937866
59,Saudi Arabia,1980,3.89024996757507
60,Senegal,1980,2.52794003486633
61,Slovak Republic,1980,5.35694980621338
62,Slovenia,1980,4.43858003616333
63,South Africa,1980,5.16433000564575
64,Spain,1980,3.12818002700806
65,Sri Lanka,1980,2.7041699886322
66,St. Lucia,1980,5.53879022598267
67,Eswatini,1980,5.29720020294189
68,Sweden,1980,6.53704977035522
69,Switzerland,1980,4.36030006408691
70,Thailand,1980,2.57453989982605
71,Togo,1980,5.882080078125
72,Tunisia,1980,5.2351598739624
73,United Kingdom,1980,5.07011985778809
74,Uruguay,1980,2.15950989723206
75,Zambia,1980,4.12670993804932
76,Argentina,1981,2.10251003503799
77,Armenia,1981,1.84843003749847
78,Australia,1981,5.5669150352478045
79,Austria,1981,5.36780977249146
80,Azerbaijan,1981,6.05797004699707
81,Bangladesh,1981,1.07149994373322
82,Belgium,1981,5.4353199005127
83,Benin,1981,2.74788999557495
84,Brazil,1981,4.56816005706787
85,Bulgaria,1981,3.621937990188599
86,Burundi,1981,3.34676003456116
87,Cameroon,1981,2.98497009277344
88,Canada,1981,6.43061017990112
89,Chile,1981,4.91429996490479
90,Colombia,1981,2.59723997116089
91,Costa Rica,1981,6.11611986160278
92,Cote d'Ivoire,1981,6.853208144505819
93,Cyprus,1981,3.79132008552551
94,Czech Republic,1981,3.77507996559143
95,Denmark,1981,5.898816823959349
96,Estonia,1981,5.70691013336182
97,Ethiopia,1981,2.11234998703003
98,Finland,1981,4.83336019515991
99,"Gambia, The",1981,4.29514980316162
100,Ghana,1981,1.80812001228333
101,Guinea,1981,2.01639008522034
102,Guyana,1981,8.2534704208374
103,"Hong Kong SAR, China",1981,2.27172994613647
104,Hungary,1981,5.87939977645874
105,Iceland,1981,4.25224018096924
106,"Iran, Islamic Rep.",1981,7.1314001083374
107,Ireland,1981,5.72516012191772
108,Israel,1981,7.09190988540649
109,Italy,1981,4.48805999755859
110,Jamaica,1981,5.39190006256104
111,Japan,1981,5.06440019607544
112,Kenya,1981,5.92372989654541
113,Kyrgyz Republic,1981,5.58819007873535
114,Latvia,1981,5.27811002731323
115,Lesotho,1981,10.0969400405884
116,Lithuania,1981,4.76492023468018
117,"Macao SAR, China",1981,3.37756991386414
118,Madagascar,1981,2.87990999221802
119,Malaysia,1981,6.69696998596191
120,Mali,1981,3.44794011116028
121,Malta,1981,2.86532998085022
122,Mauritius,1981,5.05397987365723
123,Mexico,1981,2.28201007843018
124,Nepal,1981,2.89287996292114
125,Netherlands,1981,5.74937009811401
126,New Zealand,1981,4.44054985046387
127,Niger,1981,2.06030011177063
128,Norway,1981,5.54364013671875
129,Oman,1981,3.79282999038696
130,Pakistan,1981,1.97245001792908
131,Panama,1981,3.43179988861084
132,Peru,1981,3.11879992485046
133,Poland,1981,3.89144992828369
134,Portugal,1981,3.18575000762939
135,Saudi Arabia,1981,3.89024996757507
136,Senegal,1981,2.52794003486633
137,Slovak Republic,1981,5.35694980621338
138,Slovenia,1981,4.43858003616333
139,South Africa,1981,5.16433000564575
140,Spain,1981,3.12818002700806
141,Sri Lanka,1981,2.44220995903015
142,St. Lucia,1981,5.53879022598267
143,Eswatini,1981,6.58382987976074
144,Sweden,1981,6.78119993209839
145,Switzerland,1981,4.3221001625061
146,Thailand,1981,2.88314008712769
147,Togo,1981,5.882080078125
