,country,co2,expRD,expEd,expHealth,gdp,year
1289,Uzbekistan,111649.149,0.36063,2.05310607,5.21655655,13360607917.877316,6
1291,"Venezuela, RB",109529.623,0.18907000000000002,3.36394501,7.33427238,60391604938.271614,6
1292,Vietnam,23091.099,0.19272999999999998,1.69229567,4.84926939,26336616250.439682,6
1294,Zambia,2889.5959999999995,0.011040000000000001,3.18158054,7.15237093,1661948717.948718,6
1296,Albania,7444.01,0.08757000000000001,2.76625538,7.2333703,2080796250.0,7
1297,Algeria,84120.98,0.23028,2.51082778,3.48903275,66742267773.195885,7
1299,Angola,5815.861999999999,0.03229,1.11098742,1.90859938,8083872012.473263,7
1301,Argentina,114942.115,0.41748999999999997,4.63411379,8.46696377,111106191358.19743,7
1302,Armenia,5826.863,0.18692,0.95468217,4.19581175,2256838858.427141,7
1303,Australia,256106.947,1.6665,5.46949816,7.61383343,189061672842.774,7
1304,Austria,57744.249,1.58077,6.82578659,9.20371437,124168442533.73967,7
1305,Azerbaijan,56240.779,0.23533,0.86689276,2.94894385,8858006035.915659,7
1307,Bahrain,11430.038999999999,0.10116,2.35164309,3.56132603,3392021010.638298,7
1310,Belarus,87417.61300000001,0.9985200000000001,4.30438089,5.46676111,21650000000.0,7
1311,Belgium,103116.04,1.72963,5.96185923,7.9991765,149394404105.8887,7
1315,Bolivia,4030.033,0.32544,2.43201637,4.39554119,4323623622.162202,7
1316,Bosnia and Herzegovina,15053.035,0.01854,4.08672619,7.65342188,1255802469.1358025,7
1317,Botswana,1239.4460000000001,0.53286,3.19477272,5.82725811,1965274882.363452,7
1318,Brazil,207530.198,1.04751,3.47024679,8.33481598,294084112392.66034,7
1319,Brunei Darussalam,3318.635,0.01592,2.14061809,2.5432477,2754463437.7967715,7
1320,Bulgaria,91634.663,0.42201000000000005,3.4715004,5.82971001,28101000000.0,7
1321,Burkina Faso,517.047,0.15834,1.08095813,3.31752229,2369835438.623928,7
1322,Burundi,249.356,0.20068,1.46507251,6.17697144,1131466494.0110068,7
1323,Cabo Verde,80.67399999999999,0.07264,3.16139579,4.43401194,235253171.8410616,7
1324,Cambodia,436.37300000000005,0.0498,1.2926053999999998,6.54116726,2533727592.0416512,7
1326,Canada,431349.21,1.61209,6.02896738,8.27567863,431316742081.448,7
1328,Chad,198.018,0.3005,2.07503939,5.45750713,1163426850.6501515,7
1329,Chile,22673.061,0.30956999999999996,2.51822186,7.03517628,22255407684.699883,7
1330,China,2209708.531,0.56324,0.98304564,4.47341394,272972974764.57397,7
1331,Colombia,50487.255999999994,0.29923,4.20017815,5.63529348,36373307085.088745,7
1333,"Congo, Dem. Rep.",3854.0170000000003,0.26777,0.061828999999999995,1.45309758,7661625472.57705,7
1335,Costa Rica,2757.5840000000003,0.30377,4.28046608,6.59314299,4532952047.156284,7
1336,Cote d'Ivoire,7682.365,0.0956,0.8112600999999999,5.59964752,10087653189.328686,7
1337,Croatia,16417.159,0.8404,6.54853821,7.70187807,22534323220.02657,7
1338,Cuba,33952.753,0.34736,5.50884342,6.58189821,25213935012.0819,7
1339,Cyprus,4121.708,0.20331,2.18027353,5.30800056,3704813885.5054812,7
1340,Czech Republic,138176.22699999998,0.89446,5.07170343,5.71755314,40728950704.61762,7
1341,Denmark,58341.97,1.80667,6.73533964,8.10438347,109414423928.77504,7
1345,Ecuador,15115.374,0.07406,0.96102405,3.31528974,13945431882.227064,7
1346,"Egypt, Arab Rep.",74810.467,0.2126,1.73206902,4.92244291,40455616653.574234,7
1347,El Salvador,2449.556,0.08818,3.94314814,8.92467785,3958045800.0,7
1350,Estonia,23879.504,0.5707399999999999,3.92247367,5.15698433,4006983328.922996,7
1351,Ethiopia,2581.5679999999998,0.17917,1.79956126,4.3650465,10527338647.342995,7
1353,Finland,57656.240999999995,2.4531099999999997,5.37109375,7.09253168,91594751792.2359,7
1354,France,377491.981,2.2228,6.97070265,9.58447742,934173305685.9108,7
1355,Gabon,4022.699,0.41633000000000003,1.06383801,2.90536857,3281797038.6656594,7
1356,"Gambia, The",179.683,0.020390000000000002,0.58467138,6.63892317,220626484.2248106,7
1357,Georgia,15335.393999999998,0.33089,0.84395164,7.39698839,7753501867.760945,7
1358,Germany,929973.202,2.13911,7.73300314,9.888197900000002,1298176105549.5105,7
1359,Ghana,3285.632,0.23156999999999997,0.77592826,3.00223541,5074829931.972789,7
1360,Greece,63472.102999999996,0.4291,4.46380281,7.24332571,65652750377.45345,7
1362,Guatemala,3993.363,0.035,2.01699448,5.69112062,7084399840.0,7
1367,Honduras,2174.531,0.04453,3.02285886,6.26817942,6190521241.464951,7
1368,Hungary,84436.34199999999,0.63025,4.66643333,6.77804375,34753569692.91496,7
1369,Iceland,1851.835,1.7954,7.21218348,8.95112514,5528616187.31449,7
1370,India,488481.07,0.63905,0.83442992,4.03493309,279033584092.1587,7
1371,Indonesia,123372.54800000001,0.06769,0.54987711,1.90931416,75929617576.8776,7
1372,"Iran, Islamic Rep.",159573.172,0.5021800000000001,1.7855710999999999,4.73503828,134009995922.57193,7
1373,Iraq,52881.807,0.04554,1.35636795,2.99196029,56609842393.05242,7
1374,Ireland,30197.745,1.27006,4.57751989,5.90528059,33961141151.685387,7
1375,Israel,27385.156000000003,2.59385,4.29216099,6.80195379,41106183368.869934,7
1376,Italy,383670.876,0.9484299999999999,5.49627781,7.56665564,805713128174.4846,7
1377,Jamaica,5383.156,0.0491,3.18738079,5.64462566,3286987551.715968,7
1378,Japan,905734.332,2.6920599999999997,5.75151682,7.15091324,2532808573157.031,7
1379,Jordan,9662.545,0.33689,4.33405542,9.63493919,6755599113.737075,7
1380,Kazakhstan,262043.82,0.29336999999999996,2.11957979,4.16031075,26932728898.81461,7
1381,Kenya,5174.137,0.35520999999999997,1.32658839,4.63926125,7970820530.75078,7
1383,"Korea, Rep.",192660.513,2.2608900000000003,1.96156311,3.89759398,147948259722.57678,7
1384,Kuwait,31470.194,0.20539000000000002,1.90994716,2.51490784,22365734481.521347,7
1385,Kyrgyz Republic,11133.011999999999,0.1939,2.13439822,4.41414976,2675000000.0,7
1386,Lao PDR,212.68599999999998,0.0371,1.23305964,4.27513599,1087273103.6963859,7
1387,Latvia,14143.618999999999,0.39723,2.76619649,5.45028639,5785775812.892184,7
1389,Lesotho,1474.134,0.04185,2.94303799,5.85720491,402774852.65225935,7
1391,Lithuania,22148.68,0.49155,4.16442347,6.191749099999999,7867140395.33705,7
1392,Luxembourg,8668.788,1.57673,4.91304493,5.90136147,8614215018.908699,7
1393,North Macedonia,11037.67,0.35911,4.71220732,8.86991501,4699646643.109541,7
1394,Madagascar,1287.117,0.22032,2.1105423,5.23104906,3212900560.809914,7
1396,Malaysia,40762.372,0.21645,1.17325473,2.52807355,32181695507.22337,7
1398,Mali,359.366,0.21855,1.28954971,5.466720099999999,2090629722.6361113,7
1399,Malta,1855.5020000000002,0.2385,4.73784733,6.59914446,1751247763.4194832,7
1401,Mauritania,3285.632,0.014190000000000001,0.64611107,4.65043879,1344665270.688653,7
1402,Mauritius,931.418,0.27899,1.55006421,2.89581966,1880852914.2271433,7
1403,Mexico,307356.939,0.25067,2.01177883,4.44912481,147540738281.81686,7
1405,Moldova,20868.897,0.8729600000000001,2.41749001,4.93830538,1752979926.41489,7
1407,Mongolia,10586.628999999999,0.16785999999999998,3.61939454,4.87263823,3020611600.0,7
1408,Morocco,20117.162,0.27341,0.98038715,3.97807431,21765261041.726482,7
1409,Mozambique,982.7560000000001,0.42101000000000005,1.33954239,2.61787701,3633406064.8309507,7
1410,Myanmar,4976.119000000001,0.05985,0.22389039,1.70140898,8905066163.586428,7
1411,Namibia,40.336999999999996,0.14165,4.85066414,9.79146862,2296378834.861493,7
1413,Nepal,872.7460000000001,0.05439,0.55427396,3.57357407,2957255379.543149,7
1414,Netherlands,152569.202,1.84093,5.320714,7.7069602,245046310922.5413,7
1415,New Zealand,24110.525,1.05649,5.56446981,7.470022200000001,40376354069.94739,7
1416,Nicaragua,2438.555,0.0651,2.57731438,5.23883677,3851213727.678571,7
1418,Nigeria,59343.060999999994,0.13223,0.58559412,3.1973834,52676041930.57912,7
1419,Norway,40707.367,1.59352,6.29948092,7.71215487,94230055658.62708,7
1420,Oman,9464.527,0.13645,2.50450325,3.06354713,7811183094.928478,7
1421,Pakistan,53534.532999999996,0.15565,1.01343811,2.88552141,33351529274.686863,7
1423,Panama,3201.2909999999997,0.3101,4.672492500000001,6.9129467,6827665300.0,7
1424,Papua New Guinea,2335.879,0.031580000000000004,1.66276824,1.97246671,3143848331.314021,7
1425,Paraguay,1892.172,0.06699,2.32489133,5.50297928,3971044723.8015423,7
1426,Peru,25782.677000000003,0.0836,2.31222916,4.6005969,20702298396.971703,7
1427,Philippines,32683.971,0.13744,1.40068388,3.15481424,33195933429.60078,7
1428,Poland,465353.30100000004,0.64036,3.61403513,5.29816675,65977749036.984436,7
1429,Portugal,31536.2,0.5495,5.90206194,8.37818336,48182925857.407135,7
1430,Qatar,11499.712,0.4786,1.19545734,2.00865221,5446428681.318682,7
1431,Romania,212165.28600000002,0.67472,3.33585477,4.20876122,38413636363.63636,7
1432,Russian Federation,3847244.0510000004,0.9659200000000001,2.97662783,5.01481104,554713455149.5016,7
1433,Rwanda,616.056,0.66627,0.77055204,4.26349449,2157434025.164673,7
1437,Saudi Arabia,190706.00199999998,0.062329999999999997,3.03455424,4.2115941,85695941760.04514,7
1438,Senegal,2453.223,0.2909,1.26322365,3.56931567,6381385759.780272,7
1439,Serbia,61066.551,0.7540399999999999,4.25570917,6.50382948,16832598870.056498,7
1440,Seychelles,201.685,0.42525,3.78593802,4.61071825,249267039.7826745,7
1442,Singapore,32599.63,1.3199100000000001,1.21474111,3.34336376,20919215578.212547,7
1443,Slovak Republic,44183.683,0.89292,4.68998718,5.30256939,12747380650.07618,7
1444,Slovenia,12478.801000000001,1.26633,5.57140017,7.80406952,18198199152.542374,7
1446,South Africa,329025.24199999997,0.58354,2.73613644,7.43741989,88573697221.72212,7
1447,Spain,190878.35100000002,0.7894899999999999,4.91906023,6.79921818,318747935588.1957,7
1448,Sri Lanka,4074.0370000000003,0.18356,2.27740288,4.24654055,6682167119.565217,7
1450,St. Lucia,146.68,0.64171,1.8697567,5.43346453,375555555.5555555,7
1451,St. Vincent and the Grenadines,77.007,0.04306,3.0020051,4.29551268,175580647.4074074,7
1452,Sudan,3351.638,0.5300699999999999,1.21998167,3.60664463,20155555555.55556,7
1454,Eswatini,436.37300000000005,0.27013000000000004,2.41081047,4.60951757,584135559.9214145,7
1455,Sweden,59717.095,3.31489,6.18943739,7.32689953,183009638350.8927,7
1456,Switzerland,40252.659,2.44857,2.67802835,9.3748436,193466104479.6137,7
1457,Tajikistan,7315.665,0.08953,0.88544554,4.26492453,2629395066.2701716,7
1458,Tanzania,2390.884,0.33462,0.74586427,3.41529965,5100405772.463267,7
1459,Thailand,56944.843,0.11918,1.71152949,3.10125184,50535438696.40942,7
1461,Togo,766.403,0.23476999999999998,0.39248648,3.30968809,1249099130.022766,7
1463,Trinidad and Tobago,17520.926,0.10325,1.56699646,4.23492432,4797777777.777778,7
1464,Tunisia,11749.068000000001,0.54302,2.65892363,5.04834366,9696271268.251478,7
1465,Turkey,129907.14199999999,0.45158999999999994,2.83683062,4.59957218,87172789528.3316,7
1468,Uganda,770.07,0.36756,1.87020469,7.56050587,6269511614.662346,7
1469,Ukraine,630929.3520000001,1.1923,2.51132536,5.30685234,64087694038.23332,7
1470,United Arab Emirates,47693.002,0.48622,1.63412821,2.37413526,36384908744.21139,7
1471,United Kingdom,571868.65,1.58684,5.59644794,7.28434992,745162608269.3251,7
1472,United States,4688373.177,2.45001,5.54235458,12.54207516,4855215000000.0,7
1473,Uruguay,3560.657,0.26500999999999997,4.15722036,10.00623417,7367494080.400138,7
1474,Uzbekistan,111649.149,0.36063,2.05310607,5.21655655,13360607917.877316,7
1476,"Venezuela, RB",110981.755,0.18907000000000002,3.36394501,7.33427238,48029034482.75862,7
1477,Vietnam,25969.694,0.19272999999999998,1.69229567,4.84926939,36658108850.31485,7
1479,Zambia,2702.579,0.011040000000000001,3.18158054,7.15237093,2269894736.842105,7
1481,Albania,7326.666,0.08757000000000001,2.76625538,7.2333703,2051236250.0,8
1482,Algeria,83948.631,0.23028,2.51082778,3.48903275,59089067187.39434,8
1484,Angola,5130.133,0.03229,1.11098742,1.90859938,8769250549.735964,8
1486,Argentina,121473.04199999999,0.41748999999999997,4.63411379,8.46696377,126206817196.09116,8
1487,Armenia,5826.863,0.18692,0.95468217,4.19581175,2256838858.427141,8
1488,Australia,261145.405,1.6665,5.46949816,7.61383343,235658469150.17465,8
1489,Austria,53340.182,1.58077,6.82578659,9.20371437,133339397080.12927,8
1490,Azerbaijan,56240.779,0.23533,0.86689276,2.94894385,8858006035.915659,8
1492,Bahrain,12163.438999999998,0.10116,2.35164309,3.56132603,3702393617.0212774,8
1495,Belarus,87417.61300000001,0.9985200000000001,4.30438089,5.46676111,21650000000.0,8
1496,Belgium,100354.789,1.72963,5.96185923,7.9991765,162299103675.26056,8
1500,Bolivia,4308.725,0.32544,2.43201637,4.39554119,4597615562.66594,8
1501,Bosnia and Herzegovina,15053.035,0.01854,4.08672619,7.65342188,1255802469.1358025,8
1502,Botswana,1301.785,0.53286,3.19477272,5.82725811,2644536804.112436,8
1503,Brazil,209363.698,1.04751,3.47024679,8.33481598,330397381998.4894,8
1504,Brunei Darussalam,5716.853,0.01592,2.14061809,2.5432477,2690717551.1826677,8
1505,Bulgaria,87289.26800000001,0.42201000000000005,3.4715004,5.82971001,22555941176.470592,8
1506,Burkina Faso,553.717,0.15834,1.08095813,3.31752229,2616040645.8726287,8
1507,Burundi,227.354,0.20068,1.46507251,6.17697144,1082403219.4878733,8
1508,Cabo Verde,73.34,0.07264,3.16139579,4.43401194,264308140.28514937,8
1509,Cambodia,451.041,0.0498,1.2926053999999998,6.54116726,2533727592.0416512,8
1511,Canada,456053.789,1.61209,6.02896738,8.27567863,507354351182.25397,8
1513,Chad,66.006,0.3005,2.07503939,5.45750713,1482597298.8871794,8
1514,Chile,26926.781000000003,0.30956999999999996,2.51822186,7.03517628,26040229793.069668,8
1515,China,2369501.723,0.56324,0.98304564,4.47341394,312353631207.8189,8
1516,Colombia,52445.434,0.29923,4.20017815,5.63529348,39212550050.42228,8
1518,"Congo, Dem. Rep.",4019.032,0.26777,0.061828999999999995,1.45309758,8861299976.741575,8
1520,Costa Rica,2940.934,0.30377,4.28046608,6.59314299,4614629898.403482,8
1521,Cote d'Ivoire,9160.166,0.0956,0.8112600999999999,5.59964752,10255170459.985992,8
1522,Croatia,16417.159,0.8404,6.54853821,7.70187807,22534323220.02657,8
1523,Cuba,35635.906,0.34736,5.50884342,6.58189821,27458999472.295517,8
1524,Cyprus,4129.042,0.20331,2.18027353,5.30800056,4278792597.239648,8
1525,Czech Republic,138176.22699999998,0.89446,5.07170343,5.71755314,40728950704.61762,8
1526,Denmark,55107.676,1.80667,6.73533964,8.10438347,115552846616.65305,8
1530,Ecuador,17271.57,0.07406,0.96102405,3.31528974,13051886552.337729,8
1531,"Egypt, Arab Rep.",74531.775,0.2126,1.73206902,4.92244291,34980124929.01762,8
1532,El Salvador,2471.558,0.08818,3.94314814,8.92467785,4189880000.0,8
1535,Estonia,23879.504,0.5707399999999999,3.92247367,5.15698433,4006983328.922996,8
1536,Ethiopia,2673.243,0.17917,1.79956126,4.3650465,10908935748.79227,8
1538,Finland,52185.077000000005,2.4531099999999997,5.37109375,7.09253168,109058990760.48328,8
1539,France,372207.834,2.2228,6.97070265,9.58447742,1018847043277.172,8
1540,Gabon,4334.394,0.41633000000000003,1.06383801,2.90536857,3834503378.354971,8
1541,"Gambia, The",183.35,0.020390000000000002,0.58467138,6.63892317,266673126.22980145,8
1542,Georgia,15335.393999999998,0.33089,0.84395164,7.39698839,7753501867.760945,8
1543,Germany,929973.202,2.13911,7.73300314,9.888197900000002,1401233225303.4858,8
1544,Ghana,3450.647,0.23156999999999997,0.77592826,3.00223541,5197840979.134165,8
1545,Greece,67989.84700000001,0.4291,4.46380281,7.24332571,76261277924.57362,8
1547,Guatemala,4125.375,0.035,2.01699448,5.69112062,7841602824.427482,8
1552,Honduras,2504.561,0.04453,3.02285886,6.26817942,5902717091.547467,8
1553,Hungary,78264.781,0.63025,4.66643333,6.77804375,34753569692.91496,8
1554,Iceland,1848.168,1.7954,7.21218348,8.95112514,6115814943.971729,8
1555,India,527563.956,0.63905,0.83442992,4.03493309,296588994812.0594,8
1556,Indonesia,132162.34699999998,0.06769,0.54987711,1.90931416,84300174477.20178,8
1557,"Iran, Islamic Rep.",176115.009,0.5021800000000001,1.7855710999999999,4.73503828,123057861333.92255,8
1558,Iraq,67927.508,0.04554,1.35636795,2.99196029,62503055644.901886,8
1559,Ireland,29842.046000000002,1.27006,4.57751989,5.90528059,37818133173.365326,8
1560,Israel,30051.065,2.59385,4.29216099,6.80195379,50274157858.52774,8
1561,Italy,389780.098,0.9484299999999999,5.49627781,7.56665564,891608957155.6084,8
1562,Jamaica,4528.745,0.0491,3.18738079,5.64462566,3828310734.977953,8
1563,Japan,989081.575,2.6920599999999997,5.75151682,7.15091324,3071683013178.912,8
1564,Jordan,9314.18,0.33689,4.33405542,9.63493919,6277197435.212396,8
1565,Kazakhstan,262043.82,0.29336999999999996,2.11957979,4.16031075,26932728898.81461,8
1566,Kenya,4789.102,0.35520999999999997,1.32658839,4.63926125,8355380879.129548,8
1568,"Korea, Rep.",221959.843,2.2608900000000003,1.96156311,3.89759398,199590823957.2368,8
1569,Kuwait,32914.992,0.20539000000000002,1.90994716,2.51490784,20692472759.856632,8
1570,Kyrgyz Republic,11133.011999999999,0.1939,2.13439822,4.41414976,2675000000.0,8
1571,Lao PDR,212.68599999999998,0.0371,1.23305964,4.27513599,598961269.2978786,8
1572,Latvia,14143.618999999999,0.39723,2.76619649,5.45028639,5785775812.892184,8
1574,Lesotho,1474.134,0.04185,2.94303799,5.85720491,470389179.67890906,8
1576,Lithuania,22148.68,0.49155,4.16442347,6.191749099999999,7867140395.33705,8
1577,Luxembourg,8929.145,1.57673,4.91304493,5.90136147,9750161272.627537,8
1578,North Macedonia,11037.67,0.35911,4.71220732,8.86991501,4699646643.109541,8
1579,Madagascar,1290.7839999999999,0.22032,2.1105423,5.23104906,3189456961.2797194,8
1581,Malaysia,42724.217000000004,0.21645,1.17325473,2.52807355,35271880250.496414,8
1583,Mali,385.035,0.21855,1.28954971,5.466720099999999,2169040741.558955,8
1584,Malta,2013.183,0.2385,4.73784733,6.59914446,2019474244.1935906,8
1586,Mauritania,3230.627,0.014190000000000001,0.64611107,4.65043879,1414951854.056441,8
1587,Mauritius,854.4110000000001,0.27899,1.55006421,2.89581966,2134517067.652947,8
1588,Mexico,307067.24600000004,0.25067,2.01177883,4.44912481,181611549975.804,8
1590,Moldova,20868.897,0.8729600000000001,2.41749001,4.93830538,1752979926.41489,8
1592,Mongolia,11595.053999999998,0.16785999999999998,3.61939454,4.87263823,3204461566.6666665,8
1593,Morocco,21176.925,0.27341,0.98038715,3.97807431,25705296183.503674,8
1594,Mozambique,1012.092,0.42101000000000005,1.33954239,2.61787701,3633406064.8309507,8
1595,Myanmar,4118.041,0.05985,0.22389039,1.70140898,8905066163.586428,8
1596,Namibia,40.336999999999996,0.14165,4.85066414,9.79146862,2491412335.7839236,8
1598,Nepal,993.757,0.05439,0.55427396,3.57357407,3487009748.356382,8
1599,Netherlands,146914.688,1.84093,5.320714,7.7069602,261910508417.88385,8
1600,New Zealand,25397.642000000003,1.05649,5.56446981,7.470022200000001,45176811594.202896,8
1601,Nicaragua,2247.871,0.0651,2.57731438,5.23883677,2630904261.832468,8
1603,Nigeria,70747.431,0.13223,0.58559412,3.1973834,49648470439.79629,8
1604,Norway,42482.195,1.59352,6.29948092,7.71215487,101900260856.22217,8
1605,Oman,10586.628999999999,0.13645,2.50450325,3.06354713,8386215864.759428,8
1606,Pakistan,58213.625,0.15565,1.01343811,2.88552141,38472742808.31672,8
1608,Panama,2929.933,0.3101,4.672492500000001,6.9129467,5902783400.0,8
1609,Papua New Guinea,2200.2,0.031580000000000004,1.66276824,1.97246671,3655979702.4564643,8
1610,Paraguay,2163.53,0.06699,2.32489133,5.50297928,4255683528.339679,8
1611,Peru,25107.949,0.0836,2.31222916,4.6005969,15439408447.2288,8
1612,Philippines,37729.763,0.13744,1.40068388,3.15481424,37885440418.68337,8
1613,Poland,445976.87299999996,0.64036,3.61403513,5.29816675,65977749036.984436,8
1614,Portugal,32925.992999999995,0.5495,5.90206194,8.37818336,56347250696.37882,8
1615,Qatar,11928.751,0.4786,1.19545734,2.00865221,6038187032.967032,8
1616,Romania,212777.675,0.67472,3.33585477,4.20876122,40809523809.52381,8
1617,Russian Federation,3950345.423,0.9659200000000001,2.97662783,5.01481104,554713455149.5016,8
1618,Rwanda,696.73,0.66627,0.77055204,4.26349449,2395493877.5136466,8
1622,Saudi Arabia,202554.079,0.062329999999999997,3.03455424,4.2115941,88256162068.97249,8
1623,Senegal,2742.9159999999997,0.2909,1.26322365,3.56931567,6311054901.488409,8
1624,Serbia,61066.551,0.7540399999999999,4.25570917,6.50382948,16832598870.056498,8
1625,Seychelles,198.018,0.42525,3.78593802,4.61071825,283828769.02992547,8
1627,Singapore,36105.282,1.3199100000000001,1.21474111,3.34336376,25371462488.129158,8
1628,Slovak Republic,44183.683,0.89292,4.68998718,5.30256939,12747380650.07618,8
1629,Slovenia,12478.801000000001,1.26633,5.57140017,7.80406952,18198199152.542374,8
1631,South Africa,343055.184,0.58354,2.73613644,7.43741989,95176640968.0367,8
1632,Spain,199033.759,0.7894899999999999,4.91906023,6.79921818,376160409941.43695,8
1633,Sri Lanka,3490.9840000000004,0.18356,2.27740288,4.24654055,6978371581.263754,8
1635,St. Lucia,165.015,0.64171,1.8697567,5.43346453,429629629.6296296,8
1636,St. Vincent and the Grenadines,66.006,0.04306,3.0020051,4.29551268,200726712.59259257,8
1637,Sudan,4847.774,0.5300699999999999,1.21998167,3.60664463,15399166666.666668,8
1639,Eswatini,436.37300000000005,0.27013000000000004,2.41081047,4.60951757,692016714.3171322,8
1640,Sweden,57443.555,3.31489,6.18943739,7.32689953,206986674500.58752,8
1641,Switzerland,40711.034,2.44857,2.67802835,9.3748436,209298156905.62427,8
1642,Tajikistan,7315.665,0.08953,0.88544554,4.26492453,2629395066.2701716,8
1643,Tanzania,2288.208,0.33462,0.74586427,3.41529965,5100405772.463267,8
1644,Thailand,67003.424,0.11918,1.71152949,3.10125184,61667199834.74276,8
1646,Togo,792.072,0.23476999999999998,0.39248648,3.30968809,1378847487.4113727,8
1648,Trinidad and Tobago,15867.108999999999,0.10325,1.56699646,4.23492432,4496852073.468964,8
1649,Tunisia,12464.133,0.54302,2.65892363,5.04834366,10096292842.154348,8
1650,Turkey,126309.815,0.45158999999999994,2.83683062,4.59957218,90852814004.99174,8
1653,Uganda,865.4119999999999,0.36756,1.87020469,7.56050587,6508931651.666667,8
1654,Ukraine,630929.3520000001,1.1923,2.51132536,5.30685234,74703517902.66425,8
1655,United Arab Emirates,48367.73,0.48622,1.63412821,2.37413526,36275674203.21439,8
1656,United Kingdom,570464.189,1.58684,5.59644794,7.28434992,910122732123.7992,8
1657,United States,4892526.068,2.45001,5.54235458,12.54207516,5236438000000.0,8
1658,Uruguay,4807.437,0.26500999999999997,4.15722036,10.00623417,8213515458.511386,8
1659,Uzbekistan,111649.149,0.36063,2.05310607,5.21655655,13360607917.877316,8
1661,"Venezuela, RB",116097.22,0.18907000000000002,3.36394501,7.33427238,60226413793.10345,8
1662,Vietnam,23182.773999999998,0.19272999999999998,1.69229567,4.84926939,25423812648.594105,8
1664,Zambia,3142.619,0.011040000000000001,3.18158054,7.15237093,3713614457.831325,8
1666,Albania,8984.15,0.08757000000000001,2.76625538,7.2333703,2253090000.0,9
1667,Algeria,80046.943,0.23028,2.51082778,3.48903275,55631489801.5508,9
1669,Angola,5009.122,0.03229,1.11098742,1.90859938,10201099039.565508,9
1671,Argentina,117090.977,0.41748999999999997,4.63411379,8.46696377,76636898036.47118,9
1672,Armenia,5826.863,0.18692,0.95468217,4.19581175,2256838858.427141,9
1673,Australia,277771.583,1.6665,5.46949816,7.61383343,299272046250.30536,9
1674,Austria,54117.585999999996,1.58077,6.82578659,9.20371437,133105805512.22047,9
1675,Azerbaijan,56240.779,0.23533,0.86689276,2.94894385,8858006035.915659,9
1677,Bahrain,11738.067,0.10116,2.35164309,3.56132603,3863563829.7872343,9
1680,Belarus,87417.61300000001,0.9985200000000001,4.30438089,5.46676111,21650000000.0,9
1681,Belgium,107461.435,1.72963,5.96185923,7.9991765,164221056511.05652,9
1685,Bolivia,4994.454000000001,0.32544,2.43201637,4.39554119,4715978868.216133,9
1686,Bosnia and Herzegovina,15053.035,0.01854,4.08672619,7.65342188,1255802469.1358025,9
1687,Botswana,1430.13,0.53286,3.19477272,5.82725811,3083800684.897514,9
1688,Brazil,214024.455,1.04751,3.47024679,8.33481598,425595310000.0,9
1689,Brunei Darussalam,6347.576999999999,0.01592,2.14061809,2.5432477,2985467979.2852387,9
1690,Bulgaria,86739.21800000001,0.42201000000000005,3.4715004,5.82971001,21988444444.444447,9
1691,Burkina Faso,821.408,0.15834,1.08095813,3.31752229,2615588545.6862864,9
1692,Burundi,267.691,0.20068,1.46507251,6.17697144,1113924130.4114904,9
1693,Cabo Verde,80.67399999999999,0.07264,3.16139579,4.43401194,267448513.1081676,9
1694,Cambodia,451.041,0.0498,1.2926053999999998,6.54116726,2533727592.0416512,9
1696,Canada,463274.112,1.61209,6.02896738,8.27567863,565055743243.2433,9
1698,Chad,102.676,0.3005,2.07503939,5.45750713,1433686309.8364234,9
1699,Chile,32386.944,0.30956999999999996,2.51822186,7.03517628,29885685142.910664,9
1700,China,2408540.605,0.56324,0.98304564,4.47341394,347768051311.74084,9
1701,Colombia,53233.83900000001,0.29923,4.20017815,5.63529348,39540080200.39381,9
1703,"Congo, Dem. Rep.",4393.066,0.26777,0.061828999999999995,1.45309758,9021862775.259785,9
1705,Costa Rica,2973.937,0.30377,4.28046608,6.59314299,5251025767.476267,9
1706,Cote d'Ivoire,8522.108,0.0956,0.8112600999999999,5.59964752,9757410614.0812,9
1707,Croatia,16417.159,0.8404,6.54853821,7.70187807,22534323220.02657,9
1708,Cuba,35738.582,0.34736,5.50884342,6.58189821,27023468665.89773,9
1709,Cyprus,4341.728,0.20331,2.18027353,5.30800056,4563482603.550296,9
1710,Czech Republic,138176.22699999998,0.89446,5.07170343,5.71755314,40728950704.61762,9
1711,Denmark,48785.768,1.80667,6.73533964,8.10438347,112409222182.7036,9
1715,Ecuador,20267.509,0.07406,0.96102405,3.31528974,13890828707.6493,9
1716,"Egypt, Arab Rep.",72181.228,0.2126,1.73206902,4.92244291,39756299049.97935,9
1717,El Salvador,2588.902,0.08818,3.94314814,8.92467785,4372215300.0,9
1720,Estonia,23879.504,0.5707399999999999,3.92247367,5.15698433,4006983328.922996,9
1721,Ethiopia,2827.257,0.17917,1.79956126,4.3650465,11476584879.227057,9
1723,Finland,52584.78,2.4531099999999997,5.37109375,7.09253168,119012054870.44478,9
1724,France,390649.177,2.2228,6.97070265,9.58447742,1025211803413.5308,9
1725,Gabon,5771.858,0.41633000000000003,1.06383801,2.90536857,4186411457.456942,9
1726,"Gambia, The",179.683,0.020390000000000002,0.58467138,6.63892317,284119692.49432987,9
1727,Georgia,15335.393999999998,0.33089,0.84395164,7.39698839,7753501867.760945,9
1728,Germany,929973.202,2.13911,7.73300314,9.888197900000002,1398967436804.3274,9
1729,Ghana,3344.304,0.23156999999999997,0.77592826,3.00223541,5251764264.268021,9
1730,Greece,74183.41,0.4291,4.46380281,7.24332571,79169043222.82837,9
