,country,co2,expRD,expEd,expHealth,gdp,year
3889,Angola,9732.218,0.03229,2.04631472,4.48351622,8936063723.201212,21
3891,Argentina,133720.822,0.42461000000000004,4.72877693,8.62096786,268696750000.0,21
3892,Armenia,3542.322,0.27987,1.3390857,4.64563894,2118467913.3787339,21
3893,Australia,324844.86199999996,1.6635950000000002,5.47267151,7.69622898,378376086723.19415,21
3894,Austria,65877.655,1.9921,6.82649755,9.26942921,197337879194.6309,21
3895,Azerbaijan,28771.282000000003,0.34001,0.79006779,2.75584769,5707720390.851498,21
3897,Bahrain,14099.615,0.10116,2.46214175,3.68104196,8976196808.510641,21
3900,Belarus,52760.795999999995,0.7087600000000001,4.40422821,5.9044199,12354820143.884892,21
3901,Belgium,114527.744,2.02168,6.13948441,8.14988804,236541297539.1499,21
3905,Bolivia,8621.117,0.29358,2.61401916,4.82522202,8141537937.61068,21
3906,Bosnia and Herzegovina,13362.548,0.01854,4.3430109,7.27702522,5748993411.420205,21
3907,Botswana,3850.35,0.53286,3.4867301,6.15671682,5489608299.6644535,21
3908,Brazil,337433.67299999995,1.06198,3.5131104,8.5499382,559372276081.9658,21
3909,Brunei Darussalam,4506.7429999999995,0.01592,2.11472178,2.54193902,5601090584.361221,21
3910,Bulgaria,46453.556,0.45052,3.84590173,6.85958767,14183497963.107063,21
3911,Burkina Faso,997.424,0.19057000000000002,1.09293437,3.24898624,3190371050.455238,21
3912,Burundi,205.352,0.20068,1.69244206,6.40484381,876794723.0685855,21
3913,Cabo Verde,234.688,0.07264,3.46985078,4.75244379,563024383.2966262,21
3914,Cambodia,2251.538,0.0498,1.1849401000000002,7.01158857,3984000517.023445,21
3916,Canada,527926.989,2.02831,6.30119514,8.65530014,736379777892.562,21
3918,Chad,502.379,0.3005,1.84510911,5.2932992,1710843360.6495488,21
3919,Chile,53340.182,0.30956999999999996,2.60041094,7.15104103,70979923960.3742,21
3920,China,3487566.356,0.9403299999999999,0.96720493,4.22035074,1339395718865.303,21
3921,Colombia,56273.782,0.13183,4.45982838,5.94238234,98211749595.5442,21
3923,"Congo, Dem. Rep.",788.405,0.26777,0.10604197,2.6104486000000002,7438189100.333333,21
3925,Costa Rica,5760.857,0.39657,4.26095247,6.49965191,15913363440.56922,21
3926,Cote d'Ivoire,7726.369000000001,0.0956,0.70466495,4.79337454,11202353584.67128,21
3927,Croatia,20395.854,0.9164399999999999,5.91510296,7.19601297,23054778851.278683,21
3928,Cuba,25452.647,0.5653,5.670656200000001,6.98209763,31682400000.0,21
3929,Cyprus,6882.959,0.23694,2.233531,5.33940458,10397897085.6102,21
3930,Czech Republic,123684.243,1.10333,5.14863777,5.88764715,67808032979.542915,21
3931,Denmark,52918.477,2.3246599999999997,7.04638386,8.44832611,164791442543.37482,21
3935,Ecuador,23116.767999999996,0.0515,1.25510871,3.73755836,24468324000.0,21
3936,"Egypt, Arab Rep.",125451.737,0.2118375,1.84800255,5.40030336,96684636118.5984,21
3937,El Salvador,5951.541,0.09398666666666666,3.83341861,8.82467365,12282533600.0,21
3940,Estonia,15570.082,0.6994600000000001,3.73844242,4.77708292,6259257899.9194355,21
3941,Ethiopia,4352.729,0.17917,2.0154388,4.72316694,8231326016.47494,21
3943,Finland,56552.474,3.19795,5.52642822,7.25090408,129421029082.77405,21
3944,France,377535.985,2.13804,7.06165648,9.70562744,1376465324384.7876,21
3945,Gabon,4800.103,0.41633000000000003,1.26300132,3.15246534,5023265365.251694,21
3946,"Gambia, The",300.694,0.020390000000000002,0.59348536,5.62362909,687408804.6305268,21
3947,Georgia,3769.676,0.23848000000000003,1.16721606,7.37039232,3219488663.7723107,21
3948,Germany,853662.932,2.3963099999999997,7.75543833,9.92046165,1944107382550.336,21
3949,Ghana,6919.629,0.23156999999999997,1.06371319,3.38096738,5314909953.929917,21
3950,Greece,93805.52699999999,0.55948,5.04882431,7.987839699999999,136191353914.98883,21
3952,Guatemala,10392.278,0.035,2.08954644,6.40109396,18702802522.077724,21
3957,Honduras,5713.186,0.03834,2.49121737,5.92998314,7651174661.428719,21
3958,Hungary,56977.846,0.91189,4.56684017,6.82614756,53749989092.01972,21
3959,Iceland,2101.1910000000003,2.8501,7.10003614,8.81703854,8205357404.598019,21
3960,India,1041152.975,0.7359100000000001,0.80468142,4.26278067,485441014538.6382,21
3961,Indonesia,294907.474,0.047560000000000005,0.77226716,2.17417526,160446947784.90854,21
3962,"Iran, Islamic Rep.",398437.885,0.5021800000000001,1.9547621,5.10817003,126878750295.9615,21
3963,Iraq,85342.091,0.04554,1.35636795,2.99196029,67326026107.63207,21
3964,Ireland,44029.669,1.05306,5.01962996,6.39933586,109135253691.27518,21
3965,Israel,63596.780999999995,4.18772,4.52966118,7.22640753,130756336638.37172,21
3966,Italy,450347.93700000003,1.04491,5.77401066,7.73760843,1167012796420.5818,21
3967,Jamaica,10615.965,0.0491,2.40047431,5.15652943,9194717835.999851,21
3968,Japan,1201331.202,2.9718299999999997,5.95830679,7.35919762,4303544259842.7207,21
3969,Jordan,16002.788,0.33689,4.51045132,9.88527393,8975689844.851904,21
3970,Kazakhstan,131850.652,0.22009,1.96616423,3.47096658,22152694161.88824,21
3971,Kenya,9369.185,0.35520999999999997,1.39980793,4.8036828,12986007425.878052,21
3973,"Korea, Rep.",450193.92299999995,2.34108,2.4766221,4.4276228,547658231279.8705,21
3974,Kuwait,57641.573,0.17882,2.93567681,3.60882568,34887512226.93186,21
3975,Kyrgyz Republic,3894.3540000000003,0.17189000000000002,2.00316715,4.27703285,1525116370.279392,21
3976,Lao PDR,1070.764,0.0371,1.3295666000000002,4.29031658,1768619058.3464746,21
3977,Latvia,6985.635,0.40321,2.82111907,5.78918362,8351415939.109022,21
3979,Lesotho,1877.504,0.04185,3.70215726,6.37439108,825706961.2386893,21
3981,Lithuania,12885.838,0.66679,4.21648788,6.00597954,12237388001.72637,21
3982,Luxembourg,8800.8,1.5931366666666666,5.38587666,6.410923,21272418791.94631,21
3983,North Macedonia,11998.423999999999,0.2931,4.55789852,8.3815918,3709637829.948661,21
3984,Madagascar,1741.825,0.21821,2.25631547,5.57643795,5438332738.103731,21
3986,Malaysia,135620.328,0.560765,1.35142004,2.68892479,92783947368.42104,21
3988,Mali,839.743,0.21855,1.05058444,4.51965237,3465305993.4778323,21
3989,Malta,2486.226,0.2385,4.83239126,7.03746319,4088368961.758361,21
3991,Mauritania,1272.4489999999998,0.014190000000000001,0.73464584,4.81714439,1746064718.7916865,21
3992,Mauritius,2863.927,0.36257,1.59244609,2.96084642,4613630622.775007,21
3993,Mexico,412977.54,0.32418,2.10927391,4.8203578,756706300589.7905,21
3995,Moldova,3714.671,0.4849633333333334,2.3879292000000003,5.19482327,1480673594.0560205,21
3997,Mongolia,7884.05,0.26749,2.98983121,4.31723738,1267997934.3125038,21
3998,Morocco,37715.095,0.60682,1.08517265,4.12981606,39459581217.375916,21
3999,Mozambique,1580.477,0.42101000000000005,1.62254107,3.53841853,5398568543.634923,21
4000,Myanmar,8723.793,0.07144,0.20237251,1.79581273,6477790688.228439,21
4001,Namibia,2016.85,0.14165,4.9487524,9.67593479,3476452446.2203226,21
4003,Nepal,3267.297,0.05439,0.66637653,4.34851074,6007055042.17687,21
4004,Netherlands,177420.461,1.7960900000000002,5.61175919,8.05945873,431213422818.79205,21
4005,New Zealand,34447.797999999995,1.10029,5.54619789,7.578936099999999,53872425916.62481,21
4006,Nicaragua,3964.027,0.040964,2.45915222,5.48459768,5323146565.70315,21
4008,Nigeria,87017.91,0.13223,0.85769296,3.18946886,74030364472.05057,21
4009,Norway,41910.143,1.56231,6.64224243,8.02202415,173972218824.0266,21
4010,Oman,20285.843999999997,0.13645,2.52906299,3.08315206,19452000475.61826,21
4011,Pakistan,108282.84300000001,0.1667,0.95722359,2.70667195,79484403984.88492,21
4013,Panama,7007.637,0.36074,4.5480547,6.834107400000001,12502013400.0,21
4014,Papua New Guinea,3208.625,0.031580000000000004,1.62946284,2.24807811,3081024212.4292445,21
4015,Paraguay,3821.014,0.06699,1.94766617,5.04289389,8495806432.184669,21
4016,Peru,27165.136000000002,0.11095999999999999,2.64848089,5.01690674,52030158775.40549,21
4017,Philippines,71051.792,0.13744,1.19655323,2.94705772,78921071498.56616,21
4018,Poland,301284.387,0.62284,3.99448681,5.6786437,190905493539.16806,21
4019,Portugal,62757.038,0.76452,5.95161057,8.40724277,121498889485.45862,21
4020,Qatar,41396.763,0.4786,1.45908177,2.31433153,17538461538.461536,21
4021,Romania,96632.784,0.39129,3.48990417,4.37598133,40394824679.12322,21
4022,Russian Federation,1557506.9119999998,1.1769399999999999,3.03992677,5.23752975,306602070620.5005,21
4023,Rwanda,531.715,0.66627,0.8194021,3.89250112,1966668013.5686452,21
4027,Saudi Arabia,297214.017,0.062329999999999997,3.23656511,4.46173573,184137469724.8627,21
4028,Senegal,4330.727,0.2909,1.4907943000000001,3.87414145,6174898370.140178,21
4029,Serbia,61066.551,0.32119000000000003,4.58740377,6.86536217,12960538723.75911,21
4030,Seychelles,634.391,0.42525,3.75857353,5.39469767,622262057.1916348,21
4032,Singapore,49541.17,2.0093099999999997,0.88201147,3.16302657,89794943349.89116,21
4033,Slovak Republic,39357.911,0.62565,4.71082497,5.3315053,30752150335.570477,21
4034,Slovenia,15163.045,1.46773,5.55741167,7.87602425,20876309970.385,21
4036,South Africa,372042.81899999996,0.71578,2.7027514,7.45108652,121514658737.1649,21
4037,Spain,297830.07300000003,0.8901899999999999,4.87461853,6.76895761,627286800894.8546,21
4038,Sri Lanka,10443.616,0.15346500000000002,2.20427012,4.19324636,15749753804.834375,21
4040,St. Lucia,348.365,0.30598000000000003,1.99648607,5.71999931,892592592.5925926,21
4041,St. Vincent and the Grenadines,179.683,0.04306,2.93990588,4.29704428,430039296.2962962,21
4042,Sudan,6369.579000000001,0.44686000000000003,1.1215229,3.36456847,13182979783.533049,21
4044,Eswatini,1147.771,0.27013000000000004,2.38431859,5.13895321,1542477355.3565414,21
4045,Sweden,51125.314000000006,3.90785,6.49035358,7.89881182,242395852494.409,21
4046,Switzerland,42984.574,2.4107525,2.91577291,9.73037529,278631271628.348,21
4047,Tajikistan,2291.875,0.08953,0.8757961999999999,4.57802582,1080768906.5002954,21
4048,Tanzania,3127.9509999999996,0.33462,1.08908296,4.23551702,13581644245.735195,21
4049,Thailand,184699.456,0.25231,1.66487229,3.02623034,120296476180.40193,21
4051,Togo,1162.4389999999999,0.23476999999999998,0.43843213,3.42276573,1481141849.9846869,21
4053,Trinidad and Tobago,26354.729,0.10417,1.74266553,4.0346489000000005,8824873259.321054,21
4054,Tunisia,20817.558999999997,0.54302,2.66107702,5.09929466,22066101341.488842,21
4055,Turkey,194567.353,0.5263800000000001,3.28714561,4.88784933,201753343273.95966,21
4058,Uganda,1510.8039999999999,0.36756,2.07362461,8.34374809,5840503868.572454,21
4059,Ukraine,321775.583,1.02429,2.80008173,5.72534418,37972301334.673584,21
4060,United Arab Emirates,101403.55099999999,0.48622,1.91322362,2.48437047,103311640571.81757,21
4061,United Kingdom,545862.286,1.61903,5.86292982,7.654996400000001,1640246149417.0146,21
4062,United States,5595794.329,2.6483,5.96851349,13.219192499999998,10581821399000.0,21
4063,Uruguay,5089.795999999999,0.223715,4.77986765,10.64465904,20898788417.437138,21
4064,Uzbekistan,123442.22099999999,0.34544,2.08116984,5.34027767,11401421329.197435,21
4066,"Venezuela, RB",172587.355,0.18907000000000002,3.52853656,7.85063791,122903960204.50462,21
4067,Vietnam,61139.890999999996,0.19272999999999998,1.51746786,5.7281065,32685198735.305317,21
4069,Zambia,1906.84,0.005826,3.1055932,6.55248451,4094480988.1193056,21
4071,Albania,3751.341,0.08757000000000001,2.58927107,6.90934134,4348070165.192606,22
4072,Algeria,89907.506,0.3664,2.8079257,3.7300415,56760246981.752464,22
4074,Angola,12665.818000000001,0.03229,1.30862701,3.32946134,15285594828.417973,22
4076,Argentina,124714.67,0.38886,4.1717453,7.64670229,97724004251.8602,22
4077,Armenia,3043.61,0.25255,1.17184067,7.61358738,2376335048.399756,22
4078,Australia,341353.696,1.75161,5.67827368,7.89332151,394648911678.52655,22
4079,Austria,67010.758,2.0659799999999997,6.89934063,9.3947649,213377771503.8585,22
4080,Azerbaijan,29614.692000000003,0.30155,0.73446828,2.73274231,6235856819.584448,22
4082,Bahrain,15889.111,0.10116,2.57194328,3.85486555,9593510638.297873,22
4085,Belarus,52405.097,0.6209,4.21823263,5.81475353,14594249022.89224,22
4086,Belgium,107311.088,1.89073,6.13245678,8.3182106,257157820440.42914,22
4090,Bolivia,10395.945,0.27663000000000004,2.60214591,4.89645052,7905485216.178522,22
4091,Bosnia and Herzegovina,14301.3,0.01854,4.43332863,7.12647152,6651106833.493745,22
4092,Botswana,3978.695,0.53286,3.73317742,6.42154217,5438857106.735358,22
4093,Brazil,332266.87,1.00968,3.68953085,8.70437145,507962487700.0239,22
4094,Brunei Darussalam,4378.398,0.01592,2.11472702,2.52989697,5843329107.561711,22
4095,Bulgaria,44634.724,0.46834,4.20194769,7.080986500000001,16402846413.095812,22
4096,Burkina Faso,1004.758,0.33866,1.18955016,3.34058619,3622350203.945953,22
4097,Burundi,212.68599999999998,0.20068,1.5355021999999998,6.47216082,825394490.1591105,22
4098,Cabo Verde,275.025,0.07264,3.46202779,4.75569439,620974660.2303027,22
4099,Cambodia,2207.534,0.0498,1.40066004,7.23534822,4284028482.5376573,22
4101,Canada,519335.208,1.9787299999999999,6.43846083,8.88823891,757950678646.5304,22
4103,Chad,509.713,0.3005,2.09572434,7.26787472,1997005786.5411816,22
4104,Chile,55162.681,0.30956999999999996,2.72779942,7.26602364,69736811435.1032,22
4105,China,3850269.3260000004,1.05786,1.10383987,4.34825134,1470550015081.5515,22
4106,Colombia,55661.393,0.13944,4.36780357,5.73295689,97963003804.7851,22
4108,"Congo, Dem. Rep.",876.413,0.26777,0.10392887,2.55746818,8728038525.140335,22
4110,Costa Rica,6325.575,0.38003000000000003,4.61338711,6.89989567,16504795592.796396,22
4111,Cote d'Ivoire,7286.329000000001,0.0956,0.75098735,4.395063400000001,12405208665.483084,22
4112,Croatia,21473.952,0.9484600000000001,4.9024209999999995,6.20467758,26813968850.519184,22
4113,Cuba,26090.705,0.56445,5.72780991,7.11481667,33590500000.0,22
4114,Cyprus,7022.305,0.27967,2.49221182,5.61565971,11420227884.615385,22
4115,Czech Republic,119694.54699999999,1.10202,5.45960522,6.19887209,82196001050.74744,22
4116,Denmark,52049.398,2.44145,7.29320812,8.70251179,178635163717.43066,22
4120,Ecuador,24950.267999999996,0.05534,1.41283405,4.45758963,28548945000.0,22
4121,"Egypt, Arab Rep.",127193.56199999999,0.23120500000000002,1.89907742,5.5107379000000005,85146067415.73033,22
4122,El Salvador,6182.562,0.0959222222222222,4.00326157,8.77833939,12664190300.0,22
4125,Estonia,14888.02,0.71649,3.58231616,4.70043564,7372457379.674107,22
4126,Ethiopia,4521.411,0.17917,2.08123207,4.712629799999999,7850809498.168027,22
4128,Finland,61348.91,3.2574,5.85965347,7.62769508,139738377564.4645,22
4129,France,375075.42799999996,2.17449,7.31639624,10.02218628,1494286655373.6118,22
4130,Gabon,4572.749,0.41633000000000003,1.19960451,3.33045912,5335451307.543232,22
4131,"Gambia, The",300.694,0.020390000000000002,0.52695286,6.263335700000001,578236035.1042786,22
4132,Georgia,3388.308,0.18574000000000002,1.15343356,8.03379822,3395728013.845243,22
4133,Germany,829724.7559999999,2.4239,7.92531824,10.18361187,2068624129493.6948,22
4134,Ghana,7422.008000000001,0.23156999999999997,0.6973545,2.99873066,6166330136.294801,22
4135,Greece,93669.84800000001,0.55301,4.97795296,8.23378086,153830946734.425,22
4137,Guatemala,10887.323,0.035,2.05166984,6.34377003,20776403774.1156,22
4142,Honduras,6090.887,0.04181,2.54012251,6.2445755,7858235333.4834,22
4143,Hungary,56064.763,0.98198,4.93060112,7.12101698,67608919144.36836,22
4144,Iceland,2170.864,2.82841,7.727783199999999,9.48969269,9294652008.417913,22
4145,India,1054258.8329999999,0.72567,0.77020198,4.24016762,514937948870.0804,22
4146,Indonesia,306737.216,0.05202999999999999,0.67425352,2.03304791,195660611165.18344,22
4147,"Iran, Islamic Rep.",401760.18700000003,0.49558,1.86736012,4.75592756,128626917503.71953,22
4148,Iraq,87259.93199999999,0.04554,1.35636795,2.99196029,57093317992.442375,22
4149,Ireland,43413.613,1.05605,5.27236271,6.67451334,127949874835.30963,22
4150,Israel,59812.437000000005,4.13345,4.57536316,7.147677900000001,121123828570.22247,22
4151,Italy,452610.476,1.0848200000000001,5.89694309,7.86693525,1270712309429.7007,22
4152,Jamaica,10241.931,0.06096,2.76125193,4.74544334,9719017925.92929,22
4153,Japan,1218980.473,3.0139400000000003,6.03496456,7.47336435,4115116279069.767,22
4154,Jordan,16886.535,0.33689,4.57756853,9.65557861,9582453032.440058,22
4155,Kazakhstan,133735.49,0.25509,1.93378294,3.61480379,24636593223.34668,22
4156,Kenya,7968.391,0.35520999999999997,1.50157237,4.95862436,13147743910.72406,22
4158,"Korea, Rep.",465631.99299999996,2.27382,2.35344291,4.16491032,627246081417.0044,22
4159,Kuwait,58228.293,0.18001,2.84752798,3.57235289,38137545245.14643,22
4160,Kyrgyz Republic,4957.784000000001,0.1981,2.21980429,4.59219551,1605643104.730212,22
4161,Lao PDR,1188.108,0.0371,1.01875496,3.69751263,1758176653.0774586,22
4162,Latvia,6912.295,0.40888,2.86532664,5.77924252,9545172805.820827,22
4164,Lesotho,1906.84,0.04185,3.30341578,5.95861387,775780697.6766249,22
4166,Lithuania,13142.528,0.6567,4.46821928,6.13646746,14259781159.011929,22
4167,Luxembourg,9416.856,1.609543333333333,5.65616369,6.73847198,23616328816.111423,22
4168,North Macedonia,10934.993999999999,0.24461,4.73120642,8.97826958,4018365247.4444366,22
4169,Madagascar,1235.779,0.24552,2.17796183,5.76798916,5351701534.158007,22
4171,Malaysia,136449.07,0.65254,1.36677563,2.68479466,100845526315.78947,22
4173,Mali,858.078,0.21855,1.10650802,5.00057983,3889758023.7369866,22
4174,Malta,2299.209,0.2385,5.42984438,7.71259499,4470446352.32569,22
4176,Mauritania,1349.4560000000001,0.014190000000000001,1.17171431,5.37182045,1777058592.9881246,22
4177,Mauritius,2885.929,0.36805,1.70967305,3.23190355,4841310239.636872,22
4178,Mexico,414389.335,0.3543,2.16505718,5.071642400000001,772106378935.3771,22
4180,Moldova,3986.0290000000005,0.4045066666666667,2.95519185,6.169447900000001,1661818168.4226036,22
4182,Mongolia,8287.42,0.25173,3.04936218,4.43462038,1396555719.9740865,22
4183,Morocco,38254.144,0.52586,1.22339368,4.42979431,42236836820.61519,22
4184,Mozambique,1587.8110000000001,0.42101000000000005,1.4067806,3.8791212999999996,5677003239.29386,22
4185,Myanmar,9207.837,0.16216,0.32453492,2.33216,6777632512.078097,22
4186,Namibia,1760.16,0.14165,5.16812229,9.89039803,3275669889.09655,22
4188,Nepal,2625.572,0.05439,0.90422684,4.49261379,6050875806.664032,22
4189,Netherlands,181817.194,1.74543,6.05263615,8.64913177,471613965744.4005,22
4190,New Zealand,33201.018,1.1246,5.92019367,7.90045929,66627729311.44955,22
4191,Nicaragua,4037.367,0.03493,2.46180677,5.73315907,5224213017.54386,22
4193,Nigeria,94586.59800000001,0.13223,0.5313319000000001,2.49063969,95385819320.5737,22
4194,Norway,38023.123,1.63058,7.46015739,9.00061893,195524186477.6172,22
4195,Oman,25470.982000000004,0.13645,2.65471292,3.18044019,20142756174.721016,22
4196,Pakistan,114084.037,0.21977,1.07123935,2.82704639,79904985384.86522,22
4198,Panama,5870.866999999999,0.3422,4.58416319,6.96316957,12994310400.0,22
4199,Papua New Guinea,3487.317,0.031580000000000004,1.68018675,2.64306617,2999511040.197643,22
4200,Paraguay,3898.0209999999997,0.07493,1.46725607,4.19174957,7196260656.845559,22
4201,Peru,27187.138,0.10614000000000001,2.86739397,5.21535921,54777553515.08088,22
4202,Philippines,71337.818,0.13744,1.01248217,2.7333045,84307369867.2474,22
4203,Poland,294834.13399999996,0.55785,4.25274277,6.07919645,199072058823.52945,22
4204,Portugal,66790.738,0.72144,6.21356392,8.56267643,134156091661.96124,22
4205,Qatar,40905.385,0.4786,1.54557216,2.45663571,19363736263.736263,22
4206,Romania,97237.839,0.37721,3.6797502,4.57694626,46066101951.2933,22
4207,Russian Federation,1557085.207,1.24652,3.21583962,5.51606607,345470494417.8628,22
4208,Rwanda,531.715,0.66627,0.88916981,3.66946197,1965903267.635073,22
4212,Saudi Arabia,326407.00399999996,0.062329999999999997,3.07290077,4.2493763,189605920240.5157,22
4213,Senegal,4510.41,0.2909,1.38332558,4.08059502,6752510282.957444,22
4214,Serbia,61066.551,0.6795399999999999,5.82102203,8.06561947,17120906918.350328,22
4215,Seychelles,539.049,0.40707,3.63683915,4.55957556,697518248.1751825,22
4217,Singapore,47230.96,2.03282,1.05214131,3.358464,92537752708.5893,22
4218,Slovak Republic,39251.568,0.56389,4.86183834,5.50947618,35130340673.81893,22
4219,Slovenia,15419.735,1.43874,5.80969334,8.02119923,23489890274.314217,22
4221,South Africa,356637.75200000004,0.7381449999999999,2.30159259,6.88287115,115482368343.6584,22
4222,Spain,314518.59,0.96005,4.89811945,6.80052805,705394315829.0984,22
4223,Sri Lanka,11056.005,0.16301,2.23059106,4.17312145,16536535647.083422,22
4225,St. Lucia,289.693,0.30598000000000003,2.04353094,6.01848078,900000000.0,22
4226,St. Vincent and the Grenadines,187.017,0.12028,2.95367765,4.30659676,461883444.44444436,22
4227,Sudan,8118.738,0.39509,1.128654,3.30010867,14803189092.704416,22
4229,Eswatini,1133.103,0.27013000000000004,2.4225831,5.5229826,1432228172.7020028,22
4230,Sweden,57425.22,3.75881,6.77922344,8.20682907,266849061835.6595,22
4231,Switzerland,40758.705,2.498065,3.17972255,10.13844776,301416809957.6543,22
4232,Tajikistan,1881.171,0.07067999999999999,0.80717486,4.43647242,1221120798.813357,22
4233,Tanzania,3589.993,0.33462,1.33213425,4.68907642,14142035080.284897,22
4234,Thailand,194589.355,0.23055,2.07636952,3.33472419,134300851255.00175,22
4236,Togo,1232.112,0.23476999999999998,0.46022218,3.44982672,1698678686.3823519,22
4238,Trinidad and Tobago,28620.935,0.13178,1.96599567,4.72302485,9008273720.933954,22
4239,Tunisia,20861.563000000002,0.54302,2.7802453,5.37092733,23142294436.238308,22
4240,Turkey,205685.697,0.51294,3.54229736,5.06227875,240248965617.66754,22
4243,Uganda,1558.475,0.36756,2.15700984,8.75128365,6178563590.892537,22
4244,Ukraine,318687.969,0.9991700000000001,3.07087588,5.99220037,42351593887.282684,22
4245,United Arab Emirates,84656.362,0.48622,1.66402185,2.71770859,109816201497.61743,22
4246,United Kingdom,528642.054,1.6254,6.22238016,8.02424622,1784473920863.309,22
4247,United States,5641309.132999999,2.5592599999999996,6.32175112,14.00746441,10936419054000.0,22
4248,Uruguay,4620.42,0.23818000000000003,5.04141331,10.51725101,13606494597.291716,22
4249,Uzbekistan,128345.0,0.29356,1.97834206,5.24231815,9687788512.801842,22
4251,"Venezuela, RB",193316.90600000002,0.18907000000000002,3.55378437,7.71829414,92893587733.65492,22
4252,Vietnam,70806.103,0.19272999999999998,1.66708505,4.57058716,35064105500.83445,22
4254,Zambia,1983.8470000000002,0.0054399999999999995,2.9581449,6.79403543,4193845678.170327,22
4256,Albania,4294.057,0.08757000000000001,2.67035341,7.06348991,5611492282.865817,23
4257,Algeria,91575.991,0.19623,2.7617898,3.60104108,67863841333.41947,23
4259,Angola,9064.824,0.03229,1.46559668,3.54797316,17812705294.32501,23
4261,Argentina,135062.94400000002,0.41013,3.8912858999999997,7.11225414,127586973492.17665,23
4262,Armenia,3428.645,0.32109,1.20635736,7.17936134,2807061008.6908445,23
4263,Australia,336271.234,1.803085,5.63916588,7.90449524,466488060570.7629,23
4264,Austria,71854.865,2.17456,6.98268557,9.547239300000001,261695778781.0384,23
4265,Azerbaijan,30615.783,0.32495999999999997,0.7790041,2.73488688,7276013031.9690485,23
4267,Bahrain,16802.194,0.10116,2.49012971,3.98856878,11074813829.787231,23
4270,Belarus,53530.865999999995,0.61147,4.53548431,5.96711493,17827791321.306683,23
4271,Belgium,112914.26400000001,1.8318400000000001,6.79206038,9.20770645,317381715575.6208,23
4275,Bolivia,11092.675,0.25954,2.75486469,5.19709635,8082364868.393565,23
4276,Bosnia and Herzegovina,14488.317,0.01854,5.49271965,8.03272915,8369878822.850549,23
4277,Botswana,3828.348,0.53286,3.58005309,6.17618656,7511582173.377239,23
4278,Brazil,321621.56899999996,0.99939,3.51301837,8.19710159,558319920831.9792,23
4279,Brunei Darussalam,4591.084,0.01842,2.15491128,2.59788561,6557333084.605671,23
4280,Bulgaria,47307.967000000004,0.47586999999999996,4.37132454,7.19987392,21144983551.682343,23
4281,Burkina Faso,1078.098,0.27119,1.10279822,3.53623772,4740768355.229736,23
4282,Burundi,161.34799999999998,0.20068,1.35508084,6.31327724,784654423.6204762,23
4283,Cabo Verde,308.028,0.07264,3.30085492,4.50008631,813963830.1792166,23
4284,Cambodia,2379.883,0.05506384615384615,1.48538756,6.94984961,4658246918.270923,23
4286,Canada,553100.944,1.97478,6.61388111,9.04279232,892382413817.7146,23
4288,Chad,744.4010000000001,0.3005,1.73683143,5.5094099000000005,2742815194.5499325,23
4289,Chile,55602.721,0.30956999999999996,2.80481911,7.33330393,75643459839.60081,23
4290,China,4540417.061000001,1.12037,1.24286163,4.38032389,1660287965662.68,23
4291,Colombia,57421.553,0.15602,4.46871948,5.77505875,94641378693.22304,23
4293,"Congo, Dem. Rep.",1070.764,0.26777,0.22875252,3.7208724,8937567059.877542,23
4295,Costa Rica,6626.269,0.36349000000000004,4.64616108,6.99989271,17196009811.11724,23
4296,Cote d'Ivoire,5460.1630000000005,0.0956,0.7125566,4.54102564,15340993079.12055,23
4297,Croatia,22984.756,0.95034,5.17010736,6.35693502,34682900712.66542,23
4298,Cuba,25485.65,0.58243,5.64911461,7.10295439,35901200000.0,23
4299,Cyprus,7748.371,0.31834,2.47707176,5.63568783,14547325028.312569,23
4300,Czech Republic,122037.76,1.14741,5.73395586,6.55446577,100090467581.2684,23
4301,Denmark,55998.757000000005,2.51085,7.47102213,8.9036293,218096033517.00894,23
4305,Ecuador,26967.118,0.05735,1.6680541000000002,5.42486,32432858000.0,23
4306,"Egypt, Arab Rep.",147963.45,0.25057250000000003,1.66768789,5.2242527,80288461538.46153,23
4307,El Salvador,6552.929,0.09785777777777778,3.88919258,8.4062252,13243892200.0,23
4310,Estonia,17124.89,0.76777,3.69699931,4.85959911,9877636630.532972,23
4311,Ethiopia,4987.12,0.17917,2.27636671,4.89970922,8623691300.040789,23
4313,Finland,68671.909,3.30214,6.13726616,7.93805122,171274266365.68848,23
4314,France,380689.605,2.11994,7.32370901,10.08283329,1840480812641.0835,23
4315,Gabon,4642.4220000000005,0.41633000000000003,1.43520772,3.5369184000000002,6511903657.440093,23
4316,"Gambia, The",300.694,0.020390000000000002,0.5704515,5.31111097,487038821.6119592,23
4317,Georgia,3773.343,0.2176,1.1793555,8.2554884,3991284895.37214,23
4318,Germany,823003.145,2.46513,8.05242443,10.40197659,2496128668171.5576,23
4319,Ghana,7631.026999999999,0.23156999999999997,0.82477731,3.02463651,7632406552.838025,23
4320,Greece,95738.036,0.5465399999999999,5.05799437,8.44915676,201924269751.693,23
4322,Guatemala,10619.632,0.035,2.14981437,6.47980595,21917430694.2538,23
4327,Honduras,6769.281999999999,0.04215,2.61311603,6.8900466,8230387552.225904,23
4328,Hungary,59053.367999999995,0.9184100000000001,5.68199396,8.11923409,85302003908.04198,23
4329,Iceland,2167.197,2.70912,8.14835739,9.97767162,11414055065.24658,23
4330,India,1099597.621,0.71929,0.75024337,4.00848055,607699285433.8721,23
