,country,co2,expRD,expEd,expHealth,gdp,year
787,"Hong Kong SAR, China",27333.818,0.4283,,2.46608996391296,76928290841.87015,1990
788,Hungary,69647.331,0.63025,4.66643333,5.87939977645874,..,1990
789,Iceland,1998.515,1.7954,7.21218348,4.25224018096924,6478459743.530792,1990
790,"Iran, Islamic Rep.",210463.798,0.50218,1.7855711,3.77391004562378,124813263926.24571,1990
791,Ireland,31217.171,1.27006,4.57751989,4.59505987167358,49364680213.625114,1990
792,Israel,36295.966,2.59385,4.29216099,5.42283010482788,59217144628.50908,1990
793,Italy,417550.289,0.94843,5.49627781,4.649218082427978,1181222653522.9475,1990
794,Jamaica,7532.018,0.0491,3.18738079,4.7791600227356,4592224067.371938,1990
795,Japan,1092395.633,2.69206,5.75151682,4.882622361183165,3132817652848.0415,1990
796,Kenya,5823.196,0.35521,1.32658839,6.303194999694824,8572359162.856306,1990
797,Kyrgyz Republic,11133.012,0.1939,2.13439822,5.58819007873535,2675000000,1990
798,Latvia,14143.619,0.39723,2.76619649,5.27811002731323,..,1990
799,Lesotho,1474.134,0.04185,2.94303799,6.795967578887937,596415104.5491439,1990
800,Lithuania,22148.68,0.49155,4.16442347,4.76492023468018,..,1990
801,"Macao SAR, China",1034.094,0.06268,,3.37756991386414,3220920084.7774587,1990
802,Madagascar,935.085,0.22032,2.1105423,1.8864537477493324,3931334870.7496405,1990
803,Malaysia,56592.811,0.21645,1.17325473,5.597258186340336,44024178343.00714,1990
804,Mali,425.372,0.21855,1.28954971,2.5067766507466667,2681912030.493843,1990
805,Malta,2247.871,0.2385,4.73784733,3.83141994476318,2547163582.331487,1990
806,Mauritius,1463.133,0.27899,1.55006421,3.17034006118774,2653480001.345578,1990
807,Mexico,318427.612,0.25067,2.01177883,2.32498002052307,261253582805.94467,1990
808,Nepal,777.404,0.05439,0.55427396,2.89287996292114,3627562402.6602683,1990
809,Netherlands,163335.514,1.84093,5.320714,5.22878980636597,318330511920.6099,1990
810,New Zealand,23545.807,1.05649,5.56446981,5.039802169799806,45495129385.04751,1990
811,Niger,605.055,,1.53187096,2.06030011177063,3512356353.0797963,1990
812,Norway,31510.531,1.59352,6.29948092,6.31037998199463,119791683307.50676,1990
813,Oman,11312.695,0.13645,2.50450325,2.83892011642456,11685045513.654097,1990
814,Pakistan,68565.566,0.15565,1.01343811,2.51680994033813,40010423970.45763,1990
815,Panama,2768.585,0.3101,4.6724925,3.698871476309639,6433967000,1990
816,Peru,21070.582,0.0836,2.31222916,3.11879992485046,26410386669.360916,1990
817,Poland,368423.49,0.64036,3.61403513,3.89144992828369,65977749036.984436,1990
818,Portugal,42320.847,0.5495,5.90206194,3.56972002983093,78713860216.56589,1990
819,Saudi Arabia,185803.223,0.06233,3.03455424,5.874637985229496,117630271802.48038,1990
820,Senegal,3182.956,0.2909,1.26322365,2.52794003486633,7237100724.341964,1990
821,Slovak Republic,44183.683,0.89292,4.68998718,5.35694980621338,12747380650.076181,1990
822,Slovenia,12478.801,1.26633,5.57140017,4.43858003616333,18198199152.542374,1990
823,South Africa,313304.813,0.58354,2.73613644,5.12579011917114,115552349035.44061,1990
824,Spain,218597.204,0.78949,4.91906023,3.63358998298645,536558591250.4081,1990
825,Sri Lanka,3868.685,0.18356,2.27740288,2.41092991828918,8032551173.240139,1990
826,St. Lucia,161.348,0.64171,1.8697567,5.343529939651489,579629629.6296296,1990
827,Eswatini,964.421,0.27013,2.41081047,5.48457002639771,1114703088.161404,1990
828,Sweden,51946.722,3.31489,6.18943739,5.2121901512146,261846194498.88492,1990
829,Switzerland,42610.54,2.44857,2.67802835,4.52294015884399,258066552692.19696,1990
830,Thailand,90721.58,0.11918,1.71152949,2.795514941215515,85343063965.91818,1990
831,Togo,773.737,0.23477,0.39248648,5.292135906219484,1628427515.418813,1990
832,Tunisia,13226.869,0.54302,2.65892363,5.79086017608643,12290568181.818182,1990
833,United Kingdom,555924.534,1.58684,5.59644794,4.05552005767822,1093169389204.5454,1990
834,Uruguay,3993.363,0.26501,4.15722036,2.603829956054684,9298839655.231384,1990
835,Zambia,2445.889,0.01104,3.18158054,2.7209925651550324,3285217391.3043475,1990
836,Argentina,117098.311,0.41749,4.63411379,1.5114799737930282,189719984268.48453,1991
837,Armenia,5826.863,0.18692,0.95468217,1.84843003749847,2068526521.9029896,1991
838,Australia,261471.768,1.6665,5.46949816,4.79478979110718,325315909269.28815,1991
839,Austria,61719.277,1.58077,6.82578659,5.10321998596191,173794177961.10782,1991
840,Azerbaijan,56240.779,0.23533,0.86689276,6.05797004699707,8792365810.509403,1991
841,Bangladesh,14811.013,,0.57436872,1.42566001415253,30957483949.57983,1991
842,Belgium,110959.753,1.72963,5.96185923,4.943674182891848,210510999409.33255,1991
843,Benin,821.408,,0.80706608,2.74788999557495,1986437859.9034622,1991
844,Brazil,219330.604,1.04751,3.47024679,4.56816005706787,602860000000,1991
845,Bulgaria,57549.898,0.42201,3.4715004,5.42961978912354,10943548387.096775,1991
846,Burundi,238.355,0.20068,1.46507251,3.49365997314453,1167398478.3459036,1991
847,Cameroon,102.676,,0.67430598,3.22023010253906,12434370004.95856,1991
848,Canada,426780.128,1.61209,6.02896738,6.88430023193359,610328183643.1876,1991
849,Chile,31323.514,0.30957,2.51822186,2.294679959615073,37834793730.31326,1991
850,Colombia,57120.859,0.29923,4.20017815,2.976625574959648,49175565911.06548,1991
851,Costa Rica,3336.97,0.30377,4.28046608,3.842459917068484,7168999670.015519,1991
852,Cote d'Ivoire,4561.748,0.0956,0.8112601,6.787691513697311,10492628915.492674,1991
853,Cyprus,4899.112,0.20331,2.18027353,3.57539010047913,5770197348.484848,1991
854,Czech Republic,138176.227,0.89446,5.07170343,3.77507996559143,29859921158.869625,1991
855,Denmark,60270.812,1.80667,6.73533964,5.59675979614258,139224688814.19528,1991
856,Estonia,23879.504,0.57074,3.92247367,5.70691013336182,..,1991
857,Ethiopia,2984.938,0.17917,1.79956126,2.29242134094238,13463868357.487925,1991
858,Finland,53699.548,2.45311,5.37109375,6.33748006820679,127773856785.76678,1991
859,"Gambia, The",198.018,0.02039,0.58467138,3.78061008453369,690314321.3749986,1991
860,Ghana,4279.389,0.23157,0.77592826,3.43913360075517,6596546195.652174,1991
861,Guinea,1026.76,,0.30125162,2.01639008522034,3014890569.040987,1991
862,Guyana,1122.102,,2.38048863,4.775359058380126,348533094.8121646,1991
863,"Hong Kong SAR, China",28639.27,0.4283,,2.64714503288269,88959620135.88635,1991
864,Hungary,66585.386,0.63025,4.66643333,5.87939977645874,34753569692.91496,1991
865,Iceland,1767.494,1.7954,7.21218348,4.54611349105835,6920116566.632145,1991
866,"Iran, Islamic Rep.",227401.671,0.50218,1.7855711,3.74353003501892,..,1991
867,Ireland,31400.521,1.27006,4.57751989,4.77694988250732,49847127646.089485,1991
868,Israel,36754.341,2.59385,4.29216099,5.43542003631592,67793699706.02431,1991
869,Italy,423894.199,0.94843,5.49627781,4.677442073822022,1246220156079.288,1991
870,Jamaica,7755.705,0.0491,3.18738079,4.38306999206543,4071219198.0360065,1991
871,Japan,1098438.849,2.69206,5.75151682,4.39809489250183,3584420077100.842,1991
872,Kenya,4840.44,0.35521,1.32658839,6.57067012786865,8151479004.213335,1991
873,Kyrgyz Republic,11133.012,0.1939,2.13439822,5.58819007873535,2569444444.4444447,1991
874,Latvia,14143.619,0.39723,2.76619649,5.27811002731323,..,1991
875,Lesotho,1529.139,0.04185,2.94303799,7.389655113220215,704329192.7715207,1991
876,Lithuania,22148.68,0.49155,4.16442347,4.76492023468018,..,1991
877,"Macao SAR, China",1092.766,0.06268,,3.37756991386414,3735117374.4112535,1991
878,Madagascar,1015.759,0.22032,2.1105423,1.849452495574955,3254713056.021707,1991
879,Malaysia,68591.235,0.21645,1.17325473,5.354344177246098,49143148094.26826,1991
880,Mali,436.373,0.21855,1.28954971,2.524628321329756,2724131545.1695795,1991
881,Malta,2152.529,0.2385,4.73784733,3.92030000686646,2750041434.262948,1991
882,Mauritius,1521.805,0.27899,1.55006421,3.50989007949829,2856890680.6028504,1991
883,Mexico,331958.842,0.25067,2.01177883,2.54800009727478,313142768453.4853,1991
884,Nepal,1085.432,0.05439,0.55427396,2.89287996292114,3921476084.890719,1991
885,Netherlands,169030.365,1.84093,5.320714,5.16165018081665,327500327675.6247,1991
886,New Zealand,24084.856,1.05649,5.56446981,5.261364173889162,42745329732.16296,1991
887,Niger,572.052,,1.53187096,2.29205989837646,3285796979.7973747,1991
888,Norway,32075.249,1.59352,6.29948092,6.37321996688843,121872464483.48734,1991
889,Oman,11686.729,0.13645,2.50450325,2.98794007301331,11341482444.73342,1991
890,Pakistan,68242.87,0.15565,1.01343811,2.56676006317139,45625234697.70935,1991
891,Panama,3245.295,0.3101,4.6724925,3.641788618905201,7074675500,1991
892,Peru,20293.178,0.0836,2.31222916,3.11879992485046,34341465998.200283,1991
893,Poland,361643.207,0.64036,3.61403513,3.89144992828369,85500935934.99008,1991
894,Portugal,43992.999,0.5495,5.90206194,4.07133007049561,89233599278.47925,1991
895,Saudi Arabia,267768.007,0.06233,3.03455424,5.77945995330811,132223268484.75194,1991
896,Senegal,3424.978,0.2909,1.26322365,2.52794003486633,7111252865.846245,1991
897,Slovak Republic,44183.683,0.89292,4.68998718,5.35694980621338,14272201755.470392,1991
898,Slovenia,12478.801,1.26633,5.57140017,4.43858003616333,13263686956.521738,1991
899,South Africa,326410.671,0.58354,2.73613644,5.73734998703003,123942759156.41641,1991
900,Spain,225634.177,0.78949,4.91906023,3.74235010147095,577166174539.6317,1991
901,Sri Lanka,4176.713,0.18356,2.27740288,2.91558003425598,9000362581.580856,1991
902,St. Lucia,168.682,0.64171,1.8697567,5.640742480754852,613703703.7037036,1991
903,Eswatini,876.413,0.27013,2.41081047,5.398499965667728,1156141998.3341181,1991
904,Sweden,51525.017,3.31489,6.18943739,5.4438099861145,274229034311.69904,1991
905,Switzerland,42705.882,2.44857,2.67802835,4.68063020706177,261113787308.22873,1991
906,Thailand,99680.061,0.11918,1.71152949,3.08859992027283,98234695722.03412,1991
907,Togo,843.41,0.23477,0.39248648,5.483637905120852,1602299862.9243028,1991
908,Tunisia,15489.408,0.54302,2.65892363,6.02747011184692,13074782608.695652,1991
909,United Kingdom,566830.192,1.58684,5.59644794,4.1224799156189,1142797178130.5115,1991
910,Uruguay,4554.414,0.26501,4.15722036,2.47907996177673,11205971155.275808,1991
911,Zambia,2416.553,0.01104,3.18158054,2.74057006835938,3378882352.9411764,1991
912,Argentina,121352.031,0.41749,4.63411379,1.9555799961090063,228788617201.69592,1992
913,Armenia,5826.863,0.18692,0.95468217,1.84843003749847,1272577456.127115,1992
914,Australia,267984.36,1.6665,5.46949816,4.69240999221802,324884257479.0433,1992
915,Austria,56772.494,1.58077,6.82578659,5.2969799041748,195078126721.7631,1992
916,Azerbaijan,56240.779,0.23533,0.86689276,6.05797004699707,4991350457.542502,1992
917,Bangladesh,15452.738,,0.57436872,1.63177001476288,31708874594.164455,1992
918,Belgium,111968.178,1.72963,5.96185923,5.157992172241213,234781652446.67502,1992
919,Benin,898.415,,0.80706608,2.74788999557495,1695315305.7030787,1992
920,Brazil,220705.729,1.04751,3.47024679,4.56816005706787,400599250000,1992
921,Bulgaria,54205.594,0.42201,3.4715004,5.26045989990234,10350515463.917526,1992
922,Burundi,216.353,0.20068,1.46507251,3.8058500289917,1083037670.6048403,1992
923,Cameroon,2783.253,,0.67430598,2.75099992752075,11396310990.21971,1992
924,Canada,440978.752,1.61209,6.02896738,6.77093982696533,592387689252.9163,1992
925,Chile,32474.952,0.30957,2.51822186,2.339199940363567,45964327558.88356,1992
926,Colombia,62049.307,0.29923,4.20017815,3.1123133500417066,58418985443.317154,1992
927,Costa Rica,3791.678,0.30377,4.28046608,3.724764943122865,8528593420.531231,1992
928,Cote d'Ivoire,4099.706,0.0956,0.8112601,6.78113985061646,11152971316.074015,1992
929,Cyprus,5287.814,0.20331,2.18027353,3.78029990196228,6912150456.323338,1992
930,Czech Republic,138176.227,0.89446,5.07170343,3.77507996559143,34805013229.57198,1992
931,Denmark,54322.938,1.80667,6.73533964,6.684789896011354,152915654478.88538,1992
932,Estonia,23879.504,0.57074,3.92247367,5.70691013336182,..,1992
933,Ethiopia,2966.603,0.17917,1.79956126,2.32331562042236,10492993077.609276,1992
934,Finland,47472.982,2.45311,5.37109375,6.52050018310547,112532519246.08443,1992
935,"Gambia, The",198.018,0.02039,0.58467138,1.16983997821808,714255460.5033894,1992
936,Ghana,3755.008,0.23157,0.77592826,3.52303817055442,6413901601.830664,1992
937,Guinea,1059.763,,0.30125162,2.00631999969482,3284625277.1618624,1992
938,Guyana,1048.762,,2.38048863,4.425056076049804,373573141.48681056,1992
939,"Hong Kong SAR, China",33094.675,0.4283,,2.82820010185242,104272278634.73116,1992
940,Hungary,60395.49,0.63025,4.66643333,6.07956981658936,38730585922.218864,1992
941,Iceland,1818.832,1.7954,7.21218348,4.83998680114746,7091625415.537857,1992
942,"Iran, Islamic Rep.",228468.768,0.50218,1.7855711,3.64046001434326,..,1992
943,Ireland,31033.821,1.27006,4.57751989,4.99963998794556,55985504488.81147,1992
944,Israel,42790.223,2.59385,4.29216099,5.57965993881226,75870773860.35542,1992
945,Italy,420535.227,0.94843,5.49627781,4.705666065216066,1320161644933.2288,1992
946,Jamaica,7715.368,0.0491,3.18738079,3.33665990829468,3530892749.0213137,1992
947,Japan,1122989.414,2.69206,5.75151682,3.913567423820495,3908809463463.857,1992
948,Kenya,5540.837,0.35521,1.32658839,6.07590007781982,8209129171.7364855,1992
949,Kyrgyz Republic,11133.012,0.1939,2.13439822,5.58819007873535,2316562499.9999995,1992
950,Latvia,14143.619,0.39723,2.76619649,5.27811002731323,..,1992
951,Lesotho,1587.811,0.04185,2.94303799,7.983342647552492,831033941.0939692,1992
952,Lithuania,22148.68,0.49155,4.16442347,4.76492023468018,..,1992
953,"Macao SAR, China",1081.765,0.06268,,3.37756991386414,4879018601.90911,1992
954,Madagascar,986.423,0.22032,2.1105423,1.8124512434005773,3714967007.18602,1992
955,Malaysia,75298.178,0.21645,1.17325473,5.11143016815186,59167550162.955986,1992
956,Mali,451.041,0.21855,1.28954971,2.5424799919128453,2830673388.8242855,1992
957,Malta,2119.526,0.2385,4.73784733,4.31409978866577,3021910216.718266,1992
958,Mauritius,1708.822,0.27899,1.55006421,3.5636238157749163,3224267547.8050785,1992
959,Mexico,334698.091,0.25067,2.01177883,3.00501990318298,363157598242.26953,1992
960,Nepal,1312.786,0.05439,0.55427396,2.89287996292114,3401211581.2917595,1992
961,Netherlands,167127.192,1.84093,5.320714,4.95913004875183,362962872180.4511,1992
962,New Zealand,25082.28,1.05649,5.56446981,5.482926177978518,41649829859.6342,1992
963,Niger,531.715,,1.53187096,2.22656011581421,3386232592.0183396,1992
964,Norway,32009.243,1.59352,6.29948092,6.63613986968994,130838040067.58388,1992
965,Oman,11987.423,0.13645,2.50450325,3.12258005142212,12452275682.704811,1992
966,Pakistan,72789.95,0.15565,1.01343811,2.54967999458313,48884606848.12655,1992
967,Panama,4246.386,0.3101,4.6724925,3.5847057615007643,8042337700,1992
968,Peru,20425.19,0.0836,2.31222916,3.11879992485046,35966302303.262955,1992
969,Poland,354745.58,0.64036,3.61403513,4.1879301071167,94337050693.27269,1992
970,Portugal,48279.722,0.5495,5.90206194,4.33747005462646,107592098307.09831,1992
971,Saudi Arabia,285534.622,0.06233,3.03455424,5.14462995529175,137087876662.75247,1992
972,Senegal,3479.983,0.2909,1.26322365,2.52794003486633,7602005274.436155,1992
973,Slovak Republic,44183.683,0.89292,4.68998718,5.35694980621338,15495514296.804243,1992
974,Slovenia,12478.801,1.26633,5.57140017,5.14512014389038,13101055424.528301,1992
975,South Africa,301687.757,0.58354,2.73613644,5.81168508529663,134544563096.78204,1992
976,Spain,233921.597,0.78949,4.91906023,3.83716011047363,630916018202.5029,1992
977,Sri Lanka,5185.138,0.18356,2.27740288,2.9798967043558733,9703011635.865847,1992
978,St. Lucia,150.347,0.64171,1.8697567,5.937955021858214,674074074.074074,1992
979,Eswatini,836.076,0.27013,2.41081047,5.312429904937745,1284766234.2215989,1992
980,Sweden,51026.305,3.31489,6.18943739,5.25850009918213,284321115594.6289,1992
981,Switzerland,42793.89,2.44857,2.67802835,4.88634514808655,271814367088.6076,1992
982,Thailand,109540.624,0.11918,1.71152949,3.04540991783142,111452869378.46703,1992
983,Togo,836.076,0.23477,0.39248648,5.67513990402222,1692959110.180217,1992
984,Tunisia,15023.699,0.54302,2.65892363,5.75488996505737,15497286295.793758,1992
985,United Kingdom,556280.233,1.58684,5.59644794,4.3344898223877,1179659529659.5298,1992
986,Uruguay,5170.47,0.26501,4.15722036,2.41153001785278,12878199880.983868,1992
987,Zambia,2456.89,0.01104,3.18158054,2.09159994125366,3181921787.7094975,1992
988,Argentina,117927.053,0.41749,4.63411379,2.399680018424985,236741715015.015,1993
989,Armenia,2555.899,0.18692,0.95468217,1.84843003749847,1201313201.0127153,1993
990,Australia,277397.549,1.6665,5.46949816,5.51652002334595,311549325463.74365,1993
991,Austria,57219.868,1.58077,6.82578659,5.2519998550415,190379720809.18018,1993
992,Azerbaijan,48452.071,0.23533,0.86689276,5.151103337605793,3970953395.5154357,1993
993,Bangladesh,16138.467,,0.57436872,1.69262003898621,33166519417.98942,1993
994,Belgium,107652.119,1.72963,5.96185923,5.37231016159058,224721795708.95523,1993
995,Benin,1133.103,,0.80706608,2.74788999557495,2274557914.074811,1993
996,Brazil,230738.641,1.04751,3.47024679,4.56816005706787,437798577639.7516,1993
997,Bulgaria,67861.502,0.42201,3.4715004,4.95048999786377,10829710144.927536,1993
998,Burundi,227.354,0.20068,1.46507251,4.185559988021851,938632612.0263591,1993
999,Cameroon,2937.267,,0.67430598,2.6296149343252164,15498179313.042454,1993
1000,Canada,445580.837,1.61209,6.02896738,7.70425987243652,577170761956.4375,1993
1001,Chile,34627.481,0.30957,2.51822186,2.38371992111206,49297773130.118515,1993
1002,Colombia,64022.153,0.29923,4.20017815,3.248001125123765,66446804802.5747,1993
1003,Costa Rica,3953.026,0.30377,4.28046608,3.607069969177247,9537297723.105232,1993
1004,Cote d'Ivoire,5346.486,0.0956,0.8112601,6.50304985046387,11045759468.941166,1993
1005,Cyprus,5599.509,0.20331,2.18027353,4.09555006027222,6590291048.292109,1993
1006,Czech Republic,132631.723,0.89446,5.07170343,4.18451976776123,40866748705.10754,1993
1007,Denmark,57065.854,1.80667,6.73533964,7.77281999588013,143195627014.6054,1993
1008,Estonia,19508.44,0.57074,3.92247367,5.70691013336182,4006983328.9229956,1993
1009,Ethiopia,3028.942,0.17917,1.79956126,2.35420989990234,8830712713.907812,1993
1010,Finland,50402.915,2.45311,5.37109375,7.48716020584106,89214114708.0254,1993
1011,"Gambia, The",209.019,0.02039,0.58467138,1.63107999165853,755042548.0558238,1993
1012,Ghana,4422.402,0.23157,0.77592826,3.60694274035367,5966255778.120185,1993
1013,Guinea,1089.099,,0.30125162,2.08843994140625,3279063317.634746,1993
1014,Guyana,1048.762,,2.38048863,4.074753093719482,454101382.4884793,1993
1015,"Hong Kong SAR, China",34964.845,0.4283,,2.8032276034355177,120353947980.76427,1993
1016,Hungary,61917.295,0.63025,4.66643333,5.91958999633789,40124916940.59447,1993
1017,Iceland,1976.513,1.7954,7.21218348,5.13386011123657,6227928899.815393,1993
1018,"Iran, Islamic Rep.",237214.563,0.50218,1.7855711,4.31462001800537,63743623232.01201,1993
1019,Ireland,31261.175,1.27006,4.57751989,5.10943984985352,52480251191.99907,1993
1020,Israel,45074.764,2.59385,4.29216099,5.95542001724243,76250990071.02223,1993
1021,Italy,411917.777,0.94843,5.49627781,4.73389005661011,1064958075550.6337,1993
1022,Jamaica,8005.061,0.0491,3.18738079,3.21403002738953,5405097570.688969,1993
1023,Japan,1107727.36,2.69206,5.75151682,3.42903995513916,4454143876947.206,1993
1024,Kenya,6347.577,0.35521,1.32658839,6.02915000915527,5751789915.053628,1993
1025,Kyrgyz Republic,8536.776,0.1939,2.13439822,5.58819007873535,2028295454.5454545,1993
1026,Latvia,12016.759,0.39723,2.76619649,5.27811002731323,..,1993
1027,Lesotho,1635.482,0.04185,2.94303799,8.57703018188477,835592802.2768308,1993
1028,Lithuania,17495.257,0.49155,4.16442347,4.76492023468018,..,1993
1029,"Macao SAR, China",1180.774,0.06268,,3.37756991386414,5625533410.311763,1993
1030,Madagascar,1012.092,0.22032,2.1105423,1.7754499912262,4063298919.2868047,1993
1031,Malaysia,91722.671,0.21645,1.17325473,4.65463018417358,66894837030.418396,1993
1032,Mali,462.042,0.21855,1.28954971,2.5603316624959342,2818280876.0761485,1993
1033,Malta,2735.582,0.2385,4.73784733,4.30798816680908,2709178326.7827063,1993
1034,Mauritius,1774.828,0.27899,1.55006421,3.6173575520515424,3263368410.018132,1993
1035,Mexico,339468.858,0.25067,2.01177883,3.32605493068695,500736065605.3408,1993
1036,Nepal,1496.136,0.05439,0.55427396,2.89287996292114,3660041666.6666665,1993
1037,Netherlands,171479.921,1.84093,5.320714,4.75660991668701,353550169672.5202,1993
1038,New Zealand,26688.426,1.05649,5.56446981,5.704488182067874,46775620817.43266,1993
1039,Niger,605.055,,1.53187096,2.04959988594055,2208546462.6076293,1993
1040,Norway,35148.195,1.59352,6.29948092,7.67664003372192,120579072750.59557,1993
1041,Oman,13325.878,0.13645,2.50450325,3.50821995735168,12493107932.379713,1993
1042,Pakistan,78008.091,0.15565,1.01343811,2.38644003868103,51809949334.239555,1993
1043,Panama,3942.025,0.3101,4.6724925,3.527622904096327,8782585400,1993
1044,Peru,23615.48,0.0836,2.31222916,3.11879992485046,34832077220.85365,1993
1045,Poland,353253.111,0.64036,3.61403513,4.1827597618103,96045645026.17801,1993
1046,Portugal,46926.599,0.5495,5.90206194,4.84095001220703,95009751901.25919,1993
1047,Saudi Arabia,313818.193,0.06233,3.03455424,5.99928998947144,132967901424.38235,1993
1048,Senegal,3593.66,0.2909,1.26322365,2.52794003486633,7189226453.281612,1993
1049,Slovak Republic,42881.898,0.89292,4.68998718,4.44960021972656,16520676973.5301,1993
1050,Slovenia,13164.53,1.26633,5.57140017,5.40206003189087,13258920634.920635,1993
1051,South Africa,321049.517,0.58354,2.73613644,5.88602018356323,134308050011.80875,1993
1052,Spain,219253.597,0.78949,4.91906023,4.2448902130127,525075636030.8537,1993
1053,Sri Lanka,5042.125,0.18356,2.27740288,3.044213374455767,10338679635.76159,1993
1054,St. Lucia,231.021,0.64171,1.8697567,6.235167562961577,684814814.8148148,1993
1055,Eswatini,711.398,0.27013,2.41081047,5.226359844207762,1357206995.7462435,1993
1056,Sweden,51756.038,3.31489,6.18943739,5.50703001022339,212953336588.12344,1993
1057,Switzerland,40751.371,2.44857,2.67802835,5.09206008911133,264353008256.6324,1993
1058,Thailand,123295.541,0.11918,1.71152949,3.22531998157501,128889318946.58682,1993
1059,Togo,865.412,0.23477,0.39248648,5.359464883804323,1233496846.3349326,1993
1060,Tunisia,16501.5,0.54302,2.65892363,5.98376989364624,14608946896.483013,1993
1061,United Kingdom,545711.939,1.58684,5.59644794,4.592659950256349,1061388722255.549,1993
1062,Uruguay,4466.406,0.26501,4.15722036,2.341624975204465,15002106518.484686,1993
1063,Zambia,2500.894,0.01104,3.18158054,1.94208002090454,3273237853.3568907,1993
1064,Argentina,122408.127,0.41749,4.63411379,2.8437800407409632,257440000000,1994
1065,Armenia,2706.246,0.18692,0.95468217,1.84843003749847,1315158670.282853,1994
1066,Australia,278119.948,1.6665,5.46949816,5.2547402381897,322213766862.67725,1994
1067,Austria,57172.197,1.58077,6.82578659,5.34017491340637,203535242741.83835,1994
1068,Azerbaijan,41976.149,0.23533,0.86689276,4.244236628214517,3313939553.5417986,1994
1069,Bangladesh,17619.935,,0.57436872,1.7575825154781377,33768660882.793015,1994
1070,Belgium,112334.878,1.72963,5.96185923,5.41103982925415,244884129491.19846,1994
1071,Benin,1265.115,,0.80706608,2.74788999557495,1598075932.3543189,1994
1072,Brazil,242154.012,1.04751,3.47024679,4.56816005706787,558111997497.2627,1994
1073,Bulgaria,54161.59,0.42201,3.4715004,4.1706600189209,9697416974.169743,1994
1074,Burundi,234.688,0.20068,1.46507251,4.565269947052,925030590.1536828,1994
1075,Cameroon,2885.929,,0.67430598,2.5082299411296827,10600157683.841228,1994
1076,Canada,456849.528,1.61209,6.02896738,6.68001985549927,578139279437.6099,1994
1077,Chile,38103.797,0.30957,2.51822186,2.51182007789612,57008425295.8256,1994
1078,Colombia,67571.809,0.29923,4.20017815,3.3836889002058244,81703500846.03638,1994
1079,Costa Rica,5269.479,0.30377,4.28046608,3.4893749952316284,10432619325.420347,1994
1080,Cote d'Ivoire,4686.426,0.0956,0.8112601,4.78869009017944,8313557450.252132,1994
1081,Cyprus,6285.238,0.20331,2.18027353,4.15996980667114,7425703928.571429,1994
1082,Czech Republic,125734.096,0.89446,5.07170343,4.6788501739502,47850203856.175095,1994
1083,Denmark,61000.545,1.80667,6.73533964,7.47105979919434,156162386724.52286,1994
1084,Estonia,19042.731,0.57074,3.92247367,5.50266981124878,4116734613.101128,1994
1085,Ethiopia,2240.537,0.17917,1.79956126,2.49434661865234,6927950564.556568,1994
1086,Finland,57223.535,2.45311,5.37109375,6.85706996917725,103299943084.80365,1994
1087,"Gambia, The",209.019,0.02039,0.58467138,2.09232000509898,746491692.5838569,1994
1088,Ghana,5214.474,0.23157,0.77592826,3.69084731015292,5444560669.456067,1994
1089,Guinea,1250.447,,0.30125162,2.1339366038640333,3383218922.7933645,1994
1090,Guyana,1386.126,,2.38048863,3.72445011138916,540874934.2010123,1994
1091,"Hong Kong SAR, China",31283.177,0.4283,,2.778255105018615,135812069768.64552,1994
1092,Hungary,58793.011,0.63025,4.66643333,5.83488988876343,43166678735.21832,1994
1093,Iceland,2009.516,1.7954,7.21218348,4.74843978881836,6399064571.288052,1994
1094,"Iran, Islamic Rep.",265230.443,0.50218,1.7855711,4.198215007781981,71841461172.54498,1994
1095,Ireland,32672.97,1.27006,4.57751989,5.1825098991394,57166035335.68905,1994
1096,Israel,48400.733,2.59385,4.29216099,6.43802976608276,86643876656.37143,1994
1097,Italy,407378.031,0.94843,5.49627781,4.43331003189087,1099216688280.4995,1994
1098,Jamaica,8195.745,0.0491,3.18738079,4.06418991088867,5419134875.337939,1994
1099,Japan,1173755.362,2.69206,5.75151682,3.63566994667053,4907039384469.678,1994
1100,Kenya,6556.596,0.35521,1.32658839,5.9240198135376,7148145375.785451,1994
1101,Kyrgyz Republic,6167.894,0.1939,2.13439822,5.58819007873535,1681006993.0069933,1994
1102,Latvia,10912.992,0.39723,2.76619649,5.27811002731323,..,1994
1103,Lesotho,1675.819,0.04185,2.94303799,7.02543020248413,878250450.602681,1994
1104,Lithuania,17359.578,0.49155,4.16442347,4.76492023468018,..,1994
1105,"Macao SAR, China",1272.449,0.06268,,3.37756991386414,6265844252.101051,1994
1106,Madagascar,1250.447,0.22032,2.1105423,1.7162024974823025,3522226902.7586145,1994
1107,Malaysia,94010.879,0.21645,1.17325473,4.70528984069824,74478356957.78082,1994
1108,Mali,469.376,0.21855,1.28954971,2.578183333079024,2081846482.7477145,1994
1109,Malta,2453.223,0.2385,4.73784733,4.30187654495239,2998570146.540952,1994
1110,Mauritius,1624.481,0.27899,1.55006421,3.671091288328169,3558137040.37772,1994
1111,Mexico,352780.068,0.25067,2.01177883,3.64708995819092,527813238126.2777,1994
1112,Nepal,1730.824,0.05439,0.55427396,2.89287996292114,4066775510.2040815,1994
1113,Netherlands,171604.599,1.84093,5.320714,4.66324996948242,379130260322.0729,1994
1114,New Zealand,26681.092,1.05649,5.56446981,5.92605018615723,55314732279.137924,1994
