,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,country_to
10,0.0014125561209950438,0.0013340825043764756,0.0012656214267244821,0.0012053715390931347,0.0011519391512576757,0.0011042290865397107,0.001073477689366108,0.0010450791983744729,0.0010187735192840155,0.0009943375304959934,0.0009715787389183486,0.0010080067689811653,0.001041381304092386,0.0010720708287495137,0.0011003868303835764,0.0011265944094290112,0.0011116856386257242,0.0010982434072367112,0.0010860614693582963,0.001074970521012511,0.0010648302835359143,0.0010123016914403255,0.0009666331638364978,0.0009265632199772296,0.000891121809828797,0.0008595507504280966,0.0008406545706022391,0.0008233546678485955,0.000807456968390827,0.0007927976335309008,0.000779237392409482,Luxembourg
11,0.005289712784460842,0.005872461301099893,0.006380856264506869,0.006828274570910368,0.007225065825007206,0.007579362856814561,0.008613037284964589,0.00956762135704381,0.010451857856524504,0.011273246770795456,0.012038258543645946,0.012333784497505764,0.012604538675164126,0.01285351044311762,0.013083226773590967,0.0132958383197658,0.013476576637263383,0.013639536167376206,0.013787217219359339,0.013921672257264126,0.014044601872638052,0.013956553667392202,0.01388000427340845,0.013812839201961458,0.013753432459262686,0.01370051318221671,0.013548697999717219,0.013409707583772199,0.013281982712039099,0.013164207076032743,0.01305526174954044,Netherlands
12,0.012851942449968751,0.013634152723731207,0.01431655988934625,0.014917119454828561,0.015449723462615127,0.015925288428171123,0.016067191488823778,0.016198237007402347,0.016319625195210824,0.016432385652224185,0.016537406642437788,0.015272563153149978,0.0141137422295194,0.013048149459749286,0.012064969467645736,0.011154997512850144,0.010945497295893015,0.01075660510420641,0.010585422740337523,0.010429571120149625,0.010287079027449707,0.010897366940210937,0.011427953222430356,0.011893494015106322,0.012305259557678663,0.012672058574683589,0.011985262103454176,0.011356483573967702,0.010778669222660549,0.010245864203595757,0.009753006608196158,New Zealand
13,0.002163543309582562,0.0021929330190357623,0.002218572861670069,0.0022411374734258903,0.0022611488150913028,0.0022790170490337995,0.002423264331128967,0.0025564747058648505,0.002679868211891416,0.002794491458050978,0.002901247382352969,0.002980109604406835,0.00305236138399379,0.0031188004449055244,0.003180101119267886,0.0032368373170422746,0.0032786361417038233,0.003316323317950801,0.0033504770850276643,0.0033815721103220035,0.0034100016846915614,0.0034410359926190146,0.003468017320153388,0.003491690960103634,0.0035126300257067645,0.0035312824574577303,0.003836789426640697,0.00411648833436349,0.004373516899030221,0.0046105240086453565,0.004829761346804364,Norway
14,0.0028541298066058172,0.00322722170220404,0.0035527103738939294,0.003839160084695716,0.004093196940939624,0.0043200278078188705,0.004155079868789285,0.004002752722995679,0.0038616512463294597,0.0037305786330761575,0.00360850236628595,0.003888091452234697,0.004144244632893106,0.004379790066788153,0.0045971184537730945,0.004798264468465829,0.005150680677289092,0.005468430563362618,0.005756389404495586,0.006018559238605198,0.006258255997997456,0.00624077460766453,0.0062255762304546545,0.00621224104857985,0.006200446231699422,0.006189939458329155,0.006156283904818207,0.006125471443875027,0.006097156415137326,0.006071047009248942,0.006046895174069073,Portugal
15,0.053371028831946825,0.05284527408694191,0.05238660099431976,0.051982940940493466,0.051624956529274325,0.05130531033491215,0.04170588565346878,0.032840949410023385,0.02462930999417807,0.01700131727036853,0.009896882165943276,0.010286722433624808,0.010643885246960296,0.010972314000497693,0.011275342125753407,0.01155580663653643,0.011571618752912776,0.011585875469974513,0.011598795530384886,0.011610558496512774,0.011621313146723666,0.011500428182130406,0.011395330403526933,0.01130311674328135,0.011221554808342532,0.011148899779041913,0.011559340430157425,0.011935108623298994,0.012280419801368774,0.012598832676366672,0.012893372326520849,Sweden
16,0.019031106671563908,0.018204186220988086,0.017482773501423198,0.016847886690108987,0.0162848396925556,0.015782092018705608,0.01589119118011356,0.015991942750357608,0.016085269486467643,0.016171962974568282,0.016252706137610984,0.016168780591923223,0.016091889910037464,0.016021185150562264,0.015955948686094193,0.01589556975896719,0.015787126205726414,0.01568934998027208,0.015600740889266237,0.015520067447887585,0.015446309295912708,0.014430932105152238,0.0135481598964443,0.012773608258819688,0.012088526134257534,0.011478257853217745,0.011135501773667556,0.010821700418098086,0.010533333500010471,0.010267429164229,0.010021461189359673,Switzerland
17,0.08006214174544121,0.07501229375103588,0.0706067616681174,0.06672962706761634,0.0632912047267842,0.06022101903877101,0.058478120717671396,0.05686857816610339,0.05537765000881295,0.05399269037291031,0.052702789318756466,0.05494749295411611,0.057004039524529364,0.058895135129933274,0.06063997369784997,0.06225489077834594,0.06538320159970985,0.06820378811702713,0.07075992695590622,0.07308714320915063,0.07521487158111301,0.07514478323291734,0.07508384819665265,0.07503038329182003,0.07498309419085748,0.07494096925820833,0.07822024833471308,0.08122250644446927,0.08398142352066487,0.08652543244334945,0.08887870254300098,United Kingdom
18,0.4378630645355368,0.4596335996335225,0.47862640712846855,0.49534122606823405,0.5101647008214776,0.5234006606666601,0.5270282671665172,0.5303783117165518,0.5334814764902687,0.5363640821571729,0.53904883627712,0.5294624987871954,0.5206797137561688,0.5126035114399506,0.5051519213440466,0.49825518009588743,0.49830665324223355,0.4983530631007414,0.49839512174390316,0.4984334137006883,0.4984684232889706,0.5056400177757064,0.5118750251824334,0.5173456722529284,0.522184397440158,0.5264947135271844,0.5182436648444663,0.510689633228442,0.5037478760384637,0.49734685283164554,0.49142575075316525,United States
19,6340987.0,6804676.6,7268366.199999999,7732055.8,8195745.4,8659435.0,9018166.000000002,9376896.999999998,9735628.000000002,10094358.999999996,10453090.0,10931275.799999999,11409461.600000001,11887647.399999999,12365833.200000001,12844019.0,13544656.399999999,14245293.800000003,14945931.199999997,15646568.600000001,16347206.0,17574997.800000004,18802789.6,20030581.4,21258373.200000003,22486165.0,23523574.0,24560983.0,25598392.0,26635801.0,27673210.0,total
