,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,country_to
0,0.09824937348081615,0.09723583336789289,0.09635161200325869,0.09557344374053797,0.09488332812290633,0.09426712019895063,0.09729235412166952,0.10008611590806639,0.10267399288469113,0.10507793511207601,0.10731687950644259,0.10664616110042711,0.10603166410586802,0.10546660393039589,0.10494524542026006,0.10446270750611628,0.1023401080886777,0.1004263035978942,0.09869193028267119,0.09711288390733798,0.0956691926436848,0.09240063745555631,0.08955894501951986,0.08706562057155266,0.08486030342152426,0.08289581616073706,0.08207506223331539,0.0813236424617044,0.08063312726830654,0.07999640033352107,0.07940741243968445,Australia
1,0.0029280930555448227,0.0028211480322224295,0.0027278482473819215,0.00264573879562535,0.002572920334982586,0.0025079003422278706,0.002991007262452254,0.003437149837520877,0.0038504141694814136,0.00423430551657614,0.004591847960746535,0.004839197269178773,0.005065813096737184,0.005274197483347295,0.005466465454183872,0.005644417062914653,0.005682004602198694,0.005715894746937405,0.005746607478027198,0.0057745696395054965,0.005800134897669975,0.006058663631809955,0.006283429348164382,0.006480640646806187,0.006655071800131912,0.006810454339368229,0.006530189672708747,0.006273600694239314,0.0060378089373738794,0.00582038437665156,0.005619261372280267,Austria
2,0.18280324498378564,0.1728849832481385,0.16423220393050647,0.15661723496615218,0.14986392817912572,0.1438338644495859,0.14664740036943205,0.14924566197111902,0.1516524460466238,0.15388816664832317,0.1559704355362864,0.1566476988898222,0.15726819221688776,0.15783876631468732,0.15836521230126246,0.1588524588759951,0.15664880210619447,0.15466191367706295,0.1528613085011391,0.1512219618555854,0.14972313923247801,0.14853604135301796,0.14750397462299958,0.14659843073751216,0.14579748745778912,0.1450840105460402,0.1492829448450307,0.1531271692179422,0.15665980894424927,0.1599172707439885,0.16293050209932278,Canada
3,0.001987860880332983,0.0019578006102450186,0.0019315757645782898,0.0019084963147834506,0.0018880283909258576,0.0018697524723033316,0.002660718376663281,0.0033911644758388626,0.004067780732788885,0.004696306125034785,0.005281691825096694,0.0058838145863998785,0.006435465806730092,0.0069427362053151075,0.007410774390843312,0.007843962236430824,0.008493120578533098,0.009078422798131407,0.009608849263269728,0.010091771815067485,0.010533298473145809,0.010569275860734383,0.010600554717689337,0.010627999045499499,0.010652273241679664,0.010673896593749978,0.011252881896262872,0.011782956732635661,0.01227006758862041,0.012719234537005287,0.013134724883741351,Chile
4,0.0021485614148081364,0.0020872410012843226,0.0020337445298229473,0.0019866644004302193,0.0019449115635046445,0.0019076302322264674,0.001987721228462638,0.0020616841584161585,0.002130196429033648,0.002193839153134935,0.0022531136726078125,0.0023713974904923723,0.0024797664422657765,0.0025794170173654386,0.0026713606326179457,0.0027564580837197454,0.002903580485068636,0.003036230814698956,0.0031564443438626306,0.0032658917943196816,0.0033659574608651778,0.003259550905889729,0.0031670407033645687,0.0030858714864861587,0.003014078236240578,0.0029501251102622434,0.002897671926893422,0.0028496497880398357,0.0028055199717232234,0.0027648276843636123,0.002727186329305491,Denmark
5,0.00036429659925181994,0.00034373419010096676,0.00032579536237455954,0.0003100081093568932,0.0002960072429775576,0.0002835057945466419,0.00028739768152415905,0.00029099178544885374,0.0002943210237696017,0.00029741363468448087,0.0003002939800575715,0.0003899453346516059,0.00047208187282036157,0.0005476104548659477,0.00061729766822344,0.0006817959394174051,0.0007317572116484254,0.0007768039154095928,0.0008176272081327394,0.0008547944499473194,0.0008887757332965646,0.000898788163717437,0.0009074930030595033,0.0009151307010988709,0.0009218861582503405,0.0009279038911259434,0.0009683732582472375,0.001005423927861519,0.0010394715418062198,0.0010708669883815393,0.0010999085397032002,Finland
6,0.026052095675326254,0.026034095433719793,0.026018391863635058,0.026004571772490305,0.025992315476271392,0.025981371763862192,0.027282753499991017,0.028484561577246714,0.02959780303848915,0.030631920263584838,0.031595059451320136,0.03220323102633637,0.0327604240326292,0.03327279037566339,0.03374553038609643,0.03418306995652996,0.034798283993383534,0.03535298092623403,0.03585567154223218,0.03631334221102001,0.03673178156560822,0.03553952080722308,0.034502965453594193,0.03359348321262407,0.03278905650221626,0.03207247656503454,0.03344209515101744,0.03469601359196412,0.03584829859625559,0.03691082539624021,0.03789368851680018,France
7,0.06454042564666983,0.058270337197215215,0.05280025654183467,0.04798625483277035,0.043716975395550965,0.03990491296487588,0.038439700488990765,0.03708659698405561,0.0358332097323357,0.034668907654265134,0.03358451902738807,0.03892863081910348,0.04382478486101393,0.04832703904054221,0.052481089588043275,0.0563258276089439,0.054240873913937025,0.05236101202770558,0.05065739898494917,0.049106358054762225,0.04768827162268586,0.045746441003821914,0.04405820719283057,0.042576936883120135,0.041266770121431484,0.040099679069329965,0.04005132043285599,0.04000704694922024,0.03996636194960995,0.039928846142077735,0.03989414310808179,Germany
8,0.002956479803538471,0.003302787380079165,0.0036049091747743815,0.003870794621011401,0.004106594136025748,0.004317140783434485,0.0037478130253978457,0.003222046696257835,0.00273502644102671,0.0022826214126127286,0.0018612678165021062,0.002248831742036918,0.002603909022315304,0.0029304200257487443,0.0032316787193927216,0.003510505551260863,0.004592202132200267,0.005567494859249586,0.006451347775506956,0.007256044625656772,0.007991763240764201,0.008836302670831625,0.009570547978689288,0.010214780884992189,0.010784597572122778,0.011292187885306365,0.01124992316218615,0.011211228801387956,0.011175670721817214,0.011142882468599315,0.011112552537273413,Greece
9,0.003070342203824105,0.0031058345961658194,0.003136798473362556,0.0031640485574353982,0.003188215192726704,0.0032097937105596383,0.0032276185645728843,0.003244079571312344,0.003259327492792452,0.003273491660044983,0.0032866836504803843,0.003493041498413205,0.003682101879373519,0.0038559521878147236,0.004016356940671009,0.00416481788138121,0.004557590696800548,0.0049117274085284214,0.005232661582170271,0.005524853545204793,0.0057919989507687125,0.0058905839521641344,0.005976294070747884,0.006051496837730333,0.00611801283082188,0.00617726499827783,0.006723094033245119,0.007222813516869419,0.007682029402471842,0.00810547428252674,0.008497171090740828,Ireland
